chrom1	chrom2	policy	selected_swap_code	selected_swap1	selected_swap2	flip_source	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
chr1	chr6	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1600	0.593125	0.70875	0.763193505	0.3525
chr1	chr6	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1600	0.593125	0.70875	0.763193505	0.3525
chr1	chr6	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1600	0.593125	0.70875	0.763193505	0.3525
chr1	chr6	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1600	0.134375	0.29125	0.0811907984	0.0375
chr1	chr6	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1600	0.134375	0.29125	0.0811907984	0.0375
chr1	chr6	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1600	0.134375	0.29125	0.0811907984	0.0375
chr1	chr6	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1600	0.134375	0.29125	0.0811907984	0.0375
chr1	chr7	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr7	pair_independent_4state_oracle	1	0	1	snp_truth_oracle	778	0.275064267	0.523136247	0.27613941	0.264781491
chr1	chr7	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr7	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr7	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr7	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr7	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr7	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	778	0.275064267	0.523136247	0.27613941	0.264781491
chr1	chr7	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr7	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	778	0.272493573	0.476863753	0.266756032	0.255784062
chr1	chr8	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1480	0.156081081	0.287162162	0.145892351	0.139189189
chr1	chr8	pair_independent_4state_oracle	1	0	1	snp_truth_oracle	1480	0.574324324	0.712837838	0.593484419	0.566216216
chr1	chr8	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1480	0.156081081	0.287162162	0.145892351	0.139189189
chr1	chr8	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1480	0.156081081	0.287162162	0.145892351	0.139189189
chr1	chr8	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1480	0.156081081	0.287162162	0.145892351	0.139189189
chr1	chr8	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1480	0.156081081	0.287162162	0.145892351	0.139189189
chr1	chr8	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	1480	0.156081081	0.287162162	0.145892351	0.139189189
chr1	chr8	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1480	0.156081081	0.287162162	0.145892351	0.139189189
chr1	chr8	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1480	0.574324324	0.712837838	0.593484419	0.566216216
chr1	chr8	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1480	0.574324324	0.712837838	0.593484419	0.566216216
chr1	chr9	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1116	0.243727599	0.422939068	0.211038961	0.0582437276
chr1	chr9	pair_independent_4state_oracle	2	1	0	snp_truth_oracle	1116	0.385304659	0.577060932	0.496753247	0.137096774
chr1	chr9	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1116	0.243727599	0.422939068	0.211038961	0.0582437276
chr1	chr9	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1116	0.243727599	0.422939068	0.211038961	0.0582437276
chr1	chr9	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1116	0.243727599	0.422939068	0.211038961	0.0582437276
chr1	chr9	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1116	0.243727599	0.422939068	0.211038961	0.0582437276
chr1	chr9	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1116	0.187275986	0.577060932	0.172077922	0.0474910394
chr1	chr9	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1116	0.187275986	0.577060932	0.172077922	0.0474910394
chr1	chr9	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1116	0.187275986	0.577060932	0.172077922	0.0474910394
chr1	chr9	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1116	0.187275986	0.577060932	0.172077922	0.0474910394
chr1	chr10	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr10	pair_independent_4state_oracle	2	1	0	snp_truth_oracle	758	0.255936675	0.503957784	0.284313725	0.0382585752
chr1	chr10	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr10	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr10	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr10	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr10	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr10	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	758	0.248021108	0.503957784	0.303921569	0.0408970976
chr1	chr10	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr10	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	758	0.249340369	0.496042216	0.156862745	0.0211081794
chr1	chr11	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1466	0.139836289	0.344474761	0.125636672	0.10095498
chr1	chr11	pair_independent_4state_oracle	1	0	1	snp_truth_oracle	1466	0.541609823	0.655525239	0.584040747	0.469304229
chr1	chr11	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1466	0.139836289	0.344474761	0.125636672	0.10095498
chr1	chr11	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1466	0.139836289	0.344474761	0.125636672	0.10095498
chr1	chr11	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1466	0.139836289	0.344474761	0.125636672	0.10095498
chr1	chr11	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1466	0.139836289	0.344474761	0.125636672	0.10095498
chr1	chr11	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1466	0.541609823	0.655525239	0.584040747	0.469304229
chr1	chr11	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	1466	0.541609823	0.655525239	0.584040747	0.469304229
chr1	chr11	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1466	0.541609823	0.655525239	0.584040747	0.469304229
chr1	chr11	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	1466	0.139836289	0.344474761	0.125636672	0.10095498
chr1	chr12	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	815	0.298159509	0.478527607	0.322393822	0.204907975
chr1	chr12	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	815	0.298159509	0.478527607	0.322393822	0.204907975
chr1	chr12	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	815	0.298159509	0.478527607	0.322393822	0.204907975
chr1	chr12	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	815	0.298159509	0.478527607	0.322393822	0.204907975
chr1	chr12	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	815	0.298159509	0.478527607	0.322393822	0.204907975
chr1	chr12	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	815	0.298159509	0.478527607	0.322393822	0.204907975
chr1	chr12	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	815	0.294478528	0.521472393	0.28957529	0.18404908
chr1	chr12	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	815	0.298159509	0.478527607	0.322393822	0.204907975
chr1	chr12	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	815	0.294478528	0.521472393	0.28957529	0.18404908
chr1	chr12	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	815	0.294478528	0.521472393	0.28957529	0.18404908
chr1	chr13	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	897	0.328874025	0.502787068	0.389952153	0.181716834
chr1	chr13	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	897	0.328874025	0.502787068	0.389952153	0.181716834
chr1	chr13	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	897	0.328874025	0.502787068	0.389952153	0.181716834
chr1	chr13	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	897	0.328874025	0.502787068	0.389952153	0.181716834
chr1	chr13	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	897	0.328874025	0.502787068	0.389952153	0.181716834
chr1	chr13	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	897	0.328874025	0.502787068	0.389952153	0.181716834
chr1	chr13	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	897	0.214046823	0.497212932	0.208133971	0.0969899666
chr1	chr13	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	897	0.214046823	0.497212932	0.208133971	0.0969899666
chr1	chr13	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	897	0.214046823	0.497212932	0.208133971	0.0969899666
chr1	chr13	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	897	0.214046823	0.497212932	0.208133971	0.0969899666
chr1	chr14	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr14	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	607	0.28830313	0.492586491	0.322580645	0.21416804
chr1	chr15	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr15	pair_independent_4state_oracle	3	1	1	snp_truth_oracle	966	0.538302277	0.701863354	0.69245283	0.379917184
chr1	chr15	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr15	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr15	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr15	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr15	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr15	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	966	0.17184265	0.298136646	0.103773585	0.0569358178
chr1	chr15	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr15	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	966	0.163561077	0.701863354	0.122641509	0.0672877847
chr1	chr16	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	548	0.275547445	0.516423358	0.205882353	0.0127737226
chr1	chr16	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	548	0.275547445	0.516423358	0.205882353	0.0127737226
chr1	chr16	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	548	0.275547445	0.516423358	0.205882353	0.0127737226
chr1	chr16	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	548	0.275547445	0.516423358	0.205882353	0.0127737226
chr1	chr16	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	548	0.275547445	0.516423358	0.205882353	0.0127737226
chr1	chr16	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	548	0.275547445	0.516423358	0.205882353	0.0127737226
chr1	chr16	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	548	0.226277372	0.483576642	0.176470588	0.0109489051
chr1	chr16	blind_posterior_mass_same_cross	1	0	1	blind_posterior_reconstruction_geometry	548	0.226277372	0.483576642	0.176470588	0.0109489051
chr1	chr16	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	548	0.226277372	0.483576642	0.176470588	0.0109489051
chr1	chr16	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	548	0.226277372	0.483576642	0.176470588	0.0109489051
chr1	chr17	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1142	0.195271454	0.695271454	0.116666667	0.0490367776
chr1	chr17	pair_independent_4state_oracle	3	1	1	snp_truth_oracle	1142	0.499124343	0.694395797	0.710416667	0.298598949
chr1	chr17	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1142	0.195271454	0.695271454	0.116666667	0.0490367776
chr1	chr17	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1142	0.195271454	0.695271454	0.116666667	0.0490367776
chr1	chr17	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1142	0.195271454	0.695271454	0.116666667	0.0490367776
chr1	chr17	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1142	0.195271454	0.695271454	0.116666667	0.0490367776
chr1	chr17	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1142	0.167250438	0.304728546	0.104166667	0.0437828371
chr1	chr17	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1142	0.195271454	0.695271454	0.116666667	0.0490367776
chr1	chr17	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1142	0.167250438	0.304728546	0.104166667	0.0437828371
chr1	chr17	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1142	0.167250438	0.304728546	0.104166667	0.0437828371
chr1	chr18	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	pair_independent_4state_oracle	3	1	1	snp_truth_oracle	570	0.270175439	0.519298246	0.314102564	0.0859649123
chr1	chr18	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr18	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	570	0.249122807	0.519298246	0.256410256	0.0701754386
chr1	chr19	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	pair_independent_4state_oracle	3	1	1	snp_truth_oracle	347	0.262247839	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_same_cross_distance_sum	0	0	0	blind_posterior_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_chrom_center_same_closer	0	0	0	blind_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chr19	blind_chrom_homolog_vector_dot	0	0	0	blind_reconstruction_geometry	347	0.259365994	0.521613833	0.267281106	0.167146974
chr1	chrX	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1233	0.185725872	0.315490673	0.141949153	0.0543390105
chr1	chrX	pair_independent_4state_oracle	2	1	0	snp_truth_oracle	1233	0.394160584	0.684509327	0.508474576	0.194647202
chr1	chrX	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1233	0.185725872	0.315490673	0.141949153	0.0543390105
chr1	chrX	blind_geom_nearest_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1233	0.185725872	0.315490673	0.141949153	0.0543390105
chr1	chrX	blind_margin_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1233	0.185725872	0.315490673	0.141949153	0.0543390105
chr1	chrX	blind_pmax_geom_gap_weighted	0	0	0	blind_posterior_reconstruction_geometry	1233	0.185725872	0.315490673	0.141949153	0.0543390105
chr1	chrX	blind_same_cross_distance_sum	1	0	1	blind_posterior_reconstruction_geometry	1233	0.290348743	0.683698297	0.296610169	0.113544201
chr1	chrX	blind_posterior_mass_same_cross	0	0	0	blind_posterior_reconstruction_geometry	1233	0.185725872	0.315490673	0.141949153	0.0543390105
chr1	chrX	blind_chrom_center_same_closer	1	0	1	blind_reconstruction_geometry	1233	0.290348743	0.683698297	0.296610169	0.113544201
chr1	chrX	blind_chrom_homolog_vector_dot	1	0	1	blind_reconstruction_geometry	1233	0.290348743	0.683698297	0.296610169	0.113544201
chr2	chr3	cis_selected_whole_chrom	0	0	0	cis_snp_truth_whole_chrom	1464	0.521174863	0.649590164	0.593718338	0.400273224
chr2	chr3	pair_independent_4state_oracle	0	0	0	snp_truth_oracle	1464	0.521174863	0.649590164	0.593718338	0.400273224
chr2	chr3	blind_geom_nearest_to_posterior_top	0	0	0	blind_posterior_reconstruction_geometry	1464	0.521174863	0.649590164	0.593718338	0.400273224
