chr1	chr2	n_bpair	n_contacts	whole_chrom_top1_accuracy	chr_pair_oracle_top1_accuracy	best_relative_flip_chr2	nearest_geometry_state_accuracy	same_cross_accuracy	pmax90_accuracy	pmax90_recall	truth_state_distance_rank_mean	truth_state_is_nearest_fraction	posterior_top1_distance_rank_mean	posterior_top1_is_nearest_fraction	posterior_top1_distance_gap_mean
chr14	chr18	52	228	0.99122807	0.99122807	0	0.99122807	0.995614035	0.990521327	0.916666667	1	1	1	1	3.61198519
chr14	chr19	8	46	0.0217391304	0.97826087	1	0.0217391304	0.0217391304	0.0217391304	0.0217391304	3	0	1	1	3.15659568
chr15	chr17	95	362	0.00552486188	0.58839779	1	0.00552486188	0.00828729282	0.00727272727	0.00552486188	2.6160221	0	1	1	4.35365692
chr15	chr18	76	339	0.0147492625	0.914454277	1	0.0147492625	0.0825958702	0.0109489051	0.00884955752	2.61356932	0.00589970501	1	1	2.89465064
chr15	chr19	34	127	0.0236220472	0.708661417	1	0.0236220472	0.291338583	0.0138888889	0.00787401575	2.76377953	0	1	1	2.85039441
chr16	chr17	2	11	0	0	0	0	1	NA	0	4	0	1	1	0.254889741
chr16	chr18	142	569	0.0702987698	0.0702987698	0	0.0439367311	0.079086116	0.00238095238	0.00175746924	1.9543058	0.0456942004	1.02811951	0.971880492	1.80696802
chr16	chr19	57	189	0.761904762	0.761904762	0	0.761904762	0.767195767	0.617977528	0.291005291	1.23809524	0.761904762	1	1	1.73792785
chr17	chr19	43	148	0.0135135135	0.952702703	1	0.0135135135	0.0337837838	0.0166666667	0.0135135135	3.87162162	0	1	1	3.12989009
chr17	chrX	52	228	1	1	0	1	1	1	0.921052632	1	1	1	1	3.13131752
chr18	chr19	38	154	0.00649350649	0.506493506	1	0.00649350649	0.487012987	0	0	2.95454545	0.00649350649	1	1	1.85630115
