source	scope	copy_swap_policy	n_eval_contacts	top1_correct_contacts	top1_accuracy	same_cross_correct_contacts	same_cross_accuracy	pmax_threshold	n_called_contacts	called_contact_fraction	pmax_threshold_correct_contacts	pmax_threshold_accuracy	pmax_threshold_recall	pmax_threshold_same_cross_correct_contacts	pmax_threshold_same_cross_accuracy	pmax_threshold_same_cross_recall
charm3dg_uniform_prior_fdg	chr18_cis	charm3dg_reference_copy_labels	7868	1637	0.20805795627859686	7760	0.9862735129639044	0.9	1775	0.22559735638027453	11	0.006197183098591549	0.0013980681240467717	1766	0.9949295774647887	0.2244534824605999
charm3dg_uniform_prior_fdg	chr19_cis	charm3dg_reference_copy_labels	3712	1061	0.28582974137931033	3645	0.9819504310344828	0.9	409	0.11018318965517242	1	0.0024449877750611247	0.00026939655172413793	407	0.9951100244498777	0.10964439655172414
charm3dg_uniform_prior_fdg	chrX_cis	charm3dg_reference_copy_labels	4838	1145	0.23666804464654817	4735	0.9787102108309219	0.9	1262	0.26085159156676313	10	0.00792393026941363	0.002066969822240595	1242	0.9841521394611727	0.2567176519222819
reconstruction_posterior	genome_all	per_chrom_cis_distance_spearman_fixed	350034	121780	0.34790906026271734	269111	0.768813886651011	0.9	119252	0.34068690470068624	32797	0.27502264112970853	0.09369661232908803	83352	0.6989568309126891	0.23812543924304497
reconstruction_posterior	genome_cis	per_chrom_cis_distance_spearman_fixed	206057	93299	0.45278248251697345	199742	0.9693531401505409	0.9	55371	0.2687169084282504	22444	0.405338534611981	0.10892131788776892	53676	0.96938830795904	0.26049102918124595
reconstruction_posterior	genome_trans	per_chrom_cis_distance_spearman_fixed	143977	28481	0.1978163178841065	69369	0.4818061218111226	0.9	63881	0.44368892253623843	10353	0.1620669682691254	0.071907318530043	29676	0.46455127502700333	0.20611625467956687
reconstruction_posterior	chr1_cis	per_chrom_cis_distance_spearman_fixed	18598	7774	0.4180019356920099	17831	0.9587590063447683	0.9	4896	0.263254113345521	1711	0.349468954248366	0.09199913969244004	4605	0.9405637254901961	0.2476072695988816
reconstruction_posterior	chr2_cis	per_chrom_cis_distance_spearman_fixed	13328	4383	0.32885654261704683	13046	0.9788415366146459	0.9	3346	0.2510504201680672	496	0.14823670053795576	0.03721488595438175	3295	0.9847579199043635	0.24722388955582233
reconstruction_posterior	chr3_cis	per_chrom_cis_distance_spearman_fixed	14312	5399	0.37723588596981555	14046	0.9814141978759083	0.9	4627	0.32329513694801565	1349	0.2915496001728982	0.09425656791503634	4592	0.9924357034795764	0.3208496366685299
reconstruction_posterior	chr4_cis	per_chrom_cis_distance_spearman_fixed	12274	4775	0.3890337298354245	12080	0.9841942317093042	0.9	2359	0.19219488349356362	617	0.261551504874947	0.05026886100700668	2346	0.9944891903348877	0.19113573407202217
reconstruction_posterior	chr5_cis	per_chrom_cis_distance_spearman_fixed	13083	7135	0.5453642131009707	12249	0.9362531529465719	0.9	3131	0.23931819918978828	1798	0.5742574257425742	0.13743025300007644	2939	0.9386777387416161	0.22464266605518612
reconstruction_posterior	chr6_cis	per_chrom_cis_distance_spearman_fixed	13079	4673	0.35729031271503936	12825	0.980579555011851	0.9	3613	0.2762443611896934	672	0.18599501799058954	0.05138007492927594	3579	0.9905895377802381	0.2736447740652955
reconstruction_posterior	chr7_cis	per_chrom_cis_distance_spearman_fixed	12293	5970	0.48564223541853085	11410	0.9281705035385992	0.9	3311	0.26934027495322543	1516	0.4578677136816672	0.12332221589522492	3140	0.9483539716097855	0.25542991946636295
reconstruction_posterior	chr8_cis	per_chrom_cis_distance_spearman_fixed	10870	4662	0.42888684452621895	10583	0.9735970561177553	0.9	3425	0.31508739650413986	1335	0.3897810218978102	0.12281508739650414	3341	0.9754744525547445	0.3073597056117755
reconstruction_posterior	chr9_cis	per_chrom_cis_distance_spearman_fixed	10653	5830	0.5472636815920398	10464	0.9822585187271191	0.9	2568	0.24105885666009574	1571	0.6117601246105919	0.14747019618886698	2556	0.9953271028037384	0.23993241340467475
reconstruction_posterior	chr10_cis	per_chrom_cis_distance_spearman_fixed	12128	6866	0.5661279683377308	11919	0.9827671503957783	0.9	3230	0.26632585751978893	1997	0.618266253869969	0.164660290237467	3179	0.9842105263157894	0.2621207124010554
reconstruction_posterior	chr11_cis	per_chrom_cis_distance_spearman_fixed	10338	6049	0.5851228477461792	10176	0.9843296575739988	0.9	2998	0.289998065389824	1937	0.6460973982655104	0.1873669955503966	2953	0.9849899933288859	0.2856451924937125
reconstruction_posterior	chr12_cis	per_chrom_cis_distance_spearman_fixed	8721	4942	0.5666781332416008	8279	0.949317738791423	0.9	2523	0.2893016855865153	1467	0.5814506539833532	0.16821465428276575	2197	0.8707887435592548	0.25192065130145624
reconstruction_posterior	chr13_cis	per_chrom_cis_distance_spearman_fixed	9935	3803	0.38278812279818825	9717	0.9780573729240061	0.9	3608	0.3631605435329643	1094	0.3032150776053215	0.1101157523905385	3556	0.9855875831485588	0.3579265223955712
reconstruction_posterior	chr14_cis	per_chrom_cis_distance_spearman_fixed	8977	4322	0.48145260109167876	8588	0.9566670379859641	0.9	2062	0.22969811741116186	964	0.46750727449078566	0.10738554082655676	2003	0.9713870029097963	0.223125765846051
reconstruction_posterior	chr15_cis	per_chrom_cis_distance_spearman_fixed	7901	4030	0.5100620174661435	7807	0.9881027718010379	0.9	2116	0.2678142007340843	1107	0.5231568998109641	0.14010884698139475	2103	0.9938563327032136	0.2661688393874193
reconstruction_posterior	chr16_cis	per_chrom_cis_distance_spearman_fixed	7080	3345	0.4724576271186441	6956	0.9824858757062147	0.9	1764	0.24915254237288137	796	0.4512471655328798	0.11242937853107345	1750	0.9920634920634921	0.24717514124293785
reconstruction_posterior	chr17_cis	per_chrom_cis_distance_spearman_fixed	6069	2619	0.4315373208106772	5963	0.9825341901466469	0.9	1150	0.18948755972977427	351	0.30521739130434783	0.057834898665348494	1139	0.9904347826086957	0.1876750700280112
reconstruction_posterior	chr18_cis	per_chrom_cis_distance_spearman_fixed	7868	2830	0.35968479918657853	7760	0.9862735129639044	0.9	1851	0.23525673614641587	433	0.23392760669908158	0.05503304524656838	1842	0.9951377633711507	0.23411286222674124
reconstruction_posterior	chr19_cis	per_chrom_cis_distance_spearman_fixed	3712	1661	0.4474676724137931	3375	0.9092133620689655	0.9	1438	0.38739224137931033	653	0.4541029207232267	0.17591594827586207	1246	0.866481223922114	0.33566810344827586
reconstruction_posterior	chrX_cis	per_chrom_cis_distance_spearman_fixed	4838	2231	0.4611409673418768	4668	0.9648615130219099	0.9	1355	0.28007441091360064	580	0.4280442804428044	0.11988424968995452	1315	0.9704797047970479	0.2718065316246383
reconstruction_posterior	genome_all	whole_chrom_snp_cis_top1_oracle_eval_only	350034	164882	0.47104566984921464	276396	0.7896261506025128	0.9	119252	0.34068690470068624	60198	0.5047965652567672	0.17197757932086596	89867	0.7535890383389796	0.25673791688807374
reconstruction_posterior	genome_cis	whole_chrom_snp_cis_top1_oracle_eval_only	206057	117330	0.5694055528324686	199736	0.9693240219939143	0.9	55371	0.2687169084282504	34840	0.6292102364053386	0.16907942947825116	53676	0.96938830795904	0.26049102918124595
reconstruction_posterior	genome_trans	whole_chrom_snp_cis_top1_oracle_eval_only	143977	47552	0.33027497447508974	76660	0.5324461545941366	0.9	63881	0.44368892253623843	25358	0.39695684162740097	0.17612535335504975	36191	0.5665377811868944	0.25136653771088435
reconstruction_posterior	chr1_cis	whole_chrom_snp_cis_top1_oracle_eval_only	18598	10575	0.5686095279062264	17833	0.9588665447897623	0.9	4896	0.263254113345521	2894	0.5910947712418301	0.15560812990644154	4605	0.9405637254901961	0.2476072695988816
reconstruction_posterior	chr2_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13328	8873	0.6657412965186075	13046	0.9788415366146459	0.9	3346	0.2510504201680672	2799	0.8365212193664077	0.21000900360144056	3295	0.9847579199043635	0.24722388955582233
reconstruction_posterior	chr3_cis	whole_chrom_snp_cis_top1_oracle_eval_only	14312	8918	0.6231134712129681	14046	0.9814141978759083	0.9	4627	0.32329513694801565	3243	0.7008861033066782	0.22659306875349358	4592	0.9924357034795764	0.3208496366685299
reconstruction_posterior	chr4_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12274	7382	0.6014339253707023	12080	0.9841942317093042	0.9	2359	0.19219488349356362	1729	0.7329376854599406	0.14086687306501547	2346	0.9944891903348877	0.19113573407202217
reconstruction_posterior	chr5_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13083	7135	0.5453642131009707	12249	0.9362531529465719	0.9	3131	0.23931819918978828	1798	0.5742574257425742	0.13743025300007644	2939	0.9386777387416161	0.22464266605518612
reconstruction_posterior	chr6_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13079	8234	0.6295588347733007	12825	0.980579555011851	0.9	3613	0.2762443611896934	2907	0.8045945197896485	0.22226469913601957	3579	0.9905895377802381	0.2736447740652955
reconstruction_posterior	chr7_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12293	5970	0.48564223541853085	11410	0.9281705035385992	0.9	3311	0.26934027495322543	1516	0.4578677136816672	0.12332221589522492	3140	0.9483539716097855	0.25542991946636295
reconstruction_posterior	chr8_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10870	5881	0.5410303587856485	10583	0.9735970561177553	0.9	3425	0.31508739650413986	2006	0.5856934306569344	0.18454461821527138	3341	0.9754744525547445	0.3073597056117755
reconstruction_posterior	chr9_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10653	5830	0.5472636815920398	10464	0.9822585187271191	0.9	2568	0.24105885666009574	1571	0.6117601246105919	0.14747019618886698	2556	0.9953271028037384	0.23993241340467475
reconstruction_posterior	chr10_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12128	6866	0.5661279683377308	11919	0.9827671503957783	0.9	3230	0.26632585751978893	1997	0.618266253869969	0.164660290237467	3179	0.9842105263157894	0.2621207124010554
reconstruction_posterior	chr11_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10338	6049	0.5851228477461792	10176	0.9843296575739988	0.9	2998	0.289998065389824	1937	0.6460973982655104	0.1873669955503966	2953	0.9849899933288859	0.2856451924937125
reconstruction_posterior	chr12_cis	whole_chrom_snp_cis_top1_oracle_eval_only	8721	4942	0.5666781332416008	8279	0.949317738791423	0.9	2523	0.2893016855865153	1467	0.5814506539833532	0.16821465428276575	2197	0.8707887435592548	0.25192065130145624
reconstruction_posterior	chr13_cis	whole_chrom_snp_cis_top1_oracle_eval_only	9935	5748	0.5785606441872169	9717	0.9780573729240061	0.9	3608	0.3631605435329643	2462	0.6823725055432373	0.2478107700050327	3556	0.9855875831485588	0.3579265223955712
reconstruction_posterior	chr14_cis	whole_chrom_snp_cis_top1_oracle_eval_only	8977	4515	0.5029519884148379	8588	0.9566670379859641	0.9	2062	0.22969811741116186	1039	0.5038797284190106	0.11574022501949427	2003	0.9713870029097963	0.223125765846051
reconstruction_posterior	chr15_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7901	4065	0.5144918364763954	7807	0.9881027718010379	0.9	2116	0.2678142007340843	996	0.4706994328922495	0.12605999240602456	2103	0.9938563327032136	0.2661688393874193
reconstruction_posterior	chr16_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7080	3716	0.5248587570621469	6956	0.9824858757062147	0.9	1764	0.24915254237288137	954	0.5408163265306123	0.13474576271186442	1750	0.9920634920634921	0.24717514124293785
reconstruction_posterior	chr17_cis	whole_chrom_snp_cis_top1_oracle_eval_only	6069	3565	0.5874114351623002	5963	0.9825341901466469	0.9	1150	0.18948755972977427	788	0.6852173913043478	0.1298401713626627	1139	0.9904347826086957	0.1876750700280112
reconstruction_posterior	chr18_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7868	4933	0.6269700050838841	7760	0.9862735129639044	0.9	1851	0.23525673614641587	1409	0.7612101566720691	0.17907981698017286	1842	0.9951377633711507	0.23411286222674124
reconstruction_posterior	chr19_cis	whole_chrom_snp_cis_top1_oracle_eval_only	3712	1736	0.4676724137931034	3371	0.908135775862069	0.9	1438	0.38739224137931033	593	0.41237830319888735	0.15975215517241378	1246	0.866481223922114	0.33566810344827586
reconstruction_posterior	chrX_cis	whole_chrom_snp_cis_top1_oracle_eval_only	4838	2397	0.4954526663910707	4664	0.9640347250930137	0.9	1355	0.28007441091360064	735	0.5424354243542435	0.15192228193468377	1315	0.9704797047970479	0.2718065316246383
