coarse_chr	coarse_bid	coarse_start	coarse_end	fine_bid	fine_start	fine_end	child_index	n_children_for_coarse	child_offset_bp
chr1	20	20000000	21000000	100	20000000	20200000	0	5	0
chr1	20	20000000	21000000	101	20200000	20400000	1	5	200000
chr1	20	20000000	21000000	102	20400000	20600000	2	5	400000
chr1	20	20000000	21000000	103	20600000	20800000	3	5	600000
chr1	20	20000000	21000000	104	20800000	21000000	4	5	800000
chr1	21	21000000	22000000	105	21000000	21200000	0	5	0
chr1	21	21000000	22000000	106	21200000	21400000	1	5	200000
chr1	21	21000000	22000000	107	21400000	21600000	2	5	400000
chr1	21	21000000	22000000	108	21600000	21800000	3	5	600000
chr1	21	21000000	22000000	109	21800000	22000000	4	5	800000
chr1	22	22000000	23000000	110	22000000	22200000	0	5	0
chr1	22	22000000	23000000	111	22200000	22400000	1	5	200000
chr1	22	22000000	23000000	112	22400000	22600000	2	5	400000
chr1	22	22000000	23000000	113	22600000	22800000	3	5	600000
chr1	22	22000000	23000000	114	22800000	23000000	4	5	800000
chr1	23	23000000	24000000	115	23000000	23200000	0	5	0
chr1	23	23000000	24000000	116	23200000	23400000	1	5	200000
chr1	23	23000000	24000000	117	23400000	23600000	2	5	400000
chr1	23	23000000	24000000	118	23600000	23800000	3	5	600000
chr1	23	23000000	24000000	119	23800000	24000000	4	5	800000
chr1	24	24000000	25000000	120	24000000	24200000	0	5	0
chr1	24	24000000	25000000	121	24200000	24400000	1	5	200000
chr1	24	24000000	25000000	122	24400000	24600000	2	5	400000
chr1	24	24000000	25000000	123	24600000	24800000	3	5	600000
chr1	24	24000000	25000000	124	24800000	25000000	4	5	800000
chr1	25	25000000	26000000	125	25000000	25200000	0	5	0
chr1	25	25000000	26000000	126	25200000	25400000	1	5	200000
chr1	25	25000000	26000000	127	25400000	25600000	2	5	400000
chr1	25	25000000	26000000	128	25600000	25800000	3	5	600000
chr1	25	25000000	26000000	129	25800000	26000000	4	5	800000
chr1	26	26000000	27000000	130	26000000	26200000	0	5	0
chr1	26	26000000	27000000	131	26200000	26400000	1	5	200000
chr1	26	26000000	27000000	132	26400000	26600000	2	5	400000
chr1	26	26000000	27000000	133	26600000	26800000	3	5	600000
chr1	26	26000000	27000000	134	26800000	27000000	4	5	800000
chr1	27	27000000	28000000	135	27000000	27200000	0	5	0
chr1	27	27000000	28000000	136	27200000	27400000	1	5	200000
chr1	27	27000000	28000000	137	27400000	27600000	2	5	400000
chr1	27	27000000	28000000	138	27600000	27800000	3	5	600000
chr1	27	27000000	28000000	139	27800000	28000000	4	5	800000
chr1	28	28000000	29000000	140	28000000	28200000	0	5	0
chr1	28	28000000	29000000	141	28200000	28400000	1	5	200000
chr1	28	28000000	29000000	142	28400000	28600000	2	5	400000
chr1	28	28000000	29000000	143	28600000	28800000	3	5	600000
chr1	28	28000000	29000000	144	28800000	29000000	4	5	800000
chr1	29	29000000	30000000	145	29000000	29200000	0	5	0
chr1	29	29000000	30000000	146	29200000	29400000	1	5	200000
chr1	29	29000000	30000000	147	29400000	29600000	2	5	400000
chr1	29	29000000	30000000	148	29600000	29800000	3	5	600000
chr1	29	29000000	30000000	149	29800000	30000000	4	5	800000
chr1	30	30000000	31000000	150	30000000	30200000	0	5	0
chr1	30	30000000	31000000	151	30200000	30400000	1	5	200000
chr1	30	30000000	31000000	152	30400000	30600000	2	5	400000
chr1	30	30000000	31000000	153	30600000	30800000	3	5	600000
chr1	30	30000000	31000000	154	30800000	31000000	4	5	800000
chr1	31	31000000	32000000	155	31000000	31200000	0	5	0
chr1	31	31000000	32000000	156	31200000	31400000	1	5	200000
chr1	31	31000000	32000000	157	31400000	31600000	2	5	400000
chr1	31	31000000	32000000	158	31600000	31800000	3	5	600000
chr1	31	31000000	32000000	159	31800000	32000000	4	5	800000
chr1	32	32000000	33000000	160	32000000	32200000	0	5	0
chr1	32	32000000	33000000	161	32200000	32400000	1	5	200000
chr1	32	32000000	33000000	162	32400000	32600000	2	5	400000
chr1	32	32000000	33000000	163	32600000	32800000	3	5	600000
chr1	32	32000000	33000000	164	32800000	33000000	4	5	800000
chr1	33	33000000	34000000	165	33000000	33200000	0	5	0
chr1	33	33000000	34000000	166	33200000	33400000	1	5	200000
chr1	33	33000000	34000000	167	33400000	33600000	2	5	400000
chr1	33	33000000	34000000	168	33600000	33800000	3	5	600000
chr1	33	33000000	34000000	169	33800000	34000000	4	5	800000
chr1	34	34000000	35000000	170	34000000	34200000	0	5	0
chr1	34	34000000	35000000	171	34200000	34400000	1	5	200000
chr1	34	34000000	35000000	172	34400000	34600000	2	5	400000
chr1	34	34000000	35000000	173	34600000	34800000	3	5	600000
chr1	34	34000000	35000000	174	34800000	35000000	4	5	800000
chr1	35	35000000	36000000	175	35000000	35200000	0	5	0
chr1	35	35000000	36000000	176	35200000	35400000	1	5	200000
chr1	35	35000000	36000000	177	35400000	35600000	2	5	400000
chr1	35	35000000	36000000	178	35600000	35800000	3	5	600000
chr1	35	35000000	36000000	179	35800000	36000000	4	5	800000
chr1	36	36000000	37000000	180	36000000	36200000	0	5	0
chr1	36	36000000	37000000	181	36200000	36400000	1	5	200000
chr1	36	36000000	37000000	182	36400000	36600000	2	5	400000
chr1	36	36000000	37000000	183	36600000	36800000	3	5	600000
chr1	36	36000000	37000000	184	36800000	37000000	4	5	800000
chr1	37	37000000	38000000	185	37000000	37200000	0	5	0
chr1	37	37000000	38000000	186	37200000	37400000	1	5	200000
chr1	37	37000000	38000000	187	37400000	37600000	2	5	400000
chr1	37	37000000	38000000	188	37600000	37800000	3	5	600000
chr1	37	37000000	38000000	189	37800000	38000000	4	5	800000
chr1	38	38000000	39000000	190	38000000	38200000	0	5	0
chr1	38	38000000	39000000	191	38200000	38400000	1	5	200000
chr1	38	38000000	39000000	192	38400000	38600000	2	5	400000
chr1	38	38000000	39000000	193	38600000	38800000	3	5	600000
chr1	38	38000000	39000000	194	38800000	39000000	4	5	800000
chr1	39	39000000	40000000	195	39000000	39200000	0	5	0
chr1	39	39000000	40000000	196	39200000	39400000	1	5	200000
chr1	39	39000000	40000000	197	39400000	39600000	2	5	400000
chr1	39	39000000	40000000	198	39600000	39800000	3	5	600000
chr1	39	39000000	40000000	199	39800000	40000000	4	5	800000
chr1	40	40000000	41000000	200	40000000	40200000	0	5	0
chr1	40	40000000	41000000	201	40200000	40400000	1	5	200000
chr1	40	40000000	41000000	202	40400000	40600000	2	5	400000
chr1	40	40000000	41000000	203	40600000	40800000	3	5	600000
chr1	40	40000000	41000000	204	40800000	41000000	4	5	800000
chr1	41	41000000	42000000	205	41000000	41200000	0	5	0
chr1	41	41000000	42000000	206	41200000	41400000	1	5	200000
chr1	41	41000000	42000000	207	41400000	41600000	2	5	400000
chr1	41	41000000	42000000	208	41600000	41800000	3	5	600000
chr1	41	41000000	42000000	209	41800000	42000000	4	5	800000
chr1	42	42000000	43000000	210	42000000	42200000	0	5	0
chr1	42	42000000	43000000	211	42200000	42400000	1	5	200000
chr1	42	42000000	43000000	212	42400000	42600000	2	5	400000
chr1	42	42000000	43000000	213	42600000	42800000	3	5	600000
chr1	42	42000000	43000000	214	42800000	43000000	4	5	800000
chr1	43	43000000	44000000	215	43000000	43200000	0	5	0
chr1	43	43000000	44000000	216	43200000	43400000	1	5	200000
chr1	43	43000000	44000000	217	43400000	43600000	2	5	400000
chr1	43	43000000	44000000	218	43600000	43800000	3	5	600000
chr1	43	43000000	44000000	219	43800000	44000000	4	5	800000
chr1	44	44000000	45000000	220	44000000	44200000	0	5	0
chr1	44	44000000	45000000	221	44200000	44400000	1	5	200000
chr1	44	44000000	45000000	222	44400000	44600000	2	5	400000
chr1	44	44000000	45000000	223	44600000	44800000	3	5	600000
chr1	44	44000000	45000000	224	44800000	45000000	4	5	800000
chr1	45	45000000	46000000	225	45000000	45200000	0	5	0
chr1	45	45000000	46000000	226	45200000	45400000	1	5	200000
chr1	45	45000000	46000000	227	45400000	45600000	2	5	400000
chr1	45	45000000	46000000	228	45600000	45800000	3	5	600000
chr1	45	45000000	46000000	229	45800000	46000000	4	5	800000
chr1	46	46000000	47000000	230	46000000	46200000	0	5	0
chr1	46	46000000	47000000	231	46200000	46400000	1	5	200000
chr1	46	46000000	47000000	232	46400000	46600000	2	5	400000
chr1	46	46000000	47000000	233	46600000	46800000	3	5	600000
chr1	46	46000000	47000000	234	46800000	47000000	4	5	800000
chr1	47	47000000	48000000	235	47000000	47200000	0	5	0
chr1	47	47000000	48000000	236	47200000	47400000	1	5	200000
chr1	47	47000000	48000000	237	47400000	47600000	2	5	400000
chr1	47	47000000	48000000	238	47600000	47800000	3	5	600000
chr1	47	47000000	48000000	239	47800000	48000000	4	5	800000
chr1	48	48000000	49000000	240	48000000	48200000	0	5	0
chr1	48	48000000	49000000	241	48200000	48400000	1	5	200000
chr1	48	48000000	49000000	242	48400000	48600000	2	5	400000
chr1	48	48000000	49000000	243	48600000	48800000	3	5	600000
chr1	48	48000000	49000000	244	48800000	49000000	4	5	800000
chr1	49	49000000	50000000	245	49000000	49200000	0	5	0
chr1	49	49000000	50000000	246	49200000	49400000	1	5	200000
chr1	49	49000000	50000000	247	49400000	49600000	2	5	400000
chr1	49	49000000	50000000	248	49600000	49800000	3	5	600000
chr1	49	49000000	50000000	249	49800000	50000000	4	5	800000
chr1	50	50000000	51000000	250	50000000	50200000	0	5	0
chr1	50	50000000	51000000	251	50200000	50400000	1	5	200000
chr1	50	50000000	51000000	252	50400000	50600000	2	5	400000
chr1	50	50000000	51000000	253	50600000	50800000	3	5	600000
chr1	50	50000000	51000000	254	50800000	51000000	4	5	800000
chr1	51	51000000	52000000	255	51000000	51200000	0	5	0
chr1	51	51000000	52000000	256	51200000	51400000	1	5	200000
chr1	51	51000000	52000000	257	51400000	51600000	2	5	400000
chr1	51	51000000	52000000	258	51600000	51800000	3	5	600000
chr1	51	51000000	52000000	259	51800000	52000000	4	5	800000
chr1	52	52000000	53000000	260	52000000	52200000	0	5	0
chr1	52	52000000	53000000	261	52200000	52400000	1	5	200000
chr1	52	52000000	53000000	262	52400000	52600000	2	5	400000
chr1	52	52000000	53000000	263	52600000	52800000	3	5	600000
chr1	52	52000000	53000000	264	52800000	53000000	4	5	800000
chr1	53	53000000	54000000	265	53000000	53200000	0	5	0
chr1	53	53000000	54000000	266	53200000	53400000	1	5	200000
chr1	53	53000000	54000000	267	53400000	53600000	2	5	400000
chr1	53	53000000	54000000	268	53600000	53800000	3	5	600000
chr1	53	53000000	54000000	269	53800000	54000000	4	5	800000
chr1	54	54000000	55000000	270	54000000	54200000	0	5	0
chr1	54	54000000	55000000	271	54200000	54400000	1	5	200000
chr1	54	54000000	55000000	272	54400000	54600000	2	5	400000
chr1	54	54000000	55000000	273	54600000	54800000	3	5	600000
chr1	54	54000000	55000000	274	54800000	55000000	4	5	800000
chr1	55	55000000	56000000	275	55000000	55200000	0	5	0
chr1	55	55000000	56000000	276	55200000	55400000	1	5	200000
chr1	55	55000000	56000000	277	55400000	55600000	2	5	400000
chr1	55	55000000	56000000	278	55600000	55800000	3	5	600000
chr1	55	55000000	56000000	279	55800000	56000000	4	5	800000
chr1	56	56000000	57000000	280	56000000	56200000	0	5	0
chr1	56	56000000	57000000	281	56200000	56400000	1	5	200000
chr1	56	56000000	57000000	282	56400000	56600000	2	5	400000
chr1	56	56000000	57000000	283	56600000	56800000	3	5	600000
chr1	56	56000000	57000000	284	56800000	57000000	4	5	800000
chr1	57	57000000	58000000	285	57000000	57200000	0	5	0
chr1	57	57000000	58000000	286	57200000	57400000	1	5	200000
chr1	57	57000000	58000000	287	57400000	57600000	2	5	400000
chr1	57	57000000	58000000	288	57600000	57800000	3	5	600000
chr1	57	57000000	58000000	289	57800000	58000000	4	5	800000
chr1	58	58000000	59000000	290	58000000	58200000	0	5	0
chr1	58	58000000	59000000	291	58200000	58400000	1	5	200000
chr1	58	58000000	59000000	292	58400000	58600000	2	5	400000
chr1	58	58000000	59000000	293	58600000	58800000	3	5	600000
chr1	58	58000000	59000000	294	58800000	59000000	4	5	800000
chr1	59	59000000	60000000	295	59000000	59200000	0	5	0
chr1	59	59000000	60000000	296	59200000	59400000	1	5	200000
chr1	59	59000000	60000000	297	59400000	59600000	2	5	400000
chr1	59	59000000	60000000	298	59600000	59800000	3	5	600000
chr1	59	59000000	60000000	299	59800000	60000000	4	5	800000
chr1	60	60000000	61000000	300	60000000	60200000	0	5	0
chr1	60	60000000	61000000	301	60200000	60400000	1	5	200000
chr1	60	60000000	61000000	302	60400000	60600000	2	5	400000
chr1	60	60000000	61000000	303	60600000	60800000	3	5	600000
chr1	60	60000000	61000000	304	60800000	61000000	4	5	800000
chr1	61	61000000	62000000	305	61000000	61200000	0	5	0
chr1	61	61000000	62000000	306	61200000	61400000	1	5	200000
chr1	61	61000000	62000000	307	61400000	61600000	2	5	400000
chr1	61	61000000	62000000	308	61600000	61800000	3	5	600000
chr1	61	61000000	62000000	309	61800000	62000000	4	5	800000
chr1	62	62000000	63000000	310	62000000	62200000	0	5	0
chr1	62	62000000	63000000	311	62200000	62400000	1	5	200000
chr1	62	62000000	63000000	312	62400000	62600000	2	5	400000
chr1	62	62000000	63000000	313	62600000	62800000	3	5	600000
chr1	62	62000000	63000000	314	62800000	63000000	4	5	800000
chr1	63	63000000	64000000	315	63000000	63200000	0	5	0
chr1	63	63000000	64000000	316	63200000	63400000	1	5	200000
chr1	63	63000000	64000000	317	63400000	63600000	2	5	400000
chr1	63	63000000	64000000	318	63600000	63800000	3	5	600000
chr1	63	63000000	64000000	319	63800000	64000000	4	5	800000
chr1	64	64000000	65000000	320	64000000	64200000	0	5	0
chr1	64	64000000	65000000	321	64200000	64400000	1	5	200000
chr1	64	64000000	65000000	322	64400000	64600000	2	5	400000
chr1	64	64000000	65000000	323	64600000	64800000	3	5	600000
chr1	64	64000000	65000000	324	64800000	65000000	4	5	800000
chr1	65	65000000	66000000	325	65000000	65200000	0	5	0
chr1	65	65000000	66000000	326	65200000	65400000	1	5	200000
chr1	65	65000000	66000000	327	65400000	65600000	2	5	400000
chr1	65	65000000	66000000	328	65600000	65800000	3	5	600000
chr1	65	65000000	66000000	329	65800000	66000000	4	5	800000
chr1	66	66000000	67000000	330	66000000	66200000	0	5	0
chr1	66	66000000	67000000	331	66200000	66400000	1	5	200000
chr1	66	66000000	67000000	332	66400000	66600000	2	5	400000
chr1	66	66000000	67000000	333	66600000	66800000	3	5	600000
chr1	66	66000000	67000000	334	66800000	67000000	4	5	800000
chr1	67	67000000	68000000	335	67000000	67200000	0	5	0
chr1	67	67000000	68000000	336	67200000	67400000	1	5	200000
chr1	67	67000000	68000000	337	67400000	67600000	2	5	400000
chr1	67	67000000	68000000	338	67600000	67800000	3	5	600000
chr1	67	67000000	68000000	339	67800000	68000000	4	5	800000
chr1	68	68000000	69000000	340	68000000	68200000	0	5	0
chr1	68	68000000	69000000	341	68200000	68400000	1	5	200000
chr1	68	68000000	69000000	342	68400000	68600000	2	5	400000
chr1	68	68000000	69000000	343	68600000	68800000	3	5	600000
chr1	68	68000000	69000000	344	68800000	69000000	4	5	800000
chr1	69	69000000	70000000	345	69000000	69200000	0	5	0
chr1	69	69000000	70000000	346	69200000	69400000	1	5	200000
chr1	69	69000000	70000000	347	69400000	69600000	2	5	400000
chr1	69	69000000	70000000	348	69600000	69800000	3	5	600000
chr1	69	69000000	70000000	349	69800000	70000000	4	5	800000
chr1	70	70000000	71000000	350	70000000	70200000	0	5	0
chr1	70	70000000	71000000	351	70200000	70400000	1	5	200000
chr1	70	70000000	71000000	352	70400000	70600000	2	5	400000
chr1	70	70000000	71000000	353	70600000	70800000	3	5	600000
chr1	70	70000000	71000000	354	70800000	71000000	4	5	800000
chr1	71	71000000	72000000	355	71000000	71200000	0	5	0
chr1	71	71000000	72000000	356	71200000	71400000	1	5	200000
chr1	71	71000000	72000000	357	71400000	71600000	2	5	400000
chr1	71	71000000	72000000	358	71600000	71800000	3	5	600000
chr1	71	71000000	72000000	359	71800000	72000000	4	5	800000
chr1	72	72000000	73000000	360	72000000	72200000	0	5	0
chr1	72	72000000	73000000	361	72200000	72400000	1	5	200000
chr1	72	72000000	73000000	362	72400000	72600000	2	5	400000
chr1	72	72000000	73000000	363	72600000	72800000	3	5	600000
chr1	72	72000000	73000000	364	72800000	73000000	4	5	800000
chr1	73	73000000	74000000	365	73000000	73200000	0	5	0
chr1	73	73000000	74000000	366	73200000	73400000	1	5	200000
chr1	73	73000000	74000000	367	73400000	73600000	2	5	400000
chr1	73	73000000	74000000	368	73600000	73800000	3	5	600000
chr1	73	73000000	74000000	369	73800000	74000000	4	5	800000
chr1	74	74000000	75000000	370	74000000	74200000	0	5	0
chr1	74	74000000	75000000	371	74200000	74400000	1	5	200000
chr1	74	74000000	75000000	372	74400000	74600000	2	5	400000
chr1	74	74000000	75000000	373	74600000	74800000	3	5	600000
chr1	74	74000000	75000000	374	74800000	75000000	4	5	800000
chr1	75	75000000	76000000	375	75000000	75200000	0	5	0
chr1	75	75000000	76000000	376	75200000	75400000	1	5	200000
chr1	75	75000000	76000000	377	75400000	75600000	2	5	400000
chr1	75	75000000	76000000	378	75600000	75800000	3	5	600000
chr1	75	75000000	76000000	379	75800000	76000000	4	5	800000
chr1	76	76000000	77000000	380	76000000	76200000	0	5	0
chr1	76	76000000	77000000	381	76200000	76400000	1	5	200000
chr1	76	76000000	77000000	382	76400000	76600000	2	5	400000
chr1	76	76000000	77000000	383	76600000	76800000	3	5	600000
chr1	76	76000000	77000000	384	76800000	77000000	4	5	800000
chr1	77	77000000	78000000	385	77000000	77200000	0	5	0
chr1	77	77000000	78000000	386	77200000	77400000	1	5	200000
chr1	77	77000000	78000000	387	77400000	77600000	2	5	400000
chr1	77	77000000	78000000	388	77600000	77800000	3	5	600000
chr1	77	77000000	78000000	389	77800000	78000000	4	5	800000
chr1	78	78000000	79000000	390	78000000	78200000	0	5	0
chr1	78	78000000	79000000	391	78200000	78400000	1	5	200000
chr1	78	78000000	79000000	392	78400000	78600000	2	5	400000
chr1	78	78000000	79000000	393	78600000	78800000	3	5	600000
chr1	78	78000000	79000000	394	78800000	79000000	4	5	800000
chr1	79	79000000	80000000	395	79000000	79200000	0	5	0
chr1	79	79000000	80000000	396	79200000	79400000	1	5	200000
chr1	79	79000000	80000000	397	79400000	79600000	2	5	400000
chr1	79	79000000	80000000	398	79600000	79800000	3	5	600000
chr1	79	79000000	80000000	399	79800000	80000000	4	5	800000
chr1	80	80000000	81000000	400	80000000	80200000	0	5	0
chr1	80	80000000	81000000	401	80200000	80400000	1	5	200000
chr1	80	80000000	81000000	402	80400000	80600000	2	5	400000
chr1	80	80000000	81000000	403	80600000	80800000	3	5	600000
chr1	80	80000000	81000000	404	80800000	81000000	4	5	800000
chr1	81	81000000	82000000	405	81000000	81200000	0	5	0
chr1	81	81000000	82000000	406	81200000	81400000	1	5	200000
chr1	81	81000000	82000000	407	81400000	81600000	2	5	400000
chr1	81	81000000	82000000	408	81600000	81800000	3	5	600000
chr1	81	81000000	82000000	409	81800000	82000000	4	5	800000
chr1	82	82000000	83000000	410	82000000	82200000	0	5	0
chr1	82	82000000	83000000	411	82200000	82400000	1	5	200000
chr1	82	82000000	83000000	412	82400000	82600000	2	5	400000
chr1	82	82000000	83000000	413	82600000	82800000	3	5	600000
chr1	82	82000000	83000000	414	82800000	83000000	4	5	800000
chr1	83	83000000	84000000	415	83000000	83200000	0	5	0
chr1	83	83000000	84000000	416	83200000	83400000	1	5	200000
chr1	83	83000000	84000000	417	83400000	83600000	2	5	400000
chr1	83	83000000	84000000	418	83600000	83800000	3	5	600000
chr1	83	83000000	84000000	419	83800000	84000000	4	5	800000
chr1	84	84000000	85000000	420	84000000	84200000	0	5	0
chr1	84	84000000	85000000	421	84200000	84400000	1	5	200000
chr1	84	84000000	85000000	422	84400000	84600000	2	5	400000
chr1	84	84000000	85000000	423	84600000	84800000	3	5	600000
chr1	84	84000000	85000000	424	84800000	85000000	4	5	800000
chr1	85	85000000	86000000	425	85000000	85200000	0	5	0
chr1	85	85000000	86000000	426	85200000	85400000	1	5	200000
chr1	85	85000000	86000000	427	85400000	85600000	2	5	400000
chr1	85	85000000	86000000	428	85600000	85800000	3	5	600000
chr1	85	85000000	86000000	429	85800000	86000000	4	5	800000
chr1	86	86000000	87000000	430	86000000	86200000	0	5	0
chr1	86	86000000	87000000	431	86200000	86400000	1	5	200000
chr1	86	86000000	87000000	432	86400000	86600000	2	5	400000
chr1	86	86000000	87000000	433	86600000	86800000	3	5	600000
chr1	86	86000000	87000000	434	86800000	87000000	4	5	800000
chr1	87	87000000	88000000	435	87000000	87200000	0	5	0
chr1	87	87000000	88000000	436	87200000	87400000	1	5	200000
chr1	87	87000000	88000000	437	87400000	87600000	2	5	400000
chr1	87	87000000	88000000	438	87600000	87800000	3	5	600000
chr1	87	87000000	88000000	439	87800000	88000000	4	5	800000
chr1	88	88000000	89000000	440	88000000	88200000	0	5	0
chr1	88	88000000	89000000	441	88200000	88400000	1	5	200000
chr1	88	88000000	89000000	442	88400000	88600000	2	5	400000
chr1	88	88000000	89000000	443	88600000	88800000	3	5	600000
chr1	88	88000000	89000000	444	88800000	89000000	4	5	800000
chr1	89	89000000	90000000	445	89000000	89200000	0	5	0
chr1	89	89000000	90000000	446	89200000	89400000	1	5	200000
chr1	89	89000000	90000000	447	89400000	89600000	2	5	400000
chr1	89	89000000	90000000	448	89600000	89800000	3	5	600000
chr1	89	89000000	90000000	449	89800000	90000000	4	5	800000
chr1	90	90000000	91000000	450	90000000	90200000	0	5	0
