chr1	start1	chr2	start2	n_contacts	truth_top_state	truth_top_count	posterior_top_state	posterior_pmax	posterior_margin	whole_chrom_pred_state	whole_chrom_correct_contacts	chr_pair_oracle_correct_contacts	nearest_geometry_state	nearest_geometry_correct_contacts	same_cross_correct_contacts	truth_state_distance_rank	posterior_top1_distance_rank	posterior_top1_distance_gap	nearest_geometry_state	best_relative_flip_chr2
chr1	162000000	chr11	19000000	11	00	11	01	0.99505049	NA	01	0	11	01	0	0	2	1	3.58637223	01	1
chr1	163000000	chr11	19000000	2	00	2	01	0.947737634	NA	01	0	2	01	0	0	2	1	3.62147223	01	1
chr1	171000000	chr11	33000000	2	00	2	01	0.994621396	NA	01	0	2	01	0	0	3	1	4.23602082	01	1
chr1	171000000	chr11	32000000	1	00	1	01	0.972788393	NA	01	0	1	01	0	0	3	1	3.86167634	01	1
chr1	171000000	chr11	50000000	1	11	1	01	0.575323761	NA	01	0	0	01	0	0	4	1	2.62748074	01	1
chr1	172000000	chr11	32000000	1	00	1	01	0.910925269	NA	01	0	1	01	0	0	3	1	3.5344644	01	1
chr1	172000000	chr11	33000000	3	00	1	01	0.97811389	NA	01	1	1	01	1	1	3	1	3.93039911	01	1
chr1	174000000	chr11	32000000	4	00	4	01	0.981410563	NA	01	0	4	01	0	0	3	1	3.78667161	01	1
chr1	174000000	chr11	39000000	3	00	3	01	0.900734782	NA	01	0	3	01	0	0	3	1	3.33255258	01	1
chr1	174000000	chr11	46000000	1	00	1	01	0.838214457	NA	01	0	1	01	0	0	3	1	2.53506589	01	1
chr1	174000000	chr11	33000000	2	00	2	01	0.862723887	NA	01	0	2	01	0	0	3	1	4.10563847	01	1
chr1	9000000	chr12	9000000	2	01	2	10	0.932934463	NA	10	0	0	10	0	2	4	1	2.4948344	10	0
chr1	10000000	chr12	9000000	17	01	17	10	0.975639522	NA	10	0	0	10	0	17	4	1	2.37416068	10	0
chr1	10000000	chr12	10000000	3	01	3	10	0.79488492	NA	10	0	0	10	0	3	4	1	2.52614489	10	0
chr1	12000000	chr12	9000000	4	01	4	10	0.899799645	NA	10	0	0	10	0	4	4	1	2.34056851	10	0
chr1	6000000	chr13	8000000	2	01	2	11	0.327441216	NA	11	0	0	11	0	0	3	1	2.87613871	11	0
chr1	23000000	chr13	8000000	4	01	4	11	0.928129017	NA	11	0	0	11	0	0	3	1	2.41375264	11	0
chr1	23000000	chr13	9000000	2	01	1	11	0.691839278	NA	11	1	1	11	1	1	3	1	2.25258437	11	0
chr1	24000000	chr13	8000000	5	01	5	11	0.837145746	NA	11	0	0	11	0	0	2	1	2.79758522	11	0
chr1	3000000	chr15	50000000	3	10	3	01	0.89840591	NA	01	0	0	01	0	3	2	1	4.73534965	01	1
chr1	3000000	chr15	51000000	2	10	2	01	0.821335733	NA	01	0	0	01	0	2	2	1	5.44341051	01	1
chr1	3000000	chr15	8000000	3	10	3	01	0.484663814	NA	01	0	0	01	0	3	2	1	1.90132497	01	1
chr1	23000000	chr15	55000000	2	10	2	01	0.937809229	NA	01	0	0	01	0	2	2	1	5.78914063	01	1
chr1	23000000	chr15	57000000	4	10	4	01	0.980787039	NA	01	0	0	01	0	4	3	1	6.03731825	01	1
chr1	23000000	chr15	54000000	2	10	2	01	0.87660557	NA	01	0	0	01	0	2	2	1	5.51113102	01	1
chr1	24000000	chr15	57000000	2	10	2	01	0.965654969	NA	01	0	0	01	0	2	3	1	5.37682334	01	1
chr1	24000000	chr15	55000000	4	10	3	01	0.704441309	NA	01	0	1	01	0	3	2	1	5.27848349	01	1
chr1	32000000	chr15	55000000	1	10	1	01	0.976438224	NA	01	0	0	01	0	1	2	1	5.42761447	01	1
chr1	33000000	chr15	58000000	2	10	2	01	0.899026155	NA	01	0	0	01	0	2	2	1	5.78308065	01	1
chr1	34000000	chr15	58000000	2	10	2	01	0.978121638	NA	01	0	0	01	0	2	2	1	6.23915248	01	1
chr1	36000000	chr15	57000000	3	10	3	01	0.964224219	NA	01	0	0	01	0	3	2	1	5.54463699	01	1
chr1	36000000	chr15	54000000	1	10	1	01	0.835012138	NA	01	0	0	01	0	1	2	1	5.34733789	01	1
chr1	36000000	chr15	55000000	1	10	1	01	0.993081748	NA	01	0	0	01	0	1	2	1	5.53532895	01	1
chr1	38000000	chr15	55000000	2	10	2	01	0.985949099	NA	01	0	0	01	0	2	2	1	5.43475017	01	1
chr1	66000000	chr15	55000000	5	10	5	01	0.999711335	NA	01	0	0	01	0	5	2	1	4.69831831	01	1
chr1	67000000	chr15	54000000	4	10	4	01	0.999998212	NA	01	0	0	01	0	4	2	1	6.16696609	01	1
chr1	67000000	chr15	55000000	7	10	7	01	1	NA	01	0	0	01	0	7	2	1	6.47744985	01	1
chr1	67000000	chr15	30000000	6	10	6	01	0.82668376	NA	01	0	0	01	0	6	2	1	1.50694192	01	1
chr1	67000000	chr15	57000000	4	10	4	01	0.999991298	NA	01	0	0	01	0	4	3	1	6.31368538	01	1
chr1	67000000	chr15	58000000	5	10	5	01	0.999988317	NA	01	0	0	01	0	5	2	1	6.47034656	01	1
chr1	68000000	chr15	57000000	3	10	3	01	0.999990463	NA	01	0	0	01	0	3	3	1	6.84110727	01	1
chr1	68000000	chr15	30000000	2	10	2	01	0.607824922	NA	01	0	0	01	0	2	2	1	1.74491294	01	1
chr1	68000000	chr15	58000000	2	10	2	01	0.999999642	NA	01	0	0	01	0	2	2	1	6.72339141	01	1
chr1	70000000	chr15	58000000	5	10	5	01	0.999998689	NA	01	0	0	01	0	5	2	1	7.06903632	01	1
chr1	71000000	chr15	58000000	1	10	1	01	0.98482275	NA	01	0	0	01	0	1	3	1	6.6532599	01	1
chr1	73000000	chr15	53000000	1	10	1	01	0.999943614	NA	01	0	0	01	0	1	2	1	6.51332134	01	1
chr1	73000000	chr15	58000000	12	10	12	01	1	NA	01	0	0	01	0	12	2	1	6.54949104	01	1
chr1	73000000	chr15	54000000	1	10	1	01	0.999870539	NA	01	0	0	01	0	1	2	1	5.88172042	01	1
chr1	74000000	chr15	58000000	6	10	6	01	1	NA	01	0	0	01	0	6	2	1	6.22850954	01	1
chr1	74000000	chr15	59000000	4	10	4	01	1	NA	01	0	0	01	0	4	2	1	6.58148457	01	1
chr1	74000000	chr15	31000000	4	10	4	01	0.976893365	NA	01	0	0	01	0	4	2	1	2.9734218	01	1
chr1	74000000	chr15	30000000	1	10	1	01	0.722196341	NA	01	0	0	01	0	1	2	1	2.9370439	01	1
chr1	74000000	chr15	35000000	8	10	8	01	0.982168198	NA	01	0	0	01	0	8	2	1	3.23705468	01	1
chr1	74000000	chr15	56000000	3	10	3	01	0.999974489	NA	01	0	0	01	0	3	2	1	6.20747652	01	1
chr1	74000000	chr15	89000000	1	10	1	01	0.389398247	NA	01	0	0	01	0	1	2	1	3.77892478	01	1
chr1	75000000	chr15	59000000	3	10	2	01	0.999772966	NA	01	0	1	01	0	2	2	1	6.37982809	01	1
chr1	75000000	chr15	54000000	1	10	1	01	0.989561141	NA	01	0	0	01	0	1	2	1	5.83661951	01	1
chr1	75000000	chr15	35000000	3	10	3	01	0.882704437	NA	01	0	0	01	0	3	2	1	2.65517854	01	1
chr1	75000000	chr15	58000000	14	10	14	01	1	NA	01	0	0	01	0	14	2	1	6.59224946	01	1
chr1	75000000	chr15	51000000	4	10	4	01	0.999997735	NA	01	0	0	01	0	4	2	1	6.68861454	01	1
chr1	75000000	chr15	53000000	4	10	4	01	0.999997854	NA	01	0	0	01	0	4	2	1	6.76772801	01	1
chr1	75000000	chr15	52000000	1	10	1	01	0.999998927	NA	01	0	0	01	0	1	2	1	6.53347585	01	1
chr1	75000000	chr15	89000000	1	10	1	01	0.405841887	NA	01	0	0	01	0	1	2	1	3.21122411	01	1
chr1	76000000	chr15	51000000	2	10	2	01	0.999999762	NA	01	0	0	01	0	2	2	1	6.7510719	01	1
chr1	76000000	chr15	53000000	13	10	13	01	1	NA	01	0	0	01	0	13	2	1	7.01749591	01	1
chr1	76000000	chr15	52000000	1	10	1	01	1	NA	01	0	0	01	0	1	2	1	6.69348104	01	1
chr1	76000000	chr15	58000000	3	10	3	01	1	NA	01	0	0	01	0	3	2	1	6.82778941	01	1
chr1	76000000	chr15	54000000	2	10	2	01	0.99949944	NA	01	0	0	01	0	2	2	1	6.16790773	01	1
chr1	76000000	chr15	57000000	1	10	1	01	0.989695072	NA	01	0	0	01	0	1	3	1	6.18553861	01	1
chr1	76000000	chr15	56000000	1	10	1	01	0.991163969	NA	01	0	0	01	0	1	2	1	6.48067839	01	1
chr1	77000000	chr15	52000000	2	10	2	01	0.999998927	NA	01	0	0	01	0	2	2	1	6.44788319	01	1
chr1	77000000	chr15	53000000	2	10	2	01	1	NA	01	0	0	01	0	2	2	1	6.75002517	01	1
chr1	79000000	chr15	53000000	1	10	1	01	0.982365668	NA	01	0	0	01	0	1	2	1	5.65342671	01	1
chr1	83000000	chr15	57000000	1	10	1	01	0.999994755	NA	01	0	0	01	0	1	3	1	6.02301611	01	1
chr1	83000000	chr15	58000000	8	10	8	01	0.999999642	NA	01	0	0	01	0	8	2	1	6.25686732	01	1
chr1	83000000	chr15	55000000	3	10	3	01	1	NA	01	0	0	01	0	3	2	1	6.10750364	01	1
chr1	83000000	chr15	53000000	2	10	2	01	0.996764779	NA	01	0	0	01	0	2	2	1	6.13440349	01	1
chr1	83000000	chr15	54000000	4	10	4	01	0.999999762	NA	01	0	0	01	0	4	2	1	5.89265425	01	1
chr1	83000000	chr15	30000000	1	10	1	01	0.739783347	NA	01	0	0	01	0	1	2	1	1.31752208	01	1
chr1	84000000	chr15	55000000	2	10	2	01	0.999988437	NA	01	0	0	01	0	2	2	1	5.80391073	01	1
chr1	84000000	chr15	30000000	3	10	3	01	0.625563741	NA	01	0	0	01	0	3	2	1	1.0158088	01	1
chr1	84000000	chr15	58000000	1	10	1	01	0.972115576	NA	01	0	0	01	0	1	2	1	5.77115976	01	1
chr1	6000000	chr17	9000000	1	10	1	10	0.972212911	NA	10	1	1	10	1	1	1	1	5.89200314	10	0
chr1	6000000	chr17	11000000	1	10	1	10	0.966918409	NA	10	1	1	10	1	1	1	1	5.71107173	10	0
chr1	7000000	chr17	11000000	7	10	7	10	0.99993813	NA	10	7	7	10	7	7	1	1	5.24689055	10	0
chr1	7000000	chr17	10000000	1	10	1	10	0.967455924	NA	10	1	1	10	1	1	1	1	5.50598748	10	0
chr1	8000000	chr17	67000000	3	10	2	10	0.670174301	NA	10	2	2	10	2	2	1	1	5.19187338	10	0
chr1	8000000	chr17	52000000	3	10	3	10	0.9976179	NA	10	3	3	10	3	3	1	1	4.64825076	10	0
chr1	8000000	chr17	11000000	18	10	18	10	1	NA	10	18	18	10	18	18	1	1	5.73283915	10	0
chr1	8000000	chr17	9000000	4	10	4	10	0.999999046	NA	10	4	4	10	4	4	1	1	5.83522012	10	0
chr1	8000000	chr17	41000000	1	10	1	10	0.914054513	NA	10	1	1	10	1	1	1	1	5.2616814	10	0
chr1	8000000	chr17	12000000	2	10	2	10	0.982789457	NA	10	2	2	10	2	2	1	1	4.84781272	10	0
chr1	8000000	chr17	10000000	1	10	1	10	0.99990654	NA	10	1	1	10	1	1	1	1	5.82865184	10	0
chr1	9000000	chr17	11000000	16	10	16	10	0.999997973	NA	10	16	16	10	16	16	1	1	5.3935655	10	0
chr1	9000000	chr17	9000000	2	10	2	10	0.962565899	NA	10	2	2	10	2	2	1	1	5.44082519	10	0
chr1	9000000	chr17	68000000	2	10	2	10	0.966586947	NA	10	2	2	10	2	2	1	1	5.05920026	10	0
chr1	9000000	chr17	52000000	2	10	2	10	0.999227047	NA	10	2	2	10	2	2	1	1	4.5980054	10	0
chr1	9000000	chr17	10000000	1	10	1	10	0.990323186	NA	10	1	1	10	1	1	1	1	5.52086779	10	0
chr1	9000000	chr17	67000000	3	10	3	10	0.777234793	NA	10	3	3	10	3	3	1	1	4.99003597	10	0
chr1	9000000	chr17	12000000	12	10	12	10	0.999994993	NA	10	12	12	10	12	12	1	1	5.1125672	10	0
chr1	9000000	chr17	46000000	1	10	1	10	0.961604655	NA	10	1	1	10	1	1	1	1	4.6003891	10	0
chr1	10000000	chr17	12000000	13	10	13	10	0.999972343	NA	10	13	13	10	13	13	1	1	5.14577343	10	0
chr1	10000000	chr17	45000000	1	11	1	10	0.97837925	NA	10	0	0	10	0	0	3	1	4.32273406	10	0
chr1	10000000	chr17	46000000	2	10	2	10	0.999576747	NA	10	2	2	10	2	2	1	1	4.84371307	10	0
chr1	10000000	chr17	47000000	2	10	2	10	0.998479068	NA	10	2	2	10	2	2	1	1	4.79978009	10	0
chr1	11000000	chr17	12000000	7	10	7	10	0.999871135	NA	10	7	7	10	7	7	1	1	4.30620902	10	0
chr1	11000000	chr17	46000000	2	10	2	10	0.975277305	NA	10	2	2	10	2	2	1	1	3.96838132	10	0
chr1	12000000	chr17	46000000	16	10	16	10	0.999425411	NA	10	16	16	10	16	16	1	1	4.5836508	10	0
chr1	12000000	chr17	47000000	1	10	1	10	0.994859457	NA	10	1	1	10	1	1	1	1	4.54456469	10	0
chr1	12000000	chr17	28000000	3	10	3	10	0.799399078	NA	10	3	3	10	3	3	1	1	3.67698149	10	0
chr1	12000000	chr17	48000000	3	10	3	10	0.991779625	NA	10	3	3	10	3	3	1	1	4.22764873	10	0
chr1	12000000	chr17	12000000	2	10	2	10	0.998686373	NA	10	2	2	10	2	2	1	1	4.97233275	10	0
chr1	12000000	chr17	26000000	1	10	1	10	0.648575902	NA	10	1	1	10	1	1	1	1	4.14901558	10	0
chr1	12000000	chr17	25000000	1	10	1	10	0.854587674	NA	10	1	1	10	1	1	1	1	4.06145803	10	0
chr1	13000000	chr17	48000000	17	10	17	10	0.996606112	NA	10	17	17	10	17	17	1	1	3.29414088	10	0
chr1	13000000	chr17	47000000	10	10	10	10	0.994001448	NA	10	10	10	10	10	10	1	1	3.63963832	10	0
chr1	13000000	chr17	25000000	5	10	5	10	0.866318583	NA	10	5	5	10	5	5	1	1	3.14905434	10	0
chr1	13000000	chr17	28000000	2	10	2	10	0.771830976	NA	10	2	2	10	2	2	1	1	2.6832699	10	0
chr1	13000000	chr17	46000000	1	10	1	10	0.995954156	NA	10	1	1	10	1	1	1	1	3.64292053	10	0
chr1	24000000	chr17	45000000	1	10	1	10	0.67038399	NA	10	1	1	10	1	1	1	1	4.15355599	10	0
chr1	26000000	chr17	4000000	1	01	1	10	0.959948719	NA	10	0	0	10	0	1	4	1	4.96566808	10	0
chr1	35000000	chr17	11000000	1	10	1	10	0.884281576	NA	10	1	1	10	1	1	1	1	5.47956211	10	0
chr1	35000000	chr17	10000000	3	10	3	10	0.99892199	NA	10	3	3	10	3	3	1	1	5.86418065	10	0
chr1	35000000	chr17	12000000	3	10	3	10	0.997843623	NA	10	3	3	10	3	3	1	1	5.30563418	10	0
chr1	35000000	chr17	9000000	1	10	1	10	0.980149209	NA	10	1	1	10	1	1	1	1	5.73326866	10	0
chr1	36000000	chr17	66000000	1	10	1	10	0.412768245	NA	10	1	1	10	1	1	1	1	3.32926379	10	0
chr1	36000000	chr17	12000000	5	10	5	10	0.998106003	NA	10	5	5	10	5	5	1	1	4.93117069	10	0
chr1	36000000	chr17	46000000	5	10	5	10	0.509513915	NA	10	5	5	10	5	5	1	1	4.53313012	10	0
chr1	36000000	chr17	47000000	2	10	2	10	0.585596383	NA	10	2	2	10	2	2	1	1	4.56297724	10	0
chr1	37000000	chr17	24000000	1	10	1	10	0.513401389	NA	10	1	1	10	1	1	1	1	4.54658313	10	0
chr1	63000000	chr17	22000000	3	10	3	10	0.638958573	NA	10	3	3	10	3	3	1	1	4.42765323	10	0
chr1	66000000	chr17	46000000	1	10	1	10	0.851016462	NA	10	1	1	10	1	1	1	1	4.36928804	10	0
chr1	66000000	chr17	21000000	1	10	1	10	0.510468125	NA	10	1	1	10	1	1	1	1	4.25847602	10	0
chr1	74000000	chr17	45000000	7	10	6	10	0.967982173	NA	10	6	6	10	6	7	1	1	4.11890138	10	0
chr1	74000000	chr17	10000000	1	10	1	10	0.851037383	NA	10	1	1	10	1	1	1	1	6.02589399	10	0
chr1	75000000	chr17	58000000	1	10	1	10	0.418051034	NA	10	1	1	10	1	1	1	1	5.32708336	10	0
chr1	82000000	chr17	46000000	2	10	2	10	0.713582337	NA	10	2	2	10	2	2	1	1	4.81843559	10	0
chr1	82000000	chr17	47000000	1	10	1	10	0.804680884	NA	10	1	1	10	1	1	1	1	4.80027207	10	0
chr1	87000000	chr17	24000000	2	10	2	10	0.754475534	NA	10	2	2	10	2	2	1	1	4.32106986	10	0
chr1	90000000	chr17	24000000	3	10	3	10	0.802315176	NA	10	3	3	10	3	3	1	1	2.97282064	10	0
chr1	131000000	chr17	24000000	5	10	5	10	0.964105964	NA	10	5	5	10	5	5	1	1	4.37218548	10	0
chr1	132000000	chr17	24000000	2	10	2	10	0.610921681	NA	10	2	2	10	2	2	1	1	3.99426714	10	0
chr1	134000000	chr17	24000000	4	10	4	10	0.736260772	NA	10	4	4	10	4	4	1	1	4.36031184	10	0
chr1	135000000	chr17	28000000	5	10	5	10	0.723790288	NA	10	5	5	10	5	5	1	1	3.43033092	10	0
chr1	135000000	chr17	27000000	8	10	8	10	0.806904554	NA	10	8	8	10	8	8	1	1	3.67719364	10	0
chr1	34000000	chr2	4000000	1	01	1	01	0.435809076	NA	01	1	1	01	1	1	1	1	3.13156833	01	0
chr1	41000000	chr2	5000000	1	01	1	01	0.416257769	NA	01	1	1	01	1	1	1	1	3.55707112	01	0
chr1	59000000	chr2	25000000	3	01	3	01	0.757143319	NA	01	3	3	01	3	3	1	1	3.86109112	01	0
chr1	60000000	chr2	6000000	5	01	5	01	0.975288689	NA	01	5	5	01	5	5	1	1	4.24819487	01	0
chr1	60000000	chr2	5000000	15	01	15	01	0.999873042	NA	01	15	15	01	15	15	1	1	4.08580495	01	0
chr1	60000000	chr2	7000000	2	01	2	01	0.988184094	NA	01	2	2	01	2	2	1	1	4.62327809	01	0
chr1	61000000	chr2	5000000	8	01	8	01	0.996546209	NA	01	8	8	01	8	8	1	1	3.3949227	01	0
chr1	61000000	chr2	7000000	4	01	4	01	0.999577701	NA	01	4	4	01	4	4	1	1	4.68322144	01	0
chr1	61000000	chr2	6000000	1	01	1	01	0.99486059	NA	01	1	1	01	1	1	1	1	4.09201515	01	0
chr1	62000000	chr2	5000000	3	01	3	01	0.90923202	NA	01	3	3	01	3	3	1	1	3.22907628	01	0
chr1	63000000	chr2	7000000	5	01	5	01	0.999051392	NA	01	5	5	01	5	5	1	1	4.36829959	01	0
chr1	63000000	chr2	6000000	5	01	5	01	0.996961892	NA	01	5	5	01	5	5	1	1	3.79029092	01	0
chr1	155000000	chr2	26000000	1	01	1	01	0.438494146	NA	01	1	1	01	1	1	1	1	4.64247555	01	0
chr1	159000000	chr2	170000000	3	01	3	01	0.896380723	NA	01	3	3	01	3	3	1	1	5.9671376	01	0
chr1	159000000	chr2	169000000	2	01	2	01	0.984434068	NA	01	2	2	01	2	2	1	1	5.99395634	01	0
chr1	160000000	chr2	169000000	1	01	1	01	0.729020417	NA	01	1	1	01	1	1	1	1	5.62580093	01	0
chr1	183000000	chr2	129000000	3	01	3	01	0.966956973	NA	01	3	3	01	3	3	1	1	5.30505564	01	0
chr1	183000000	chr2	181000000	4	01	4	01	0.999964356	NA	01	4	4	01	4	4	1	1	4.35723933	01	0
chr1	184000000	chr2	170000000	1	01	1	01	0.885109901	NA	01	1	1	01	1	1	1	1	5.63234813	01	0
chr1	184000000	chr2	181000000	10	01	10	01	0.999995351	NA	01	10	10	01	10	10	1	1	4.47848345	01	0
chr1	184000000	chr2	169000000	1	01	1	01	0.881591439	NA	01	1	1	01	1	1	1	1	5.53349743	01	0
chr1	185000000	chr2	169000000	21	01	21	01	0.999991775	NA	01	21	21	01	21	21	1	1	5.74450066	01	0
chr1	185000000	chr2	129000000	4	01	4	01	0.999643445	NA	01	4	4	01	4	4	1	1	5.44064084	01	0
chr1	185000000	chr2	170000000	5	01	5	01	0.997217894	NA	01	5	5	01	5	5	1	1	5.77455053	01	0
chr1	186000000	chr2	181000000	2	01	2	01	0.987745941	NA	01	2	2	01	2	2	1	1	4.52172225	01	0
chr1	190000000	chr2	181000000	1	01	1	01	0.998851895	NA	01	1	1	01	1	1	1	1	4.40323809	01	0
chr1	190000000	chr2	121000000	1	01	1	01	0.896326065	NA	01	1	1	01	1	1	1	1	5.10266232	01	0
chr1	191000000	chr2	121000000	20	01	20	01	0.999961257	NA	01	20	20	01	20	20	1	1	5.18837682	01	0
chr1	191000000	chr2	169000000	1	01	1	01	0.990377605	NA	01	1	1	01	1	1	1	1	5.59084101	01	0
chr1	191000000	chr2	181000000	2	01	2	01	0.999705493	NA	01	2	2	01	2	2	1	1	4.51821266	01	0
