chr	bid	start	end	bead_size_bp	n_child_1mb
chr1	53	53000000	54000000	1000000	-1
chr1	54	54000000	55000000	1000000	-1
chr1	55	55000000	56000000	1000000	-1
chr1	56	56000000	57000000	1000000	-1
chr1	57	57000000	58000000	1000000	-1
chr1	58	58000000	59000000	1000000	-1
chr1	59	59000000	60000000	1000000	-1
chr1	60	60000000	61000000	1000000	-1
chr1	61	61000000	62000000	1000000	-1
chr1	62	62000000	63000000	1000000	-1
chr1	63	63000000	64000000	1000000	-1
chr1	64	64000000	65000000	1000000	-1
chr1	65	65000000	66000000	1000000	-1
chr1	66	66000000	67000000	1000000	-1
chr1	67	67000000	68000000	1000000	-1
chr1	68	68000000	69000000	1000000	-1
chr1	69	69000000	70000000	1000000	-1
chr1	70	70000000	71000000	1000000	-1
chr1	71	71000000	72000000	1000000	-1
chr1	72	72000000	73000000	1000000	-1
chr1	73	73000000	74000000	1000000	-1
chr1	74	74000000	75000000	1000000	-1
chr1	75	75000000	76000000	1000000	-1
chr1	76	76000000	77000000	1000000	-1
chr1	77	77000000	78000000	1000000	-1
chr1	78	78000000	79000000	1000000	-1
chr1	79	79000000	80000000	1000000	-1
chr1	80	80000000	81000000	1000000	-1
chr1	81	81000000	82000000	1000000	-1
chr1	82	82000000	83000000	1000000	-1
chr1	83	83000000	84000000	1000000	-1
chr1	84	84000000	85000000	1000000	-1
chr1	85	85000000	86000000	1000000	-1
chr1	86	86000000	87000000	1000000	-1
chr1	87	87000000	88000000	1000000	-1
chr1	88	88000000	89000000	1000000	-1
chr1	89	89000000	90000000	1000000	-1
chr1	90	90000000	91000000	1000000	-1
chr1	91	91000000	92000000	1000000	-1
chr1	92	92000000	93000000	1000000	-1
chr1	93	93000000	94000000	1000000	-1
chr1	94	94000000	95000000	1000000	-1
chr1	95	95000000	96000000	1000000	-1
chr1	96	96000000	97000000	1000000	-1
chr1	97	97000000	98000000	1000000	-1
chr1	98	98000000	99000000	1000000	-1
chr1	99	99000000	100000000	1000000	-1
chr1	100	100000000	101000000	1000000	-1
chr1	101	101000000	102000000	1000000	-1
chr1	102	102000000	103000000	1000000	-1
chr1	103	103000000	104000000	1000000	-1
chr1	104	104000000	105000000	1000000	-1
chr1	105	105000000	106000000	1000000	-1
chr1	106	106000000	107000000	1000000	-1
chr1	107	107000000	108000000	1000000	-1
chr1	108	108000000	109000000	1000000	-1
chr1	109	109000000	110000000	1000000	-1
chr1	110	110000000	111000000	1000000	-1
chr1	111	111000000	112000000	1000000	-1
chr1	112	112000000	113000000	1000000	-1
chr1	113	113000000	114000000	1000000	-1
chr1	114	114000000	115000000	1000000	-1
chr1	115	115000000	116000000	1000000	-1
chr1	116	116000000	117000000	1000000	-1
chr1	117	117000000	118000000	1000000	-1
chr1	118	118000000	119000000	1000000	-1
chr1	119	119000000	120000000	1000000	-1
chr1	120	120000000	121000000	1000000	-1
chr1	121	121000000	122000000	1000000	-1
chr1	122	122000000	123000000	1000000	-1
chr1	123	123000000	124000000	1000000	-1
chr1	124	124000000	125000000	1000000	-1
chr1	125	125000000	126000000	1000000	-1
chr1	126	126000000	127000000	1000000	-1
chr1	127	127000000	128000000	1000000	-1
chr1	128	128000000	129000000	1000000	-1
chr1	129	129000000	130000000	1000000	-1
chr1	130	130000000	131000000	1000000	-1
chr1	131	131000000	132000000	1000000	-1
chr1	132	132000000	133000000	1000000	-1
chr1	133	133000000	134000000	1000000	-1
chr1	134	134000000	135000000	1000000	-1
chr1	135	135000000	136000000	1000000	-1
chr1	136	136000000	137000000	1000000	-1
chr1	137	137000000	138000000	1000000	-1
chr1	138	138000000	139000000	1000000	-1
chr1	139	139000000	140000000	1000000	-1
chr1	140	140000000	141000000	1000000	-1
chr1	141	141000000	142000000	1000000	-1
chr1	142	142000000	143000000	1000000	-1
chr1	143	143000000	144000000	1000000	-1
chr1	144	144000000	145000000	1000000	-1
chr1	145	145000000	146000000	1000000	-1
chr1	146	146000000	147000000	1000000	-1
chr1	147	147000000	148000000	1000000	-1
chr1	148	148000000	149000000	1000000	-1
chr1	149	149000000	150000000	1000000	-1
chr1	150	150000000	151000000	1000000	-1
chr1	151	151000000	152000000	1000000	-1
chr1	152	152000000	153000000	1000000	-1
chr1	153	153000000	154000000	1000000	-1
chr1	154	154000000	155000000	1000000	-1
chr1	155	155000000	156000000	1000000	-1
chr1	156	156000000	157000000	1000000	-1
chr1	157	157000000	158000000	1000000	-1
chr1	158	158000000	159000000	1000000	-1
chr1	159	159000000	160000000	1000000	-1
chr1	160	160000000	161000000	1000000	-1
chr1	161	161000000	162000000	1000000	-1
chr1	162	162000000	163000000	1000000	-1
chr1	163	163000000	164000000	1000000	-1
chr1	164	164000000	165000000	1000000	-1
chr1	165	165000000	166000000	1000000	-1
chr1	166	166000000	167000000	1000000	-1
chr1	167	167000000	168000000	1000000	-1
chr1	168	168000000	169000000	1000000	-1
chr1	169	169000000	170000000	1000000	-1
chr1	170	170000000	171000000	1000000	-1
chr1	171	171000000	172000000	1000000	-1
chr1	172	172000000	173000000	1000000	-1
chr1	173	173000000	174000000	1000000	-1
chr1	174	174000000	175000000	1000000	-1
chr1	175	175000000	176000000	1000000	-1
chr1	176	176000000	177000000	1000000	-1
chr1	177	177000000	178000000	1000000	-1
chr1	178	178000000	179000000	1000000	-1
chr1	179	179000000	180000000	1000000	-1
chr1	180	180000000	181000000	1000000	-1
chr1	181	181000000	182000000	1000000	-1
chr1	182	182000000	183000000	1000000	-1
chr1	183	183000000	184000000	1000000	-1
chr1	184	184000000	185000000	1000000	-1
chr1	185	185000000	186000000	1000000	-1
chr1	186	186000000	187000000	1000000	-1
chr1	187	187000000	188000000	1000000	-1
chr1	188	188000000	189000000	1000000	-1
chr1	189	189000000	190000000	1000000	-1
chr1	190	190000000	191000000	1000000	-1
chr1	191	191000000	192000000	1000000	-1
chr1	192	192000000	193000000	1000000	-1
chr1	193	193000000	194000000	1000000	-1
chr1	194	194000000	195471971	1471971	-1
chr2	195	0	1000000	1000000	-1
chr2	196	1000000	2000000	1000000	-1
chr2	197	2000000	3000000	1000000	-1
chr2	198	3000000	4000000	1000000	-1
chr2	199	4000000	5000000	1000000	-1
chr2	200	5000000	6000000	1000000	-1
chr2	201	6000000	7000000	1000000	-1
chr2	202	7000000	8000000	1000000	-1
chr2	203	8000000	9000000	1000000	-1
chr2	204	9000000	10000000	1000000	-1
chr2	205	10000000	11000000	1000000	-1
chr2	206	11000000	12000000	1000000	-1
chr2	207	12000000	13000000	1000000	-1
chr2	208	13000000	14000000	1000000	-1
chr2	209	14000000	15000000	1000000	-1
chr2	210	15000000	16000000	1000000	-1
chr2	211	16000000	17000000	1000000	-1
chr2	212	17000000	18000000	1000000	-1
chr2	213	18000000	19000000	1000000	-1
chr2	214	19000000	20000000	1000000	-1
chr2	215	20000000	21000000	1000000	-1
chr2	216	21000000	22000000	1000000	-1
chr2	217	22000000	23000000	1000000	-1
chr2	218	23000000	24000000	1000000	-1
chr2	219	24000000	25000000	1000000	-1
chr2	220	25000000	26000000	1000000	-1
chr2	221	26000000	27000000	1000000	-1
chr2	222	27000000	28000000	1000000	-1
chr2	223	28000000	29000000	1000000	-1
chr2	224	29000000	30000000	1000000	-1
chr2	225	30000000	31000000	1000000	-1
chr2	226	31000000	32000000	1000000	-1
chr2	227	32000000	33000000	1000000	-1
chr2	228	33000000	34000000	1000000	-1
chr2	229	34000000	35000000	1000000	-1
chr2	230	35000000	36000000	1000000	-1
chr2	231	36000000	37000000	1000000	-1
chr2	232	37000000	38000000	1000000	-1
chr2	233	38000000	39000000	1000000	-1
chr2	234	39000000	40000000	1000000	-1
chr2	235	40000000	41000000	1000000	-1
chr2	236	41000000	42000000	1000000	-1
chr2	237	42000000	43000000	1000000	-1
chr2	238	43000000	44000000	1000000	-1
chr2	239	44000000	45000000	1000000	-1
chr2	240	45000000	46000000	1000000	-1
chr2	241	46000000	47000000	1000000	-1
chr2	242	47000000	48000000	1000000	-1
chr2	243	48000000	49000000	1000000	-1
chr2	244	49000000	50000000	1000000	-1
chr2	245	50000000	51000000	1000000	-1
chr2	246	51000000	52000000	1000000	-1
chr2	247	52000000	53000000	1000000	-1
chr2	248	53000000	54000000	1000000	-1
chr2	249	54000000	55000000	1000000	-1
chr2	250	55000000	56000000	1000000	-1
chr2	251	56000000	57000000	1000000	-1
chr2	252	57000000	58000000	1000000	-1
chr2	253	58000000	59000000	1000000	-1
chr2	254	59000000	60000000	1000000	-1
chr2	255	60000000	61000000	1000000	-1
chr2	256	61000000	62000000	1000000	-1
chr2	257	62000000	63000000	1000000	-1
chr2	258	63000000	64000000	1000000	-1
chr2	259	64000000	65000000	1000000	-1
chr2	260	65000000	66000000	1000000	-1
chr2	261	66000000	67000000	1000000	-1
chr2	262	67000000	68000000	1000000	-1
chr2	263	68000000	69000000	1000000	-1
chr2	264	69000000	70000000	1000000	-1
chr2	265	70000000	71000000	1000000	-1
chr2	266	71000000	72000000	1000000	-1
chr2	267	72000000	73000000	1000000	-1
chr2	268	73000000	74000000	1000000	-1
chr2	269	74000000	75000000	1000000	-1
chr2	270	75000000	76000000	1000000	-1
chr2	271	76000000	77000000	1000000	-1
chr2	272	77000000	78000000	1000000	-1
chr2	273	78000000	79000000	1000000	-1
chr2	274	79000000	80000000	1000000	-1
chr2	275	80000000	81000000	1000000	-1
chr2	276	81000000	82000000	1000000	-1
chr2	277	82000000	83000000	1000000	-1
chr2	278	83000000	84000000	1000000	-1
chr2	279	84000000	85000000	1000000	-1
chr2	280	85000000	86000000	1000000	-1
chr2	281	86000000	87000000	1000000	-1
chr2	282	87000000	88000000	1000000	-1
chr2	283	88000000	89000000	1000000	-1
chr2	284	89000000	90000000	1000000	-1
chr2	285	90000000	91000000	1000000	-1
chr2	286	91000000	92000000	1000000	-1
chr2	287	92000000	93000000	1000000	-1
chr2	288	93000000	94000000	1000000	-1
chr2	289	94000000	95000000	1000000	-1
chr2	290	95000000	96000000	1000000	-1
chr2	291	96000000	97000000	1000000	-1
chr2	292	97000000	98000000	1000000	-1
chr2	293	98000000	99000000	1000000	-1
chr2	294	99000000	100000000	1000000	-1
chr2	295	100000000	101000000	1000000	-1
chr2	296	101000000	102000000	1000000	-1
chr2	297	102000000	103000000	1000000	-1
chr2	298	103000000	104000000	1000000	-1
chr2	299	104000000	105000000	1000000	-1
chr2	300	105000000	106000000	1000000	-1
chr2	301	106000000	107000000	1000000	-1
chr2	302	107000000	108000000	1000000	-1
chr2	303	108000000	109000000	1000000	-1
chr2	304	109000000	110000000	1000000	-1
chr2	305	110000000	111000000	1000000	-1
chr2	306	111000000	112000000	1000000	-1
chr2	307	112000000	113000000	1000000	-1
chr2	308	113000000	114000000	1000000	-1
chr2	309	114000000	115000000	1000000	-1
chr2	310	115000000	116000000	1000000	-1
chr2	311	116000000	117000000	1000000	-1
chr2	312	117000000	118000000	1000000	-1
chr2	313	118000000	119000000	1000000	-1
chr2	314	119000000	120000000	1000000	-1
chr2	315	120000000	121000000	1000000	-1
chr2	316	121000000	122000000	1000000	-1
chr2	317	122000000	123000000	1000000	-1
chr2	318	123000000	124000000	1000000	-1
chr2	319	124000000	125000000	1000000	-1
chr2	320	125000000	126000000	1000000	-1
chr2	321	126000000	127000000	1000000	-1
chr2	322	127000000	128000000	1000000	-1
chr2	323	128000000	129000000	1000000	-1
chr2	324	129000000	130000000	1000000	-1
chr2	325	130000000	131000000	1000000	-1
chr2	326	131000000	132000000	1000000	-1
chr2	327	132000000	133000000	1000000	-1
chr2	328	133000000	134000000	1000000	-1
chr2	329	134000000	135000000	1000000	-1
chr2	330	135000000	136000000	1000000	-1
chr2	331	136000000	137000000	1000000	-1
chr2	332	137000000	138000000	1000000	-1
chr2	333	138000000	139000000	1000000	-1
chr2	334	139000000	140000000	1000000	-1
chr2	335	140000000	141000000	1000000	-1
chr2	336	141000000	142000000	1000000	-1
chr2	337	142000000	143000000	1000000	-1
chr2	338	143000000	144000000	1000000	-1
chr2	339	144000000	145000000	1000000	-1
chr2	340	145000000	146000000	1000000	-1
chr2	341	146000000	147000000	1000000	-1
chr2	342	147000000	148000000	1000000	-1
chr2	343	148000000	149000000	1000000	-1
chr2	344	149000000	150000000	1000000	-1
chr2	345	150000000	151000000	1000000	-1
chr2	346	151000000	152000000	1000000	-1
chr2	347	152000000	153000000	1000000	-1
chr2	348	153000000	154000000	1000000	-1
chr2	349	154000000	155000000	1000000	-1
chr2	350	155000000	156000000	1000000	-1
chr2	351	156000000	157000000	1000000	-1
chr2	352	157000000	158000000	1000000	-1
chr2	353	158000000	159000000	1000000	-1
chr2	354	159000000	160000000	1000000	-1
chr2	355	160000000	161000000	1000000	-1
chr2	356	161000000	162000000	1000000	-1
chr2	357	162000000	163000000	1000000	-1
chr2	358	163000000	164000000	1000000	-1
chr2	359	164000000	165000000	1000000	-1
chr2	360	165000000	166000000	1000000	-1
chr2	361	166000000	167000000	1000000	-1
chr2	362	167000000	168000000	1000000	-1
chr2	363	168000000	169000000	1000000	-1
chr2	364	169000000	170000000	1000000	-1
chr2	365	170000000	171000000	1000000	-1
chr2	366	171000000	172000000	1000000	-1
chr2	367	172000000	173000000	1000000	-1
chr2	368	173000000	174000000	1000000	-1
chr2	369	174000000	175000000	1000000	-1
chr2	370	175000000	176000000	1000000	-1
chr2	371	176000000	177000000	1000000	-1
chr2	372	177000000	178000000	1000000	-1
chr2	373	178000000	179000000	1000000	-1
chr2	374	179000000	180000000	1000000	-1
chr2	375	180000000	181000000	1000000	-1
chr2	376	181000000	182113224	1113224	-1
chr3	377	0	1000000	1000000	-1
chr3	378	1000000	2000000	1000000	-1
chr3	379	2000000	3000000	1000000	-1
chr3	380	3000000	4000000	1000000	-1
chr3	381	4000000	5000000	1000000	-1
chr3	382	5000000	6000000	1000000	-1
chr3	383	6000000	7000000	1000000	-1
chr3	384	7000000	8000000	1000000	-1
chr3	385	8000000	9000000	1000000	-1
chr3	386	9000000	10000000	1000000	-1
chr3	387	10000000	11000000	1000000	-1
chr3	388	11000000	12000000	1000000	-1
chr3	389	12000000	13000000	1000000	-1
chr3	390	13000000	14000000	1000000	-1
chr3	391	14000000	15000000	1000000	-1
chr3	392	15000000	16000000	1000000	-1
chr3	393	16000000	17000000	1000000	-1
chr3	394	17000000	18000000	1000000	-1
chr3	395	18000000	19000000	1000000	-1
chr3	396	19000000	20000000	1000000	-1
chr3	397	20000000	21000000	1000000	-1
chr3	398	21000000	22000000	1000000	-1
chr3	399	22000000	23000000	1000000	-1
chr3	400	23000000	24000000	1000000	-1
chr3	401	24000000	25000000	1000000	-1
chr3	402	25000000	26000000	1000000	-1
chr3	403	26000000	27000000	1000000	-1
chr3	404	27000000	28000000	1000000	-1
chr3	405	28000000	29000000	1000000	-1
chr3	406	29000000	30000000	1000000	-1
chr3	407	30000000	31000000	1000000	-1
chr3	408	31000000	32000000	1000000	-1
chr3	409	32000000	33000000	1000000	-1
chr3	410	33000000	34000000	1000000	-1
chr3	411	34000000	35000000	1000000	-1
chr3	412	35000000	36000000	1000000	-1
chr3	413	36000000	37000000	1000000	-1
chr3	414	37000000	38000000	1000000	-1
chr3	415	38000000	39000000	1000000	-1
chr3	416	39000000	40000000	1000000	-1
chr3	417	40000000	41000000	1000000	-1
chr3	418	41000000	42000000	1000000	-1
chr3	419	42000000	43000000	1000000	-1
chr3	420	43000000	44000000	1000000	-1
chr3	421	44000000	45000000	1000000	-1
chr3	422	45000000	46000000	1000000	-1
chr3	423	46000000	47000000	1000000	-1
chr3	424	47000000	48000000	1000000	-1
chr3	425	48000000	49000000	1000000	-1
chr3	426	49000000	50000000	1000000	-1
chr3	427	50000000	51000000	1000000	-1
chr3	428	51000000	52000000	1000000	-1
chr3	429	52000000	53000000	1000000	-1
chr3	430	53000000	54000000	1000000	-1
chr3	431	54000000	55000000	1000000	-1
chr3	432	55000000	56000000	1000000	-1
chr3	433	56000000	57000000	1000000	-1
chr3	434	57000000	58000000	1000000	-1
chr3	435	58000000	59000000	1000000	-1
chr3	436	59000000	60000000	1000000	-1
chr3	437	60000000	61000000	1000000	-1
chr3	438	61000000	62000000	1000000	-1
chr3	439	62000000	63000000	1000000	-1
chr3	440	63000000	64000000	1000000	-1
chr3	441	64000000	65000000	1000000	-1
chr3	442	65000000	66000000	1000000	-1
chr3	443	66000000	67000000	1000000	-1
chr3	444	67000000	68000000	1000000	-1
chr3	445	68000000	69000000	1000000	-1
chr3	446	69000000	70000000	1000000	-1
chr3	447	70000000	71000000	1000000	-1
chr3	448	71000000	72000000	1000000	-1
chr3	449	72000000	73000000	1000000	-1
chr3	450	73000000	74000000	1000000	-1
chr3	451	74000000	75000000	1000000	-1
chr3	452	75000000	76000000	1000000	-1
chr3	453	76000000	77000000	1000000	-1
chr3	454	77000000	78000000	1000000	-1
chr3	455	78000000	79000000	1000000	-1
chr3	456	79000000	80000000	1000000	-1
chr3	457	80000000	81000000	1000000	-1
chr3	458	81000000	82000000	1000000	-1
chr3	459	82000000	83000000	1000000	-1
chr3	460	83000000	84000000	1000000	-1
chr3	461	84000000	85000000	1000000	-1
chr3	462	85000000	86000000	1000000	-1
chr3	463	86000000	87000000	1000000	-1
chr3	464	87000000	88000000	1000000	-1
chr3	465	88000000	89000000	1000000	-1
chr3	466	89000000	90000000	1000000	-1
chr3	467	90000000	91000000	1000000	-1
chr3	468	91000000	92000000	1000000	-1
chr3	469	92000000	93000000	1000000	-1
chr3	470	93000000	94000000	1000000	-1
chr3	471	94000000	95000000	1000000	-1
chr3	472	95000000	96000000	1000000	-1
chr3	473	96000000	97000000	1000000	-1
chr3	474	97000000	98000000	1000000	-1
chr3	475	98000000	99000000	1000000	-1
chr3	476	99000000	100000000	1000000	-1
chr3	477	100000000	101000000	1000000	-1
chr3	478	101000000	102000000	1000000	-1
chr3	479	102000000	103000000	1000000	-1
chr3	480	103000000	104000000	1000000	-1
chr3	481	104000000	105000000	1000000	-1
chr3	482	105000000	106000000	1000000	-1
chr3	483	106000000	107000000	1000000	-1
chr3	484	107000000	108000000	1000000	-1
chr3	485	108000000	109000000	1000000	-1
chr3	486	109000000	110000000	1000000	-1
chr3	487	110000000	111000000	1000000	-1
chr3	488	111000000	112000000	1000000	-1
chr3	489	112000000	113000000	1000000	-1
chr3	490	113000000	114000000	1000000	-1
chr3	491	114000000	115000000	1000000	-1
chr3	492	115000000	116000000	1000000	-1
chr3	493	116000000	117000000	1000000	-1
chr3	494	117000000	118000000	1000000	-1
chr3	495	118000000	119000000	1000000	-1
chr3	496	119000000	120000000	1000000	-1
chr3	497	120000000	121000000	1000000	-1
chr3	498	121000000	122000000	1000000	-1
chr3	499	122000000	123000000	1000000	-1
chr3	500	123000000	124000000	1000000	-1
chr3	501	124000000	125000000	1000000	-1
chr3	502	125000000	126000000	1000000	-1
chr3	503	126000000	127000000	1000000	-1
chr3	504	127000000	128000000	1000000	-1
chr3	505	128000000	129000000	1000000	-1
chr3	506	129000000	130000000	1000000	-1
chr3	507	130000000	131000000	1000000	-1
chr3	508	131000000	132000000	1000000	-1
chr3	509	132000000	133000000	1000000	-1
chr3	510	133000000	134000000	1000000	-1
chr3	511	134000000	135000000	1000000	-1
chr3	512	135000000	136000000	1000000	-1
chr3	513	136000000	137000000	1000000	-1
chr3	514	137000000	138000000	1000000	-1
chr3	515	138000000	139000000	1000000	-1
chr3	516	139000000	140000000	1000000	-1
chr3	517	140000000	141000000	1000000	-1
chr3	518	141000000	142000000	1000000	-1
chr3	519	142000000	143000000	1000000	-1
chr3	520	143000000	144000000	1000000	-1
chr3	521	144000000	145000000	1000000	-1
chr3	522	145000000	146000000	1000000	-1
chr3	523	146000000	147000000	1000000	-1
chr3	524	147000000	148000000	1000000	-1
chr3	525	148000000	149000000	1000000	-1
chr3	526	149000000	150000000	1000000	-1
chr3	527	150000000	151000000	1000000	-1
chr3	528	151000000	152000000	1000000	-1
chr3	529	152000000	153000000	1000000	-1
chr3	530	153000000	154000000	1000000	-1
chr3	531	154000000	155000000	1000000	-1
chr3	532	155000000	156000000	1000000	-1
chr3	533	156000000	157000000	1000000	-1
chr3	534	157000000	158000000	1000000	-1
chr3	535	158000000	159000000	1000000	-1
chr3	536	159000000	160039680	1039680	-1
chr4	537	0	1000000	1000000	-1
chr4	538	1000000	2000000	1000000	-1
chr4	539	2000000	3000000	1000000	-1
chr4	540	3000000	4000000	1000000	-1
chr4	541	4000000	5000000	1000000	-1
chr4	542	5000000	6000000	1000000	-1
chr4	543	6000000	7000000	1000000	-1
chr4	544	7000000	8000000	1000000	-1
chr4	545	8000000	9000000	1000000	-1
chr4	546	9000000	10000000	1000000	-1
chr4	547	10000000	11000000	1000000	-1
chr4	548	11000000	12000000	1000000	-1
chr4	549	12000000	13000000	1000000	-1
chr4	550	13000000	14000000	1000000	-1
chr4	551	14000000	15000000	1000000	-1
chr4	552	15000000	16000000	1000000	-1
chr4	553	16000000	17000000	1000000	-1
chr4	554	17000000	18000000	1000000	-1
chr4	555	18000000	19000000	1000000	-1
chr4	556	19000000	20000000	1000000	-1
chr4	557	20000000	21000000	1000000	-1
chr4	558	21000000	22000000	1000000	-1
chr4	559	22000000	23000000	1000000	-1
chr4	560	23000000	24000000	1000000	-1
chr4	561	24000000	25000000	1000000	-1
chr4	562	25000000	26000000	1000000	-1
chr4	563	26000000	27000000	1000000	-1
chr4	564	27000000	28000000	1000000	-1
chr4	565	28000000	29000000	1000000	-1
chr4	566	29000000	30000000	1000000	-1
chr4	567	30000000	31000000	1000000	-1
chr4	568	31000000	32000000	1000000	-1
chr4	569	32000000	33000000	1000000	-1
chr4	570	33000000	34000000	1000000	-1
chr4	571	34000000	35000000	1000000	-1
chr4	572	35000000	36000000	1000000	-1
chr4	573	36000000	37000000	1000000	-1
chr4	574	37000000	38000000	1000000	-1
chr4	575	38000000	39000000	1000000	-1
chr4	576	39000000	40000000	1000000	-1
chr4	577	40000000	41000000	1000000	-1
chr4	578	41000000	42000000	1000000	-1
chr4	579	42000000	43000000	1000000	-1
chr4	580	43000000	44000000	1000000	-1
chr4	581	44000000	45000000	1000000	-1
chr4	582	45000000	46000000	1000000	-1
chr4	583	46000000	47000000	1000000	-1
chr4	584	47000000	48000000	1000000	-1
chr4	585	48000000	49000000	1000000	-1
chr4	586	49000000	50000000	1000000	-1
chr4	587	50000000	51000000	1000000	-1
chr4	588	51000000	52000000	1000000	-1
chr4	589	52000000	53000000	1000000	-1
chr4	590	53000000	54000000	1000000	-1
chr4	591	54000000	55000000	1000000	-1
chr4	592	55000000	56000000	1000000	-1
chr4	593	56000000	57000000	1000000	-1
chr4	594	57000000	58000000	1000000	-1
chr4	595	58000000	59000000	1000000	-1
chr4	596	59000000	60000000	1000000	-1
chr4	597	60000000	61000000	1000000	-1
chr4	598	61000000	62000000	1000000	-1
chr4	599	62000000	63000000	1000000	-1
chr4	600	63000000	64000000	1000000	-1
chr4	601	64000000	65000000	1000000	-1
chr4	602	65000000	66000000	1000000	-1
chr4	603	66000000	67000000	1000000	-1
chr4	604	67000000	68000000	1000000	-1
chr4	605	68000000	69000000	1000000	-1
chr4	606	69000000	70000000	1000000	-1
chr4	607	70000000	71000000	1000000	-1
chr4	608	71000000	72000000	1000000	-1
chr4	609	72000000	73000000	1000000	-1
chr4	610	73000000	74000000	1000000	-1
chr4	611	74000000	75000000	1000000	-1
chr4	612	75000000	76000000	1000000	-1
chr4	613	76000000	77000000	1000000	-1
chr4	614	77000000	78000000	1000000	-1
chr4	615	78000000	79000000	1000000	-1
chr4	616	79000000	80000000	1000000	-1
chr4	617	80000000	81000000	1000000	-1
chr4	618	81000000	82000000	1000000	-1
chr4	619	82000000	83000000	1000000	-1
chr4	620	83000000	84000000	1000000	-1
chr4	621	84000000	85000000	1000000	-1
chr4	622	85000000	86000000	1000000	-1
chr4	623	86000000	87000000	1000000	-1
chr4	624	87000000	88000000	1000000	-1
chr4	625	88000000	89000000	1000000	-1
chr4	626	89000000	90000000	1000000	-1
chr4	627	90000000	91000000	1000000	-1
chr4	628	91000000	92000000	1000000	-1
chr4	629	92000000	93000000	1000000	-1
chr4	630	93000000	94000000	1000000	-1
chr4	631	94000000	95000000	1000000	-1
chr4	632	95000000	96000000	1000000	-1
chr4	633	96000000	97000000	1000000	-1
chr4	634	97000000	98000000	1000000	-1
chr4	635	98000000	99000000	1000000	-1
chr4	636	99000000	100000000	1000000	-1
chr4	637	100000000	101000000	1000000	-1
chr4	638	101000000	102000000	1000000	-1
chr4	639	102000000	103000000	1000000	-1
chr4	640	103000000	104000000	1000000	-1
chr4	641	104000000	105000000	1000000	-1
chr4	642	105000000	106000000	1000000	-1
chr4	643	106000000	107000000	1000000	-1
chr4	644	107000000	108000000	1000000	-1
chr4	645	108000000	109000000	1000000	-1
chr4	646	109000000	110000000	1000000	-1
chr4	647	110000000	111000000	1000000	-1
chr4	648	111000000	112000000	1000000	-1
chr4	649	112000000	113000000	1000000	-1
chr4	650	113000000	114000000	1000000	-1
chr4	651	114000000	115000000	1000000	-1
chr4	652	115000000	116000000	1000000	-1
chr4	653	116000000	117000000	1000000	-1
chr4	654	117000000	118000000	1000000	-1
chr4	655	118000000	119000000	1000000	-1
chr4	656	119000000	120000000	1000000	-1
chr4	657	120000000	121000000	1000000	-1
chr4	658	121000000	122000000	1000000	-1
chr4	659	122000000	123000000	1000000	-1
chr4	660	123000000	124000000	1000000	-1
chr4	661	124000000	125000000	1000000	-1
chr4	662	125000000	126000000	1000000	-1
chr4	663	126000000	127000000	1000000	-1
