source	scope	copy_swap_policy	n_eval_contacts	top1_correct_contacts	top1_accuracy	same_cross_correct_contacts	same_cross_accuracy	pmax_threshold	n_called_contacts	called_contact_fraction	pmax_threshold_correct_contacts	pmax_threshold_accuracy	pmax_threshold_recall	pmax_threshold_same_cross_correct_contacts	pmax_threshold_same_cross_accuracy	pmax_threshold_same_cross_recall
charm3dg_uniform_prior_fdg	chr18_cis	charm3dg_reference_copy_labels	7868	1637	0.20805795627859686	7760	0.9862735129639044	0.9	1775	0.22559735638027453	11	0.006197183098591549	0.0013980681240467717	1766	0.9949295774647887	0.2244534824605999
charm3dg_uniform_prior_fdg	chr19_cis	charm3dg_reference_copy_labels	3712	1061	0.28582974137931033	3645	0.9819504310344828	0.9	409	0.11018318965517242	1	0.0024449877750611247	0.00026939655172413793	407	0.9951100244498777	0.10964439655172414
charm3dg_uniform_prior_fdg	chrX_cis	charm3dg_reference_copy_labels	4838	1145	0.23666804464654817	4735	0.9787102108309219	0.9	1262	0.26085159156676313	10	0.00792393026941363	0.002066969822240595	1242	0.9841521394611727	0.2567176519222819
reconstruction_posterior	genome_all	per_chrom_cis_distance_spearman_fixed	350034	99587	0.2845066479256301	201423	0.5754383859853615	0.9	135079	0.38590251232737394	37162	0.2751130819742521	0.10616682950799065	76934	0.5695481903182582	0.21979007753532515
reconstruction_posterior	genome_cis	per_chrom_cis_distance_spearman_fixed	206057	64393	0.3125009099423946	129295	0.6274720101719428	0.9	90321	0.43833017077798864	26330	0.29151581581249103	0.12778017732957386	54151	0.5995394205112875	0.262796216580849
reconstruction_posterior	genome_trans	per_chrom_cis_distance_spearman_fixed	143977	35194	0.24444182056856303	72128	0.5009689047556207	0.9	44758	0.310869097147461	10832	0.24201260109924483	0.07523423880203088	22783	0.509026319317217	0.15824055231043846
reconstruction_posterior	chr1_cis	per_chrom_cis_distance_spearman_fixed	18598	6052	0.32541133455210236	11496	0.6181309818260028	0.9	8959	0.48171846435100546	2728	0.3044982698961938	0.14668243897193248	5058	0.5645719388324589	0.27196472739004196
reconstruction_posterior	chr2_cis	per_chrom_cis_distance_spearman_fixed	13328	4048	0.3037214885954382	7525	0.5646008403361344	0.9	5176	0.38835534213685474	1567	0.3027434312210201	0.1175720288115246	2766	0.5343894899536321	0.2075330132052821
reconstruction_posterior	chr3_cis	per_chrom_cis_distance_spearman_fixed	14312	3842	0.2684460592509782	7949	0.5554080491894914	0.9	4863	0.33978479597540523	1253	0.2576598807320584	0.08754891000558972	2753	0.5661114538350812	0.19235606484069312
reconstruction_posterior	chr4_cis	per_chrom_cis_distance_spearman_fixed	12274	3423	0.2788821899951116	7139	0.5816359784911195	0.9	5286	0.43066644940524684	1459	0.2760121074536512	0.11886915430992341	3161	0.5979947029890276	0.2575362554994297
reconstruction_posterior	chr5_cis	per_chrom_cis_distance_spearman_fixed	13083	3785	0.2893067339295269	8338	0.6373156003974624	0.9	5090	0.3890544982037759	1265	0.24852652259332023	0.09669036153787358	3152	0.619253438113949	0.24092333562638538
reconstruction_posterior	chr6_cis	per_chrom_cis_distance_spearman_fixed	13079	4657	0.35606697759767564	8541	0.653031577337717	0.9	6159	0.4709075617401942	2067	0.33560642961519727	0.15803960547442464	3726	0.604968339016074	0.28488416545607465
reconstruction_posterior	chr7_cis	per_chrom_cis_distance_spearman_fixed	12293	4072	0.3312454242251688	8871	0.7216301960465306	0.9	4848	0.39437078011876675	1495	0.30837458745874585	0.12161392662490848	3352	0.6914191419141914	0.272675506385748
reconstruction_posterior	chr8_cis	per_chrom_cis_distance_spearman_fixed	10870	3352	0.30837166513339465	6189	0.5693652253909843	0.9	5095	0.468721251149954	1595	0.31305201177625125	0.1467341306347746	2811	0.5517173699705594	0.25860165593376266
reconstruction_posterior	chr9_cis	per_chrom_cis_distance_spearman_fixed	10653	3141	0.2948465221064489	6743	0.6329672392753215	0.9	5541	0.5201351731906505	1563	0.2820790471034109	0.1467192340185863	3443	0.6213679841183902	0.32319534403454425
reconstruction_posterior	chr10_cis	per_chrom_cis_distance_spearman_fixed	12128	3353	0.27646767810026385	7727	0.6371207124010554	0.9	5356	0.441622691292876	1239	0.2313293502613891	0.10216029023746702	3114	0.5814040328603436	0.25676121372031663
reconstruction_posterior	chr11_cis	per_chrom_cis_distance_spearman_fixed	10338	3113	0.3011220739021087	6082	0.5883149545366608	0.9	4902	0.4741729541497388	1383	0.2821297429620563	0.1337782936738247	2597	0.5297837617299062	0.251209131360031
reconstruction_posterior	chr12_cis	per_chrom_cis_distance_spearman_fixed	8721	2516	0.2884990253411306	5462	0.6263043228987502	0.9	4360	0.49994266712532964	1083	0.24839449541284403	0.12418300653594772	2448	0.5614678899082569	0.2807017543859649
reconstruction_posterior	chr13_cis	per_chrom_cis_distance_spearman_fixed	9935	2707	0.27247106190236536	6034	0.6073477604428787	0.9	3663	0.36869652742828385	694	0.18946218946218946	0.06985405133366884	2160	0.5896805896805897	0.2174131857070961
reconstruction_posterior	chr14_cis	per_chrom_cis_distance_spearman_fixed	8977	3042	0.3388659908655453	6158	0.6859752701347889	0.9	3228	0.3595856076640303	874	0.2707558859975217	0.09735991979503175	1922	0.5954151177199505	0.21410270691767852
reconstruction_posterior	chr15_cis	per_chrom_cis_distance_spearman_fixed	7901	2301	0.2912289583597013	4549	0.5757499050753069	0.9	3512	0.4445006961144159	866	0.24658314350797267	0.10960637893937476	2074	0.5905466970387244	0.2624984179217821
reconstruction_posterior	chr16_cis	per_chrom_cis_distance_spearman_fixed	7080	2361	0.33347457627118643	4461	0.6300847457627119	0.9	3156	0.4457627118644068	1024	0.3244613434727503	0.14463276836158193	1924	0.6096324461343473	0.27175141242937856
reconstruction_posterior	chr17_cis	per_chrom_cis_distance_spearman_fixed	6069	1836	0.3025210084033613	3595	0.5923545888943813	0.9	2724	0.448838358872961	746	0.27386196769456683	0.12291975613774922	1502	0.5513950073421439	0.24748723018619212
reconstruction_posterior	chr18_cis	per_chrom_cis_distance_spearman_fixed	7868	3476	0.44178952719877984	6628	0.842399593289273	0.9	4852	0.6166751398068124	2278	0.46949711459192084	0.2895271987798678	4164	0.8582028029678483	0.5292323335027961
reconstruction_posterior	chr19_cis	per_chrom_cis_distance_spearman_fixed	3712	1551	0.41783405172413796	2716	0.7316810344827587	0.9	2065	0.5563038793103449	674	0.32639225181598064	0.18157327586206898	1174	0.5685230024213075	0.31627155172413796
reconstruction_posterior	chrX_cis	per_chrom_cis_distance_spearman_fixed	4838	1765	0.3648201736254651	3092	0.639107069036792	0.9	1486	0.30715171558495247	477	0.32099596231493943	0.09859446052087639	850	0.5720053835800808	0.1756924348904506
reconstruction_posterior	genome_all	whole_chrom_snp_cis_top1_oracle_eval_only	350034	106601	0.30454470137186673	201390	0.5753441094293698	0.9	135079	0.38590251232737394	42423	0.3140606607984957	0.12119679802533469	76341	0.5651581667024482	0.21809595639280754
reconstruction_posterior	genome_cis	whole_chrom_snp_cis_top1_oracle_eval_only	206057	69485	0.33721251886613895	129435	0.6281514338265626	0.9	90321	0.43833017077798864	30337	0.3358798064680418	0.1472262529300145	54151	0.5995394205112875	0.262796216580849
reconstruction_posterior	genome_trans	whole_chrom_snp_cis_top1_oracle_eval_only	143977	37116	0.25779117497933696	71955	0.49976732394757495	0.9	44758	0.310869097147461	12086	0.27002993878189374	0.08394396327191149	22190	0.49577729121050984	0.1541218389048251
reconstruction_posterior	chr1_cis	whole_chrom_snp_cis_top1_oracle_eval_only	18598	6052	0.32541133455210236	11496	0.6181309818260028	0.9	8959	0.48171846435100546	2728	0.3044982698961938	0.14668243897193248	5058	0.5645719388324589	0.27196472739004196
reconstruction_posterior	chr2_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13328	4048	0.3037214885954382	7525	0.5646008403361344	0.9	5176	0.38835534213685474	1567	0.3027434312210201	0.1175720288115246	2766	0.5343894899536321	0.2075330132052821
reconstruction_posterior	chr3_cis	whole_chrom_snp_cis_top1_oracle_eval_only	14312	4207	0.2939491335941867	7957	0.5559670206819453	0.9	4863	0.33978479597540523	1500	0.30845157310302285	0.10480715483510342	2753	0.5661114538350812	0.19235606484069312
reconstruction_posterior	chr4_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12274	3758	0.306175655857911	7149	0.5824507088153821	0.9	5286	0.43066644940524684	1702	0.32198259553537645	0.1386671011895063	3161	0.5979947029890276	0.2575362554994297
reconstruction_posterior	chr5_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13083	4610	0.3523656653672705	8354	0.6385385614920125	0.9	5090	0.3890544982037759	1887	0.3707269155206287	0.14423297408851182	3152	0.619253438113949	0.24092333562638538
reconstruction_posterior	chr6_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13079	4657	0.35606697759767564	8541	0.653031577337717	0.9	6159	0.4709075617401942	2067	0.33560642961519727	0.15803960547442464	3726	0.604968339016074	0.28488416545607465
reconstruction_posterior	chr7_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12293	4721	0.3840396973887578	8888	0.7230130968844057	0.9	4848	0.39437078011876675	1857	0.38304455445544555	0.1510615797608395	3352	0.6914191419141914	0.272675506385748
reconstruction_posterior	chr8_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10870	3352	0.30837166513339465	6189	0.5693652253909843	0.9	5095	0.468721251149954	1595	0.31305201177625125	0.1467341306347746	2811	0.5517173699705594	0.25860165593376266
reconstruction_posterior	chr9_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10653	3580	0.33605557120060076	6798	0.6381301041960011	0.9	5541	0.5201351731906505	1880	0.33928893701497925	0.17647611001595795	3443	0.6213679841183902	0.32319534403454425
reconstruction_posterior	chr10_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12128	4458	0.36757915567282323	7728	0.637203166226913	0.9	5356	0.441622691292876	1875	0.35007468259895447	0.1546009234828496	3114	0.5814040328603436	0.25676121372031663
reconstruction_posterior	chr11_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10338	3113	0.3011220739021087	6082	0.5883149545366608	0.9	4902	0.4741729541497388	1383	0.2821297429620563	0.1337782936738247	2597	0.5297837617299062	0.251209131360031
reconstruction_posterior	chr12_cis	whole_chrom_snp_cis_top1_oracle_eval_only	8721	2971	0.3406719412911363	5476	0.6279096433895196	0.9	4360	0.49994266712532964	1365	0.3130733944954128	0.1565187478500172	2448	0.5614678899082569	0.2807017543859649
reconstruction_posterior	chr13_cis	whole_chrom_snp_cis_top1_oracle_eval_only	9935	3409	0.3431303472571716	6052	0.6091595369904379	0.9	3663	0.36869652742828385	1466	0.4002184002184002	0.14755913437342727	2160	0.5896805896805897	0.2174131857070961
reconstruction_posterior	chr14_cis	whole_chrom_snp_cis_top1_oracle_eval_only	8977	3205	0.3570235045115295	6196	0.6902083101258772	0.9	3228	0.3595856076640303	1048	0.3246592317224288	0.11674278712264677	1922	0.5954151177199505	0.21410270691767852
reconstruction_posterior	chr15_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7901	2326	0.2943931147955955	4515	0.5714466523224908	0.9	3512	0.4445006961144159	1208	0.3439635535307517	0.1528920389824073	2074	0.5905466970387244	0.2624984179217821
reconstruction_posterior	chr16_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7080	2361	0.33347457627118643	4461	0.6300847457627119	0.9	3156	0.4457627118644068	1024	0.3244613434727503	0.14463276836158193	1924	0.6096324461343473	0.27175141242937856
reconstruction_posterior	chr17_cis	whole_chrom_snp_cis_top1_oracle_eval_only	6069	1865	0.30729939034437304	3592	0.5918602735211732	0.9	2724	0.448838358872961	756	0.2775330396475771	0.1245674740484429	1502	0.5513950073421439	0.24748723018619212
reconstruction_posterior	chr18_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7868	3476	0.44178952719877984	6628	0.842399593289273	0.9	4852	0.6166751398068124	2278	0.46949711459192084	0.2895271987798678	4164	0.8582028029678483	0.5292323335027961
reconstruction_posterior	chr19_cis	whole_chrom_snp_cis_top1_oracle_eval_only	3712	1551	0.41783405172413796	2716	0.7316810344827587	0.9	2065	0.5563038793103449	674	0.32639225181598064	0.18157327586206898	1174	0.5685230024213075	0.31627155172413796
reconstruction_posterior	chrX_cis	whole_chrom_snp_cis_top1_oracle_eval_only	4838	1765	0.3648201736254651	3092	0.639107069036792	0.9	1486	0.30715171558495247	477	0.32099596231493943	0.09859446052087639	850	0.5720053835800808	0.1756924348904506
