config_name	policy	flip_source	chrom	copy_swap
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr4	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr5	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr6	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr7	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr9	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr11	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr15	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr16	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_to_posterior_top	blind_raw_posterior_reconstruction_global_gauge	chrX	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr1	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr2	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr4	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr5	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr6	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr7	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr9	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr11	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr15	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr16	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_geom_nearest_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chrX	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr1	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr2	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr4	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr5	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr6	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr7	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr9	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr11	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr15	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr16	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_margin_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chrX	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr1	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr2	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr4	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr5	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr6	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr7	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr9	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr11	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr15	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr16	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_pmax_geom_gap_weighted	blind_raw_posterior_reconstruction_global_gauge	chrX	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr1	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr2	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr4	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr5	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr6	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr7	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr9	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr11	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr15	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr16	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_same_cross_distance_sum	blind_raw_posterior_reconstruction_global_gauge	chrX	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr1	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr2	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr4	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr5	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr6	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr7	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr9	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr11	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr15	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr16	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_posterior_same_cross_mass	blind_raw_posterior_reconstruction_global_gauge	chrX	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr1	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr2	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr4	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr5	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr6	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr7	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr9	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr11	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr15	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr16	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_chrom_center_same_closer	blind_raw_posterior_reconstruction_global_gauge	chrX	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr1	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr2	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr3	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr4	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr5	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr6	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr7	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr8	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr9	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr10	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr11	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr12	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr13	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr14	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr15	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr16	1
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr17	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr18	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chr19	0
p9016_pcgamma1_td0p5_mstep0_sep0	raw_global_homolog_vector_dot	blind_raw_posterior_reconstruction_global_gauge	chrX	1
