noise_level_adjacent_median	seed	n_contacts	callable_fraction	exact_top1_accuracy	exact_random_tie_expected_accuracy	exact_accuracy_ci95_lower	exact_accuracy_ci95_upper	exact_log_loss	exact_brier	same_cross_accuracy	same_cross_random_tie_expected_accuracy	same_cross_accuracy_ci95_lower	same_cross_accuracy_ci95_upper	same_cross_log_loss	same_cross_brier	mean_entropy	exact_ece	same_cross_ece	mean_exact_confidence	mean_same_cross_confidence	mean_signal_probability	geometry_gauge_aligned_n_contacts	geometry_gauge_aligned_callable_fraction	geometry_gauge_aligned_exact_top1_accuracy	geometry_gauge_aligned_exact_random_tie_expected_accuracy	geometry_gauge_aligned_exact_accuracy_ci95_lower	geometry_gauge_aligned_exact_accuracy_ci95_upper	geometry_gauge_aligned_exact_log_loss	geometry_gauge_aligned_exact_brier	geometry_gauge_aligned_same_cross_accuracy	geometry_gauge_aligned_same_cross_random_tie_expected_accuracy	geometry_gauge_aligned_same_cross_accuracy_ci95_lower	geometry_gauge_aligned_same_cross_accuracy_ci95_upper	geometry_gauge_aligned_same_cross_log_loss	geometry_gauge_aligned_same_cross_brier	geometry_gauge_aligned_mean_entropy	geometry_gauge_aligned_exact_ece	geometry_gauge_aligned_same_cross_ece	geometry_gauge_aligned_mean_exact_confidence	geometry_gauge_aligned_mean_same_cross_confidence	geometry_gauge_aligned_mean_signal_probability	generator_family	n_chromosomes	n_cells	n_background_contacts	n_anchor_contacts	n_evaluation_contacts	actual_anchor_fraction	effective_observation_mass	effective_anchor_mass	unordered_structure_rmsd	unordered_structure_distance_spearman	globally_aligned_structure_rmsd	gauge_recovery	relative_gauge_recovery	mean_homolog_separation_spearman	runtime_seconds	fitted_signal_fraction	converged	failure	raw_exact_accuracy	raw_same_cross_accuracy	raw_contact_gauge_policy	geometry_gauge_alignment_policy	geometry_gauge_flip_pattern	cis_n_contacts	cis_exact_top1_accuracy	cis_exact_log_loss	cis_exact_brier	cis_same_cross_accuracy	cis_same_cross_log_loss	cis_same_cross_brier	cis_exact_ece	cis_same_cross_ece	trans_n_contacts	trans_exact_top1_accuracy	trans_exact_log_loss	trans_exact_brier	trans_same_cross_accuracy	trans_same_cross_log_loss	trans_same_cross_brier	trans_exact_ece	trans_same_cross_ece	geometry_gauge_aligned_cis_n_contacts	geometry_gauge_aligned_cis_exact_top1_accuracy	geometry_gauge_aligned_cis_exact_log_loss	geometry_gauge_aligned_cis_exact_brier	geometry_gauge_aligned_cis_same_cross_accuracy	geometry_gauge_aligned_cis_same_cross_log_loss	geometry_gauge_aligned_cis_same_cross_brier	geometry_gauge_aligned_cis_exact_ece	geometry_gauge_aligned_cis_same_cross_ece	geometry_gauge_aligned_trans_n_contacts	geometry_gauge_aligned_trans_exact_top1_accuracy	geometry_gauge_aligned_trans_exact_log_loss	geometry_gauge_aligned_trans_exact_brier	geometry_gauge_aligned_trans_same_cross_accuracy	geometry_gauge_aligned_trans_same_cross_log_loss	geometry_gauge_aligned_trans_same_cross_brier	geometry_gauge_aligned_trans_exact_ece	geometry_gauge_aligned_trans_same_cross_ece	background_accuracy	background_log_loss	background_brier	background_ece	exact_coverage_at_precision_0.55	exact_coverage_at_precision_0.60	exact_coverage_at_precision_0.70	exact_coverage_at_precision_0.80	exact_coverage_at_precision_0.90	same_cross_coverage_at_precision_0.55	same_cross_coverage_at_precision_0.60	same_cross_coverage_at_precision_0.70	same_cross_coverage_at_precision_0.80	same_cross_coverage_at_precision_0.90	exact_signal_aware_coverage_at_precision_0.55	exact_signal_aware_coverage_at_precision_0.60	exact_signal_aware_coverage_at_precision_0.70	exact_signal_aware_coverage_at_precision_0.80	exact_signal_aware_coverage_at_precision_0.90	same_cross_signal_aware_coverage_at_precision_0.55	same_cross_signal_aware_coverage_at_precision_0.60	same_cross_signal_aware_coverage_at_precision_0.70	same_cross_signal_aware_coverage_at_precision_0.80	same_cross_signal_aware_coverage_at_precision_0.90	geometry_gauge_aligned_exact_coverage_at_precision_0.55	geometry_gauge_aligned_exact_coverage_at_precision_0.60	geometry_gauge_aligned_exact_coverage_at_precision_0.70	geometry_gauge_aligned_exact_coverage_at_precision_0.80	geometry_gauge_aligned_exact_coverage_at_precision_0.90	geometry_gauge_aligned_same_cross_coverage_at_precision_0.55	geometry_gauge_aligned_same_cross_coverage_at_precision_0.60	geometry_gauge_aligned_same_cross_coverage_at_precision_0.70	geometry_gauge_aligned_same_cross_coverage_at_precision_0.80	geometry_gauge_aligned_same_cross_coverage_at_precision_0.90	geometry_gauge_aligned_exact_signal_aware_coverage_at_precision_0.55	geometry_gauge_aligned_exact_signal_aware_coverage_at_precision_0.60	geometry_gauge_aligned_exact_signal_aware_coverage_at_precision_0.70	geometry_gauge_aligned_exact_signal_aware_coverage_at_precision_0.80	geometry_gauge_aligned_exact_signal_aware_coverage_at_precision_0.90	geometry_gauge_aligned_same_cross_signal_aware_coverage_at_precision_0.55	geometry_gauge_aligned_same_cross_signal_aware_coverage_at_precision_0.60	geometry_gauge_aligned_same_cross_signal_aware_coverage_at_precision_0.70	geometry_gauge_aligned_same_cross_signal_aware_coverage_at_precision_0.80	geometry_gauge_aligned_same_cross_signal_aware_coverage_at_precision_0.90
0.25	29	2365	1.0	0.3708245243128964	0.3708245243128964	0.35158150455752996	0.390486501840762	1.3004686386977704	0.7097700013067058	0.6152219873150105	0.6152219873150105	0.5954412361785634	0.6346290363466917	0.6661318811400508	0.4728337310976254	1.275059176888957	0.03394829987936628	0.051702674203738384	0.3909528438611238	0.5764770877759962	0.8341446515638393	2365	1.0	0.3708245243128964	0.3708245243128964	0.35158150455752996	0.390486501840762	1.3004686386977704	0.7097700013067058	0.6152219873150105	0.6152219873150105	0.5954412361785634	0.6346290363466917	0.6661318811400508	0.4728337310976254	1.275059176888957	0.03394829987936628	0.051702674203738384	0.3909528438611238	0.5764770877759962	0.8341446515638393	well_specified	2	1	135	0	2500	0.0	2500.0	0.0	0.4428807856755647	0.9478262379331895	0.703539001789436	1.0	1.0	-0.5476190476190477	0.48263242561370134	0.8306722593710014	1	0	0.3708245243128964	0.6152219873150105	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1657	0.37296318648159327	1.2822910469888644	0.7022082524850617	0.6391068195534098	0.656005041551056	0.4626411327787809	0.043171123809673445	0.05627133809414797	708	0.365819209039548	1.343011392174687	0.7274674840714858	0.559322033898305	0.6898326907431078	0.49668844213480823	0.02716720871053623	0.04101019388395222	1657	0.37296318648159327	1.2822910469888644	0.7022082524850617	0.6391068195534098	0.656005041551056	0.4626411327787809	0.043171123809673445	0.05627133809414797	708	0.365819209039548	1.343011392174687	0.7274674840714858	0.559322033898305	0.6898326907431078	0.49668844213480823	0.02716720871053623	0.04101019388395222	0.9348	0.2664658090393942	0.06944592768010631	0.10265438348029025	0.1175475687103594	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.26723044397463	0.0	0.0	0.11247357293868922	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.24693446088794926	0.0	0.0	0.1175475687103594	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.26723044397463	0.0	0.0	0.11247357293868922	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.24693446088794926	0.0	0.0
0.5	29	2365	1.0	0.35306553911205074	0.35306553911205074	0.33405645642510257	0.3725511776940675	1.2998200926915544	0.7083592009980754	0.6097251585623679	0.6097251585623679	0.5899023024023751	0.6291921406079137	0.6659140657204572	0.4720275832850895	1.2788155345856582	0.032318188743992844	0.03440186141941821	0.38538372785604363	0.6066578479869191	0.8142265274550956	2365	1.0	0.35306553911205074	0.35306553911205074	0.33405645642510257	0.3725511776940675	1.2998200926915544	0.7083592009980754	0.6097251585623679	0.6097251585623679	0.5899023024023751	0.6291921406079137	0.6659140657204572	0.4720275832850895	1.2788155345856582	0.032318188743992844	0.03440186141941821	0.38538372785604363	0.6066578479869191	0.8142265274550956	well_specified	2	1	135	0	2500	0.0	2500.0	0.0	0.5536381449034824	0.9095631641086185	0.9155987087847764	1.0	1.0	0.011904761904761862	0.4827719181776047	0.8104734854084427	1	0	0.35306553911205074	0.6097251585623679	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1657	0.3476161738080869	1.2868379070457017	0.7033662828504134	0.631864815932408	0.6571467337752718	0.4629353417337145	0.05018759290117884	0.03701922563317501	708	0.365819209039548	1.3302035413005624	0.7200446040640018	0.557909604519774	0.6864330897786101	0.49330702431705054	0.01740678795528425	0.02827619404343673	1657	0.3476161738080869	1.2868379070457017	0.7033662828504134	0.631864815932408	0.6571467337752718	0.4629353417337145	0.05018759290117884	0.03701922563317501	708	0.365819209039548	1.3302035413005624	0.7200446040640018	0.557909604519774	0.6864330897786101	0.49330702431705054	0.01740678795528425	0.02827619404343673	0.9232	0.28686720694699563	0.07688461126473682	0.10969665884303391	0.11839323467230443	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.254122621564482	0.0	0.0	0.07484143763213531	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.254122621564482	0.0	0.0	0.11839323467230443	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.254122621564482	0.0	0.0	0.07484143763213531	0.03044397463002114	0.0	0.0	0.0	1.0	1.0	0.254122621564482	0.0	0.0
1.0	29	2365	1.0	0.36405919661733616	0.36405919661733616	0.34490193229576926	0.38365736085333335	1.327471153432017	0.717203335446854	0.6021141649048626	0.6021141649048626	0.5822373241771589	0.6216598164277919	0.6858679872223561	0.4806480464858765	1.1821566360595435	0.09102497585102032	0.07156758712677012	0.45508417246835653	0.6736817520316326	0.9095187009972229	2365	1.0	0.36405919661733616	0.36405919661733616	0.34490193229576926	0.38365736085333335	1.327471153432017	0.717203335446854	0.6021141649048626	0.6021141649048626	0.5822373241771589	0.6216598164277919	0.6858679872223561	0.4806480464858765	1.1821566360595435	0.09102497585102032	0.07156758712677012	0.45508417246835653	0.6736817520316326	0.9095187009972229	well_specified	2	1	135	0	2500	0.0	2500.0	0.0	0.6652585190174689	0.8491179943051599	1.0275631095740863	1.0	1.0	-0.13095238095238093	0.48340044636279345	0.9073111337551801	1	0	0.36405919661733616	0.6021141649048626	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1657	0.36451418225709115	1.3181941005394517	0.7118382498094695	0.6264333132166566	0.6850644576374323	0.47469878577667374	0.10685490127323265	0.09731412577568577	708	0.3629943502824859	1.3491831260915943	0.7297597576236142	0.5451977401129944	0.6877485642311395	0.4945716693603808	0.05397668994056011	0.011310504441384202	1657	0.36451418225709115	1.3181941005394517	0.7118382498094695	0.6264333132166566	0.6850644576374323	0.47469878577667374	0.10685490127323265	0.09731412577568577	708	0.3629943502824859	1.3491831260915943	0.7297597576236142	0.5451977401129944	0.6877485642311395	0.4945716693603808	0.05397668994056011	0.011310504441384202	0.946	0.20966456381614604	0.05197676696014287	0.03886871623523187	0.06342494714587738	0.06342494714587738	0.0	0.0	0.0	1.0	1.0	0.37293868921775897	0.0	0.0	0.06342494714587738	0.06342494714587738	0.0	0.0	0.0	1.0	1.0	0.3674418604651163	0.0	0.0	0.06342494714587738	0.06342494714587738	0.0	0.0	0.0	1.0	1.0	0.37293868921775897	0.0	0.0	0.06342494714587738	0.06342494714587738	0.0	0.0	0.0	1.0	1.0	0.3674418604651163	0.0	0.0
2.0	29	2365	1.0	0.27061310782241016	0.27061310782241016	0.2530902755194853	0.2888799158751903	1.5238239151510165	0.8173663960397477	0.5471458773784356	0.5471458773784356	0.5270240571660391	0.567114788289249	0.7703651129660609	0.5353264244072695	1.1945967756190523	0.17867456041737675	0.09606220569111099	0.4492876682397868	0.6432080830695466	0.6528713828198011	2365	1.0	0.28625792811839323	0.28625792811839323	0.26839880986246706	0.3048102809209588	1.5414673545328341	0.8332931662401877	0.5539112050739958	0.5539112050739958	0.5338060428663516	0.5738415158381256	0.7700783670686093	0.5350486799997639	1.1945967756190523	0.16302974012139368	0.08929687799555076	0.4492876682397868	0.6432080830695466	0.6528713828198012	well_specified	2	1	135	0	2500	0.0	2500.0	0.0	1.14246799731232	0.596885200361136	1.6133686036672015	0.5	0.0	0.02380952380952378	0.4886015341617167	0.6313423190958061	0	1	0.27061310782241016	0.5471458773784356	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:1	1657	0.28424864212432105	1.5669921041268222	0.8382024924340468	0.572118286059143	0.8023199995511978	0.5493997334195374	0.2100949392519257	0.1247199513154885	708	0.2387005649717514	1.4227932807824988	0.7686016902129771	0.4887005649717514	0.6955780408310723	0.5023893156031339	0.10513844780600981	0.028991747358351687	1657	0.2595051297525649	1.6099995617603569	0.8701904523473766	0.572118286059143	0.8023199995511978	0.5493997334195374	0.23483845162368192	0.12471995131548855	708	0.3488700564971751	1.3810748864876288	0.7469389246023177	0.5112994350282486	0.6946201961312517	0.5014615394396443	0.06509834508683245	0.00639287730185442	0.8136	0.48154049367985624	0.15372570486426035	0.13201990052077425	0.0	0.0	0.0	0.0	0.0	0.8883720930232558	0.42071881606765327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9813953488372092	0.5792811839323467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.42071881606765327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.6245243128964059	0.0	0.0	0.0
0.0	43	2371	1.0	0.3568114719527625	0.3568114719527625	0.33777446438037545	0.3763117128345112	1.2432297857433345	0.674597665618803	0.5651623787431463	0.5651623787431463	0.5451187248873126	0.5849952239206402	0.625339660220422	0.44344876308071723	1.1950082042101307	0.06726034995323045	0.0541078484230435	0.4223855492880574	0.592795349999717	0.8301808484079648	2371	1.0	0.3568114719527625	0.3568114719527625	0.33777446438037545	0.3763117128345112	1.2432297857433345	0.674597665618803	0.5651623787431463	0.5651623787431463	0.5451187248873126	0.5849952239206402	0.625339660220422	0.44344876308071723	1.1950082042101307	0.06726034995323045	0.0541078484230435	0.4223855492880574	0.592795349999717	0.8301808484079648	well_specified	2	1	129	0	2500	0.0	2500.0	0.0	0.42304960431585564	0.9652163344676713	1.4112373883071128	1.0	1.0	0.10714285714285715	0.48545972583815455	0.8248452708019393	0	1	0.3568114719527625	0.5651623787431463	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1655	0.40181268882175225	1.1807783882074763	0.6416529750457458	0.6048338368580061	0.5958421275951168	0.41882102094846535	0.08856630080135917	0.06412495711547735	716	0.2527932960893855	1.3875832255783143	0.7507477534657441	0.473463687150838	0.6935218061629919	0.5003746195456291	0.02990862676992445	0.030953777353241785	1655	0.40181268882175225	1.1807783882074763	0.6416529750457458	0.6048338368580061	0.5958421275951168	0.41882102094846535	0.08856630080135917	0.06412495711547735	716	0.2527932960893855	1.3875832255783143	0.7507477534657441	0.473463687150838	0.6935218061629919	0.5003746195456291	0.02990862676992445	0.030953777353241785	0.9272	0.26474170400303904	0.07090238129284396	0.0958348404550029	0.2602277520033741	0.21088148460565162	0.1813580767608604	0.14930409110080134	0.11809363137916491	1.0	0.7056094474905104	0.4086883171657528	0.29481231547870096	0.13665120202446226	0.2581189371573176	0.23028258118937156	0.15014761703922397	0.11809363137916491	0.11809363137916491	1.0	0.7081400253057781	0.3833825390130747	0.2977646562631801	0.14382117250105442	0.2602277520033741	0.21088148460565162	0.1813580767608604	0.14930409110080134	0.11809363137916491	1.0	0.7056094474905104	0.4086883171657528	0.29481231547870096	0.13665120202446226	0.2581189371573176	0.23028258118937156	0.15014761703922397	0.11809363137916491	0.11809363137916491	1.0	0.7081400253057781	0.3833825390130747	0.2977646562631801	0.14382117250105442
0.05	43	2371	1.0	0.3530156052298608	0.3530156052298608	0.3340309509903973	0.3724757728958708	1.2498886972105911	0.6786849255463391	0.5571488823281316	0.5571488823281316	0.5370785357873112	0.577034344882447	0.6288034982996522	0.4468187953865026	1.1899901884774589	0.07621646884576536	0.06351079770148824	0.42917421137435197	0.5924915028337147	0.8312043790678757	2371	1.0	0.3530156052298608	0.3530156052298608	0.3340309509903973	0.3724757728958708	1.2498886972105911	0.6786849255463391	0.5571488823281316	0.5571488823281316	0.5370785357873112	0.577034344882447	0.6288034982996522	0.4468187953865026	1.1899901884774589	0.07621646884576536	0.06351079770148824	0.42917421137435197	0.5924915028337147	0.8312043790678757	well_specified	2	1	129	0	2500	0.0	2500.0	0.0	0.44675529436657346	0.9620529203416903	1.4149068546922665	1.0	1.0	-0.09523809523809529	0.48416285403072834	0.8259161520496184	0	1	0.3530156052298608	0.5571488823281316	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1655	0.39637462235649545	1.1900853663423387	0.647373739134609	0.5933534743202417	0.6007468400162235	0.42359134893408124	0.09972755223126825	0.07738540825263274	716	0.2527932960893855	1.3881212566895813	0.7510592460930056	0.473463687150838	0.693655131622382	0.5005079348819734	0.03377737511879971	0.03144029426273964	1655	0.39637462235649545	1.1900853663423387	0.647373739134609	0.5933534743202417	0.6007468400162235	0.42359134893408124	0.09972755223126825	0.07738540825263274	716	0.2527932960893855	1.3881212566895813	0.7510592460930056	0.473463687150838	0.693655131622382	0.5005079348819734	0.03377737511879971	0.03144029426273964	0.9284	0.26377642547032226	0.07056816110958926	0.09605923265450762	0.2720371151412906	0.21088148460565162	0.1674398987768874	0.13538591311682835	0.11809363137916491	1.0	0.6668072543230704	0.3770560944749051	0.2724588781105019	0.13665120202446226	0.2581189371573176	0.23028258118937156	0.15014761703922397	0.11809363137916491	0.11809363137916491	1.0	0.7081400253057781	0.36102910164487556	0.2479966258962463	0.16195698017714044	0.2720371151412906	0.21088148460565162	0.1674398987768874	0.13538591311682835	0.11809363137916491	1.0	0.6668072543230704	0.3770560944749051	0.2724588781105019	0.13665120202446226	0.2581189371573176	0.23028258118937156	0.15014761703922397	0.11809363137916491	0.11809363137916491	1.0	0.7081400253057781	0.36102910164487556	0.2479966258962463	0.16195698017714044
0.1	43	2371	1.0	0.35638970898355127	0.35638970898355127	0.3373584533220306	0.3758855624118985	1.2455749483471052	0.6760124257667337	0.5685364824968367	0.5685364824968367	0.548505648728996	0.588345591926618	0.6251961143983322	0.4433639619153149	1.1906044354772993	0.07220735080912742	0.05117591606546183	0.4285970597926787	0.5991556596597556	0.8433389090868809	2371	1.0	0.35638970898355127	0.35638970898355127	0.3373584533220306	0.3758855624118985	1.2455749483471052	0.6760124257667337	0.5685364824968367	0.5685364824968367	0.548505648728996	0.588345591926618	0.6251961143983322	0.4433639619153149	1.1906044354772993	0.07220735080912742	0.05117591606546183	0.4285970597926787	0.5991556596597556	0.8433389090868809	well_specified	2	1	129	0	2500	0.0	2500.0	0.0	0.4351649936137888	0.9619174942704352	1.3696790526907459	1.0	1.0	-0.04761904761904756	0.48522582184523344	0.8385486113719345	0	1	0.35638970898355127	0.5685364824968367	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1655	0.3987915407854985	1.1843374174237242	0.643799143846819	0.6072507552870091	0.5956867353180425	0.41874978529926427	0.09317951212578619	0.06254060594532251	716	0.25837988826815644	1.3871225931490543	0.7504718972436311	0.4790502793296089	0.6934056428590577	0.5002584623337001	0.02373119581042593	0.02490697507220835	1655	0.3987915407854985	1.1843374174237242	0.643799143846819	0.6072507552870091	0.5956867353180425	0.41874978529926427	0.09317951212578619	0.06254060594532251	716	0.25837988826815644	1.3871225931490543	0.7504718972436311	0.4790502793296089	0.6934056428590577	0.5002584623337001	0.02373119581042593	0.02490697507220835	0.9356	0.251248214965552	0.06600384747636112	0.093117397040558	0.22564318852804724	0.19063686208350908	0.16111345423871784	0.14930409110080134	0.11809363137916491	1.0	0.7562210037958668	0.4053142134120624	0.28764234500210883	0.13665120202446226	0.23871784057359763	0.1927456769295656	0.16490932096161956	0.13538591311682835	0.11809363137916491	1.0	0.7279628848587094	0.40067482075073807	0.30240404892450445	0.12484183888654576	0.22564318852804724	0.19063686208350908	0.16111345423871784	0.14930409110080134	0.11809363137916491	1.0	0.7562210037958668	0.4053142134120624	0.28764234500210883	0.13665120202446226	0.23871784057359763	0.1927456769295656	0.16490932096161956	0.13538591311682835	0.11809363137916491	1.0	0.7279628848587094	0.40067482075073807	0.30240404892450445	0.12484183888654576
0.25	43	2371	1.0	0.3867566427667651	0.3867566427667651	0.3673520470132122	0.40652759534966587	1.2237791968986755	0.6624425627399904	0.617460986925348	0.617460986925348	0.597723364591098	0.6368186078556004	0.6134688645249545	0.43161343877769887	1.20914633828648	0.022094502161719525	0.00859482092635151	0.40586692439518035	0.6174670008893794	0.8737990641390209	2371	1.0	0.3867566427667651	0.3867566427667651	0.3673520470132122	0.40652759534966587	1.2237791968986755	0.6624425627399904	0.617460986925348	0.617460986925348	0.597723364591098	0.6368186078556004	0.6134688645249545	0.43161343877769887	1.20914633828648	0.022094502161719525	0.00859482092635151	0.40586692439518035	0.6174670008893794	0.8737990641390209	well_specified	2	1	129	0	2500	0.0	2500.0	0.0	0.4148964052638414	0.971636919230502	1.3316390757012646	1.0	1.0	0.047619047619047616	0.48596477787941694	0.8697292060495283	0	1	0.3867566427667651	0.617460986925348	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1655	0.4513595166163142	1.151595364194042	0.6236077645431666	0.6761329305135951	0.5789552894081372	0.40198499787373787	0.029756411483353864	0.010751437966607196	716	0.23743016759776536	1.3906286984715366	0.7522073546614196	0.4818435754189944	0.6932453544946928	0.5000981729900665	0.03579240783104476	0.019889697550812768	1655	0.4513595166163142	1.151595364194042	0.6236077645431666	0.6761329305135951	0.5789552894081372	0.40198499787373787	0.029756411483353864	0.010751437966607196	716	0.23743016759776536	1.3906286984715366	0.7522073546614196	0.4818435754189944	0.6932453544946928	0.5000981729900665	0.03579240783104476	0.019889697550812768	0.9444	0.22272260196853036	0.05629691924381211	0.07500578945429026	0.3264445381695487	0.26571067060312104	0.18557570645297342	0.1564740615773935	0.11809363137916491	1.0	1.0	0.6199915647406158	0.2652889076339097	0.12863770560944748	0.3281315900463939	0.2762547448334036	0.17840573597638126	0.14930409110080134	0.11809363137916491	1.0	1.0	0.5727541121889498	0.27330240404892453	0.12863770560944748	0.3264445381695487	0.26571067060312104	0.18557570645297342	0.1564740615773935	0.11809363137916491	1.0	1.0	0.6199915647406158	0.2652889076339097	0.12863770560944748	0.3281315900463939	0.2762547448334036	0.17840573597638126	0.14930409110080134	0.11809363137916491	1.0	1.0	0.5727541121889498	0.27330240404892453	0.12863770560944748
0.5	43	2371	1.0	0.3656684943061999	0.3656684943061999	0.3465144284185017	0.38525713989649507	1.2418544018226412	0.6722563249341355	0.6035428089413749	0.6035428089413749	0.5837010481602429	0.6230495954148536	0.6220717753944175	0.44002235687823354	1.2099137528114428	0.05786799357288804	0.011041516713648806	0.40608848742707937	0.5925012922277263	0.9133368573045403	2371	1.0	0.3656684943061999	0.3656684943061999	0.3465144284185017	0.38525713989649507	1.2418544018226412	0.6722563249341355	0.6035428089413749	0.6035428089413749	0.5837010481602429	0.6230495954148536	0.6220717753944175	0.44002235687823354	1.2099137528114428	0.05786799357288804	0.011041516713648806	0.40608848742707937	0.5925012922277263	0.9133368573045403	well_specified	2	1	129	0	2500	0.0	2500.0	0.0	0.7139583355416236	0.9372907840822278	1.1777180908855647	1.0	1.0	0.0	0.48617379181087017	0.9096144839694679	0	1	0.3656684943061999	0.6035428089413749	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:0	1655	0.4030211480362538	1.179829706412873	0.6388689346066058	0.6392749244712991	0.5914295678300563	0.4141813542876267	0.07676387467293147	0.018372224591455103	716	0.27932960893854747	1.3852215399555552	0.7494296922414843	0.520949720670391	0.6928997831025429	0.49975260727970644	0.01637997187932172	0.01946212496837152	1655	0.4030211480362538	1.179829706412873	0.6388689346066058	0.6392749244712991	0.5914295678300563	0.4141813542876267	0.07676387467293147	0.018372224591455103	716	0.27932960893854747	1.3852215399555552	0.7494296922414843	0.520949720670391	0.6928997831025429	0.49975260727970644	0.01637997187932172	0.01946212496837152	0.948	0.19527700600503722	0.04851890993296069	0.0387805431777035	0.29481231547870096	0.2349219738506959	0.17756221003795866	0.1442429354702657	0.12357654997891185	1.0	1.0	0.47279628848587096	0.27709827077182625	0.12484183888654576	0.26233656684943063	0.2349219738506959	0.16069169126950653	0.12737241670181357	0.1155630535638971	1.0	1.0	0.4010965837199494	0.2690847743568115	0.12484183888654576	0.29481231547870096	0.2349219738506959	0.17756221003795866	0.1442429354702657	0.12357654997891185	1.0	1.0	0.47279628848587096	0.27709827077182625	0.12484183888654576	0.26233656684943063	0.2349219738506959	0.16069169126950653	0.12737241670181357	0.1155630535638971	1.0	1.0	0.4010965837199494	0.2690847743568115	0.12484183888654576
1.0	43	2371	1.0	0.25685364824968365	0.25685364824968365	0.23967097157594472	0.27482293465198504	1.654886557695402	0.9004958523740318	0.509067903838043	0.509067903838043	0.48894706052405495	0.5291594113165341	0.9581639000977984	0.6332818869575259	1.119193273859941	0.2195766184635334	0.15412913151946886	0.4764302667132171	0.663197035357512	0.886063081068834	2371	1.0	0.26781948544917755	0.26781948544917755	0.25038121472256847	0.28600889001025953	1.6599330019677612	0.8984247446336504	0.509067903838043	0.509067903838043	0.48894706052405495	0.5291594113165341	0.9582110631976734	0.6333290425395248	1.119193273859941	0.2086107812640395	0.15412913151946886	0.4764302667132171	0.663197035357512	0.886063081068834	well_specified	2	1	129	0	2500	0.0	2500.0	0.0	1.1312215489965567	0.8296305298979094	1.5548628537345528	0.5	0.0	0.130952380952381	0.4845674759708345	0.8798878430942559	0	1	0.25685364824968365	0.509067903838043	ARBITRARY_INFERENCE_GAUGE	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	chr1:0,chr2:1	1655	0.2676737160120846	1.7682172747903937	0.9641122290381626	0.5129909365558912	1.072831690220573	0.6909574443517466	0.2965155899745898	0.2190954759531228	716	0.23184357541899442	1.3929279867565583	0.7534496186042884	0.5	0.6931147483475303	0.49996757482423676	0.041735839342306534	0.003962511355087295	1655	0.2688821752265861	1.7790351543233207	0.9630400916260796	0.5129909365558912	1.072831690220573	0.6909574443517466	0.2956815929565222	0.2190954759531228	716	0.26536312849162014	1.384634032486684	0.7490694383871838	0.5	0.6932709267131776	0.5001237282947948	0.008216286269680823	0.003962511355087295	0.9464	0.21446343596101328	0.053522072648459394	0.06485610521505157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
