run_id	config_name	status	strict_pairs_only_candidate	boundary_reasons	model_top1_accuracy_genome_trans	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_all	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	input_contact_source	sample	uses_phase_labels	uses_charm_or_reference	uses_charm_for_training	readgroup_mode	fixed_posterior	manifest_path	summary_path
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p05_m0p05_w10_seed71_best035	OK	1	OK	0.355647	0.572371	0.483227	0.561201	0.747949	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p05_m0p05_w10_seed71_best035/p9016_callable_negent_t0p05_m0p05_w10_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
044-20260620_040939-p9016_multiseed_basin_audit_1m	p9016_multiseed_best035_seed71_noise0p05	OK	1	OK	0.35564	0.572808	0.483482	0.561305	0.748036	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_best035_seed71_noise0p05/p9016_multiseed_best035_seed71_noise0p05/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p01_m0p05_w10_seed71_best035	OK	1	OK	0.355612	0.572579	0.483336	0.561194	0.747996	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p01_m0p05_w10_seed71_best035/p9016_callable_negent_t0p01_m0p05_w10_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p02_m0p10_w10_seed71_best035	OK	1	OK	0.355557	0.572429	0.483224	0.561242	0.748036	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p02_m0p10_w10_seed71_best035/p9016_callable_negent_t0p02_m0p10_w10_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p05_m0p10_w10_seed71_best035	OK	1	OK	0.355376	0.572468	0.483173	0.561013	0.747819	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p05_m0p10_w10_seed71_best035/p9016_callable_negent_t0p05_m0p10_w10_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_samecross_m0p25_p1_w10_seed71_best035	OK	1	OK	0.355335	0.574477	0.484339	0.562909	0.763075	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_samecross_m0p25_p1_w10_seed71_best035/p9016_samecross_m0p25_p1_w10_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p0003_seed71_noise0p05_best035	OK	1	OK	0.354689	0.574477	0.484073	0.560478	0.750541	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p0003_seed71_noise0p05_best035/p9016_initanchor_k0p0003_seed71_noise0p05_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
049-20260620_103248-p9016_trans_dscale_gamma_1m	p9016_transgamma_g0p75_td0p75_seed71_best035	OK	1	OK	0.353181	0.567794	0.479519	0.556554	0.789754	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g0p75_td0p75_seed71_best035/p9016_transgamma_g0p75_td0p75_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/summary.tsv
040-20260620_010533-p9016_normdir_copytrack_1m	p9016_pcgamma1_td0p5_normdir0p03_lct0p03_gct0p003	OK	1	OK	0.35307	0.572235	0.482087	0.547532	0.760968	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/outputs/p9016_pcgamma1_td0p5_normdir0p03_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p05_m0p05_w10_seed17_best035	OK	1	OK	0.353022	0.572754	0.482373	0.552699	0.769506	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p05_m0p05_w10_seed17_best035/p9016_callable_negent_t0p05_m0p05_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p05_m0p10_w10_seed17_best035	OK	1	OK	0.353015	0.571706	0.481753	0.552616	0.769406	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p05_m0p10_w10_seed17_best035/p9016_callable_negent_t0p05_m0p10_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0p03_gct0p003	OK	1	OK	0.353008	0.572094	0.481979	0.552637	0.769483	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
037-20260619_230802-p9016_trans_chrpair_mstep_1m	p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	OK	1	OK	0.353008	0.572342	0.482125	0.55272	0.769536	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/037-20260619_230802-p9016_trans_chrpair_mstep_1m/outputs/p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/037-20260619_230802-p9016_trans_chrpair_mstep_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p01_m0p05_w10_seed17_best035	OK	1	OK	0.353008	0.572579	0.482265	0.552637	0.769446	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p01_m0p05_w10_seed17_best035/p9016_callable_negent_t0p01_m0p05_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p01_m0p10_w10_seed17_best035	OK	1	OK	0.353008	0.572094	0.481979	0.552637	0.769483	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p01_m0p10_w10_seed17_best035/p9016_callable_negent_t0p01_m0p10_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_off_seed17_noise0_best035	OK	1	OK	0.353001	0.572313	0.482105	0.552755	0.769509	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_off_seed17_noise0_best035/p9016_initanchor_off_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p02_m0p05_w10_seed17_best035	OK	1	OK	0.35298	0.572235	0.48205	0.552623	0.769464	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p02_m0p05_w10_seed17_best035/p9016_callable_negent_t0p02_m0p05_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
040-20260620_010533-p9016_normdir_copytrack_1m	p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035_replay	OK	1	OK	0.352917	0.572298	0.482062	0.552554	0.769497	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/outputs/p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035_replay/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p10_m0p10_w10_seed17_best035	OK	1	OK	0.352917	0.57239	0.482116	0.552713	0.769525	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p10_m0p10_w10_seed17_best035/p9016_callable_negent_t0p10_m0p10_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
036-20260619_212753-p9016_trans_confidence_rho_1m	p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035	OK	1	OK	0.352897	0.57223	0.482013	0.552567	0.769441	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/outputs/p9016_pcgamma1_td0p5_lct0p03_gct0p003_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/summary.tsv
044-20260620_040939-p9016_multiseed_basin_audit_1m	p9016_multiseed_best035_seed17_noise0	OK	1	OK	0.352883	0.572055	0.481905	0.55263	0.769516	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_best035_seed17_noise0/p9016_multiseed_best035_seed17_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/summary.tsv
043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m	p9016_rawremain_best035_td0p5_lct0p03_gct0p003	OK	1	OK	0.352848	0.572337	0.482056	0.552651	0.769549	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/outputs/p9016_rawremain_best035_td0p5_lct0p03_gct0p003/p9016_rawremain_best035_td0p5_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_anchor_off_seed17_noise0_best035	OK	1	OK	0.352834	0.572181	0.481959	0.552685	0.769483	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_anchor_off_seed17_noise0_best035/p9016_callable_anchor_off_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
040-20260620_010533-p9016_normdir_copytrack_1m	p9016_pcgamma1_td0p5_normdir0p01_lct0p03_gct0p003	OK	1	OK	0.35282	0.572157	0.481939	0.547469	0.761469	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/outputs/p9016_pcgamma1_td0p5_normdir0p01_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p02_m0p10_w10_seed17_best035	OK	1	OK	0.352772	0.572138	0.481907	0.552484	0.76942	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p02_m0p10_w10_seed17_best035/p9016_callable_negent_t0p02_m0p10_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
042-20260620_022516-p9016_trans_gate_mstep_1m	p9016_transgate_off_best035_td0p5_lct0p03_gct0p003	OK	1	OK	0.352751	0.572114	0.481885	0.552484	0.769473	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/042-20260620_022516-p9016_trans_gate_mstep_1m/outputs/p9016_transgate_off_best035_td0p5_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/042-20260620_022516-p9016_trans_gate_mstep_1m/summary.tsv
049-20260620_103248-p9016_trans_dscale_gamma_1m	p9016_transgamma_g1_td0p5_seed17_best035_replay	OK	1	OK	0.352619	0.570929	0.481133	0.55256	0.76939	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g1_td0p5_seed17_best035_replay/p9016_transgamma_g1_td0p5_seed17_best035_replay/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p10_m0p05_w10_seed17_best035	OK	1	OK	0.352584	0.572138	0.48183	0.552672	0.769291	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p10_m0p05_w10_seed17_best035/p9016_callable_negent_t0p10_m0p05_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p0003_seed17_noise0_best035	OK	1	OK	0.352244	0.570017	0.480442	0.551977	0.767643	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p0003_seed17_noise0_best035/p9016_initanchor_k0p0003_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m	p9016_rawremain_chrpair_estep_l0p10_w20_best035	OK	1	OK	0.351938	0.577762	0.484876	0.54822	0.782694	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/outputs/p9016_rawremain_chrpair_estep_l0p10_w20_best035/p9016_rawremain_chrpair_estep_l0p10_w20_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0	OK	1	OK	0.351403	0.568003	0.478911	0.542295	0.763052	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0p01_gct0	OK	1	OK	0.35107	0.568867	0.479282	0.541906	0.762935	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0p01_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
049-20260620_103248-p9016_trans_dscale_gamma_1m	p9016_transgamma_g0p5_td0p75_seed71_best035	OK	1	OK	0.35107	0.56116	0.474745	0.564396	0.780464	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g0p5_td0p75_seed71_best035/p9016_transgamma_g0p5_td0p75_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0_gct0p01	OK	1	OK	0.350959	0.570012	0.479911	0.551588	0.758948	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0_gct0p01/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
036-20260619_212753-p9016_trans_confidence_rho_1m	p9016_pcgamma1_td0p5_transfloor0p25_lct0p03_gct0p003	OK	1	OK	0.350924	0.591564	0.492584	0.548977	0.766898	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/outputs/p9016_pcgamma1_td0p5_transfloor0p25_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/summary.tsv
040-20260620_010533-p9016_normdir_copytrack_1m	p9016_pcgamma1_td0p5_normdir0p003_lct0p03_gct0p003	OK	1	OK	0.350111	0.568857	0.478882	0.549303	0.761056	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/outputs/p9016_pcgamma1_td0p5_normdir0p003_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p03_seed17_noise0_best035	OK	1	OK	0.350021	0.568843	0.478836	0.542406	0.769066	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p03_seed17_noise0_best035/p9016_initanchor_k0p03_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0p01_gct0p003	OK	1	OK	0.34998	0.565392	0.476788	0.54872	0.757005	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0p01_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
