key	value
reference_training_source_3dg	/shared/zliu/CHARM/CHARM_mesc/data/tdg/P9016.20k.3dg.gz
min_sep_unit	0
lambda_sep	0
chr_sep_unit	0
lambda_chr_sep	0
relax_step	0.0120000001
relax_steps	100
temperature_start	1
temperature_end	1
rho_train_start	1
rho_train_end	1
enable_repulsion	1
repulsion_mode	2
repulsion_blocking_mode	current_edge_blocking
repulsion_multiplier	1
k_rel_rep_effective	0.0500000007
write_raw_posterior	0
output_bpair_posterior	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/1pr/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_full.bpair_posterior.tsv
output_coords	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/1pr/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_full.coords.tsv
output_coords_gz	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/1pr/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_full.coords.tsv.gz
output_loop_diag	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/1pr/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_full.loop_diag.tsv
output_force_class_diag	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/1pr/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_full.force_class_diag.tsv
output_sep_diag	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/work_outputs/1pr/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_charm3dg20k_1pr_tempered_pcgamma0_sep_off_ieps0p5_noise0/p9016_full.sep_diag.tsv
status	OK
final_mean_entropy	1.13685071
final_mean_pU	0.820064485
final_mean_sep	1.0043869
final_min_sep	0.0235435367
final_max_sep	9.73301506
final_sum_wedge_k	43672.845143393366
last_training_sum_wedge_k	43672.845143393366
final_refreshed_sum_wedge_k	43670.975742603958
final_refreshed_n_wedges	184047
final_mean_rho_train_bpair	1
final_min_rho_train_bpair	1
final_max_rho_train_bpair	1
final_contact_energy	22179.2148
final_repulsion_energy	9507.20117
final_backbone_energy	259.743561
final_sep_energy	0
final_sep_force_l1	0
posterior_refreshed_after_final_relax	1
posterior_refresh_temperature	1
posterior_refresh_prior_mode	uniform
posterior_refresh_mean_kl	3.0172453783204852e-05
posterior_refresh_top_state_switch_frac	0.00293000368
posterior_refresh_mean_pU_before	0.820237458
posterior_refresh_mean_pU_after	0.820064485
n_bad_iter	0
n_relax_nonfinite_iter	0
n_coord_nonfinite	0
