chr1	chr2	policy	relative_flip	flip_source	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
chr1	chr4	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1167	0.476435304	0.616966581	0.550744249	0.348757498
chr1	chr4	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1167	0.476435304	0.616966581	0.550744249	0.348757498
chr1	chr5	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	865	0.221965318	0.467052023	0.192477876	0.100578035
chr1	chr5	pair_independent_trans_oracle	1	snp_truth_oracle	865	0.287861272	0.532947977	0.307522124	0.160693642
chr1	chr5	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	865	0.221965318	0.467052023	0.192477876	0.100578035
chr1	chr5	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	865	0.221965318	0.467052023	0.192477876	0.100578035
chr1	chr5	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	865	0.221965318	0.467052023	0.192477876	0.100578035
chr1	chr5	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	865	0.221965318	0.467052023	0.192477876	0.100578035
chr1	chr6	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1600	0.576875	0.691875	0.789272031	0.38625
chr1	chr6	pair_independent_trans_oracle	0	snp_truth_oracle	1600	0.576875	0.691875	0.789272031	0.38625
chr1	chr6	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1600	0.576875	0.691875	0.789272031	0.38625
chr1	chr6	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1600	0.576875	0.691875	0.789272031	0.38625
chr1	chr6	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1600	0.576875	0.691875	0.789272031	0.38625
chr1	chr6	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1600	0.576875	0.691875	0.789272031	0.38625
chr1	chr7	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	778	0.275064267	0.524421594	0.274223035	0.192802057
chr1	chr7	pair_independent_trans_oracle	0	snp_truth_oracle	778	0.275064267	0.524421594	0.274223035	0.192802057
chr1	chr7	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	778	0.275064267	0.524421594	0.274223035	0.192802057
chr1	chr7	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	778	0.275064267	0.524421594	0.274223035	0.192802057
chr1	chr7	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	778	0.275064267	0.524421594	0.274223035	0.192802057
chr1	chr7	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	778	0.275064267	0.524421594	0.274223035	0.192802057
chr1	chr8	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1480	0.164864865	0.335135135	0.0786516854	0.0378378378
chr1	chr8	pair_independent_trans_oracle	1	snp_truth_oracle	1480	0.533783784	0.664864865	0.723314607	0.347972973
chr1	chr8	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1480	0.164864865	0.335135135	0.0786516854	0.0378378378
chr1	chr8	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1480	0.164864865	0.335135135	0.0786516854	0.0378378378
chr1	chr8	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1480	0.164864865	0.335135135	0.0786516854	0.0378378378
chr1	chr8	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1480	0.164864865	0.335135135	0.0786516854	0.0378378378
chr1	chr9	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1116	0.224910394	0.419354839	0.216494845	0.0564516129
chr1	chr9	pair_independent_trans_oracle	1	snp_truth_oracle	1116	0.35483871	0.580645161	0.498281787	0.129928315
chr1	chr9	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1116	0.224910394	0.419354839	0.216494845	0.0564516129
chr1	chr9	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1116	0.224910394	0.419354839	0.216494845	0.0564516129
chr1	chr9	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1116	0.224910394	0.419354839	0.216494845	0.0564516129
chr1	chr9	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1116	0.224910394	0.419354839	0.216494845	0.0564516129
chr1	chr10	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	758	0.273087071	0.530343008	0.291770574	0.154353562
chr1	chr10	pair_independent_trans_oracle	0	snp_truth_oracle	758	0.273087071	0.530343008	0.291770574	0.154353562
chr1	chr10	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	758	0.273087071	0.530343008	0.291770574	0.154353562
chr1	chr10	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	758	0.273087071	0.530343008	0.291770574	0.154353562
chr1	chr10	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	758	0.273087071	0.530343008	0.291770574	0.154353562
chr1	chr10	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	758	0.273087071	0.530343008	0.291770574	0.154353562
chr1	chr11	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1466	0.212141883	0.39154161	0.24845679	0.109822647
chr1	chr11	pair_independent_trans_oracle	1	snp_truth_oracle	1466	0.467257844	0.60845839	0.557098765	0.246248295
chr1	chr11	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1466	0.212141883	0.39154161	0.24845679	0.109822647
chr1	chr11	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1466	0.212141883	0.39154161	0.24845679	0.109822647
chr1	chr11	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1466	0.212141883	0.39154161	0.24845679	0.109822647
chr1	chr11	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1466	0.212141883	0.39154161	0.24845679	0.109822647
chr1	chr12	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	815	0.271165644	0.527607362	0.396103896	0.0748466258
chr1	chr12	pair_independent_trans_oracle	0	snp_truth_oracle	815	0.271165644	0.527607362	0.396103896	0.0748466258
chr1	chr12	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	815	0.271165644	0.527607362	0.396103896	0.0748466258
chr1	chr12	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	815	0.271165644	0.527607362	0.396103896	0.0748466258
chr1	chr12	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	815	0.271165644	0.527607362	0.396103896	0.0748466258
chr1	chr12	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	815	0.271165644	0.527607362	0.396103896	0.0748466258
chr1	chr13	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	897	0.258639911	0.468227425	0.280254777	0.0490523969
chr1	chr13	pair_independent_trans_oracle	0	snp_truth_oracle	897	0.258639911	0.468227425	0.280254777	0.0490523969
chr1	chr13	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.258639911	0.468227425	0.280254777	0.0490523969
chr1	chr13	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.258639911	0.468227425	0.280254777	0.0490523969
chr1	chr13	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.258639911	0.468227425	0.280254777	0.0490523969
chr1	chr13	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.258639911	0.468227425	0.280254777	0.0490523969
chr1	chr14	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	607	0.289950577	0.487644152	0.296875	0.187808896
chr1	chr14	pair_independent_trans_oracle	0	snp_truth_oracle	607	0.289950577	0.487644152	0.296875	0.187808896
chr1	chr14	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.289950577	0.487644152	0.296875	0.187808896
chr1	chr14	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.289950577	0.487644152	0.296875	0.187808896
chr1	chr14	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.289950577	0.487644152	0.296875	0.187808896
chr1	chr14	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.289950577	0.487644152	0.296875	0.187808896
chr1	chr15	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	966	0.152173913	0.35300207	0.107594937	0.0527950311
chr1	chr15	pair_independent_trans_oracle	1	snp_truth_oracle	966	0.50931677	0.64699793	0.689873418	0.338509317
chr1	chr15	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.152173913	0.35300207	0.107594937	0.0527950311
chr1	chr15	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.152173913	0.35300207	0.107594937	0.0527950311
chr1	chr15	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.152173913	0.35300207	0.107594937	0.0527950311
chr1	chr15	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.152173913	0.35300207	0.107594937	0.0527950311
chr1	chr16	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	548	0.27189781	0.49270073	0.202185792	0.0675182482
chr1	chr16	pair_independent_trans_oracle	0	snp_truth_oracle	548	0.27189781	0.49270073	0.202185792	0.0675182482
chr1	chr16	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.27189781	0.49270073	0.202185792	0.0675182482
chr1	chr16	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.27189781	0.49270073	0.202185792	0.0675182482
chr1	chr16	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.27189781	0.49270073	0.202185792	0.0675182482
chr1	chr16	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.27189781	0.49270073	0.202185792	0.0675182482
chr1	chr17	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1142	0.436952715	0.647110333	0.779456193	0.22591944
chr1	chr17	pair_independent_trans_oracle	0	snp_truth_oracle	1142	0.436952715	0.647110333	0.779456193	0.22591944
chr1	chr17	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.436952715	0.647110333	0.779456193	0.22591944
chr1	chr17	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.436952715	0.647110333	0.779456193	0.22591944
chr1	chr17	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.436952715	0.647110333	0.779456193	0.22591944
chr1	chr17	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.436952715	0.647110333	0.779456193	0.22591944
chr1	chr18	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	570	0.263157895	0.51754386	0.272727273	0.0684210526
chr1	chr18	pair_independent_trans_oracle	0	snp_truth_oracle	570	0.263157895	0.51754386	0.272727273	0.0684210526
chr1	chr18	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.263157895	0.51754386	0.272727273	0.0684210526
chr1	chr18	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.263157895	0.51754386	0.272727273	0.0684210526
chr1	chr18	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.263157895	0.51754386	0.272727273	0.0684210526
chr1	chr18	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.263157895	0.51754386	0.272727273	0.0684210526
chr1	chr19	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	347	0.268011527	0.498559078	0.307692308	0.0922190202
chr1	chr19	pair_independent_trans_oracle	1	snp_truth_oracle	347	0.273775216	0.501440922	0.336538462	0.100864553
chr1	chr19	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.268011527	0.498559078	0.307692308	0.0922190202
chr1	chr19	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.268011527	0.498559078	0.307692308	0.0922190202
chr1	chr19	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.268011527	0.498559078	0.307692308	0.0922190202
chr1	chr19	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.268011527	0.498559078	0.307692308	0.0922190202
chr1	chrX	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1233	0.406326034	0.597729116	0.534146341	0.177615572
chr1	chrX	pair_independent_trans_oracle	0	snp_truth_oracle	1233	0.406326034	0.597729116	0.534146341	0.177615572
chr1	chrX	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.406326034	0.597729116	0.534146341	0.177615572
chr1	chrX	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.406326034	0.597729116	0.534146341	0.177615572
chr1	chrX	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.406326034	0.597729116	0.534146341	0.177615572
chr1	chrX	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.406326034	0.597729116	0.534146341	0.177615572
chr2	chr3	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1464	0.272540984	0.408469945	0.262222222	0.161202186
chr2	chr3	pair_independent_trans_oracle	1	snp_truth_oracle	1464	0.474043716	0.591530055	0.552222222	0.339480874
chr2	chr3	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.272540984	0.408469945	0.262222222	0.161202186
chr2	chr3	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.272540984	0.408469945	0.262222222	0.161202186
chr2	chr3	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.272540984	0.408469945	0.262222222	0.161202186
chr2	chr3	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.272540984	0.408469945	0.262222222	0.161202186
chr2	chr4	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1382	0.584659913	0.743849493	0.756906077	0.396526773
chr2	chr4	pair_independent_trans_oracle	0	snp_truth_oracle	1382	0.584659913	0.743849493	0.756906077	0.396526773
chr2	chr4	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.584659913	0.743849493	0.756906077	0.396526773
chr2	chr4	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.584659913	0.743849493	0.756906077	0.396526773
chr2	chr4	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.584659913	0.743849493	0.756906077	0.396526773
chr2	chr4	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.584659913	0.743849493	0.756906077	0.396526773
chr2	chr5	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	864	0.241898148	0.476851852	0.2125	0.0393518519
chr2	chr5	pair_independent_trans_oracle	1	snp_truth_oracle	864	0.284722222	0.523148148	0.25625	0.0474537037
chr2	chr5	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.241898148	0.476851852	0.2125	0.0393518519
chr2	chr5	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.241898148	0.476851852	0.2125	0.0393518519
chr2	chr5	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.241898148	0.476851852	0.2125	0.0393518519
chr2	chr5	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.241898148	0.476851852	0.2125	0.0393518519
chr2	chr6	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1660	0.658433735	0.753614458	0.772007042	0.528313253
chr2	chr6	pair_independent_trans_oracle	0	snp_truth_oracle	1660	0.658433735	0.753614458	0.772007042	0.528313253
chr2	chr6	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.753614458	0.772007042	0.528313253
chr2	chr6	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.753614458	0.772007042	0.528313253
chr2	chr6	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.753614458	0.772007042	0.528313253
chr2	chr6	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.753614458	0.772007042	0.528313253
chr2	chr7	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1126	0.327708703	0.507104796	0.383015598	0.196269982
chr2	chr7	pair_independent_trans_oracle	0	snp_truth_oracle	1126	0.327708703	0.507104796	0.383015598	0.196269982
chr2	chr7	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.327708703	0.507104796	0.383015598	0.196269982
chr2	chr7	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.327708703	0.507104796	0.383015598	0.196269982
chr2	chr7	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.327708703	0.507104796	0.383015598	0.196269982
chr2	chr7	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.327708703	0.507104796	0.383015598	0.196269982
chr2	chr8	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1477	0.127962085	0.255247123	0.0795918367	0.0528097495
chr2	chr8	pair_independent_trans_oracle	1	snp_truth_oracle	1477	0.582938389	0.744752877	0.715306122	0.474610697
chr2	chr8	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.127962085	0.255247123	0.0795918367	0.0528097495
chr2	chr8	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.127962085	0.255247123	0.0795918367	0.0528097495
chr2	chr8	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.127962085	0.255247123	0.0795918367	0.0528097495
chr2	chr8	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.127962085	0.255247123	0.0795918367	0.0528097495
chr2	chr9	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1624	0.554187192	0.642857143	0.677339901	0.338669951
chr2	chr9	pair_independent_trans_oracle	0	snp_truth_oracle	1624	0.554187192	0.642857143	0.677339901	0.338669951
chr2	chr9	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.554187192	0.642857143	0.677339901	0.338669951
chr2	chr9	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.554187192	0.642857143	0.677339901	0.338669951
chr2	chr9	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.554187192	0.642857143	0.677339901	0.338669951
chr2	chr9	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.554187192	0.642857143	0.677339901	0.338669951
chr2	chr10	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	664	0.277108434	0.506024096	0.311258278	0.0707831325
chr2	chr10	pair_independent_trans_oracle	1	snp_truth_oracle	664	0.281626506	0.493975904	0.278145695	0.063253012
chr2	chr10	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.506024096	0.311258278	0.0707831325
chr2	chr10	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.506024096	0.311258278	0.0707831325
chr2	chr10	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.506024096	0.311258278	0.0707831325
chr2	chr10	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.506024096	0.311258278	0.0707831325
chr2	chr11	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	940	0.213829787	0.463829787	0.111111111	0.00957446809
chr2	chr11	pair_independent_trans_oracle	0	snp_truth_oracle	940	0.213829787	0.463829787	0.111111111	0.00957446809
chr2	chr11	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.213829787	0.463829787	0.111111111	0.00957446809
chr2	chr11	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.213829787	0.463829787	0.111111111	0.00957446809
chr2	chr11	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.213829787	0.463829787	0.111111111	0.00957446809
chr2	chr11	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.213829787	0.463829787	0.111111111	0.00957446809
chr2	chr12	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	701	0.236804565	0.519258203	0.185185185	0.0213980029
chr2	chr12	pair_independent_trans_oracle	1	snp_truth_oracle	701	0.259629101	0.480741797	0.222222222	0.0256776034
chr2	chr12	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.236804565	0.519258203	0.185185185	0.0213980029
chr2	chr12	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.236804565	0.519258203	0.185185185	0.0213980029
chr2	chr12	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.236804565	0.519258203	0.185185185	0.0213980029
chr2	chr12	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.236804565	0.519258203	0.185185185	0.0213980029
chr2	chr13	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	715	0.239160839	0.507692308	0.212121212	0.00979020979
chr2	chr13	pair_independent_trans_oracle	1	snp_truth_oracle	715	0.268531469	0.492307692	0.393939394	0.0181818182
chr2	chr13	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.239160839	0.507692308	0.212121212	0.00979020979
chr2	chr13	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.239160839	0.507692308	0.212121212	0.00979020979
chr2	chr13	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.239160839	0.507692308	0.212121212	0.00979020979
chr2	chr13	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.239160839	0.507692308	0.212121212	0.00979020979
chr2	chr14	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	635	0.234645669	0.519685039	0.244444444	0.155905512
chr2	chr14	pair_independent_trans_oracle	1	snp_truth_oracle	635	0.25511811	0.480314961	0.264197531	0.168503937
chr2	chr14	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.519685039	0.244444444	0.155905512
chr2	chr14	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.519685039	0.244444444	0.155905512
chr2	chr14	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.519685039	0.244444444	0.155905512
chr2	chr14	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.519685039	0.244444444	0.155905512
chr2	chr15	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	490	0.240816327	0.5	0.166666667	0.0306122449
chr2	chr15	pair_independent_trans_oracle	1	snp_truth_oracle	490	0.251020408	0.5	0.266666667	0.0489795918
chr2	chr15	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.240816327	0.5	0.166666667	0.0306122449
chr2	chr15	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.240816327	0.5	0.166666667	0.0306122449
chr2	chr15	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.240816327	0.5	0.166666667	0.0306122449
chr2	chr15	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.240816327	0.5	0.166666667	0.0306122449
chr2	chr16	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1019	0.599607458	0.722276742	0.801512287	0.41609421
chr2	chr16	pair_independent_trans_oracle	0	snp_truth_oracle	1019	0.599607458	0.722276742	0.801512287	0.41609421
chr2	chr16	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.599607458	0.722276742	0.801512287	0.41609421
chr2	chr16	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.599607458	0.722276742	0.801512287	0.41609421
chr2	chr16	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.599607458	0.722276742	0.801512287	0.41609421
chr2	chr16	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.599607458	0.722276742	0.801512287	0.41609421
chr2	chr17	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	653	0.306278714	0.516079632	0.301754386	0.131699847
chr2	chr17	pair_independent_trans_oracle	0	snp_truth_oracle	653	0.306278714	0.516079632	0.301754386	0.131699847
chr2	chr17	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	653	0.306278714	0.516079632	0.301754386	0.131699847
