chr	bid	start	end	bead_size_bp	n_child_1mb
chr14	486	56000000	60000000	4000000	-1
chr14	487	60000000	64000000	4000000	-1
chr14	488	64000000	68000000	4000000	-1
chr14	489	68000000	72000000	4000000	-1
chr14	490	72000000	76000000	4000000	-1
chr14	491	76000000	80000000	4000000	-1
chr14	492	80000000	84000000	4000000	-1
chr14	493	84000000	88000000	4000000	-1
chr14	494	88000000	92000000	4000000	-1
chr14	495	92000000	96000000	4000000	-1
chr14	496	96000000	100000000	4000000	-1
chr14	497	100000000	104000000	4000000	-1
chr14	498	104000000	108000000	4000000	-1
chr14	499	108000000	112000000	4000000	-1
chr14	500	112000000	116000000	4000000	-1
chr14	501	116000000	120000000	4000000	-1
chr14	502	120000000	124902244	4902244	-1
chr15	503	0	4000000	4000000	-1
chr15	504	4000000	8000000	4000000	-1
chr15	505	8000000	12000000	4000000	-1
chr15	506	12000000	16000000	4000000	-1
chr15	507	16000000	20000000	4000000	-1
chr15	508	20000000	24000000	4000000	-1
chr15	509	24000000	28000000	4000000	-1
chr15	510	28000000	32000000	4000000	-1
chr15	511	32000000	36000000	4000000	-1
chr15	512	36000000	40000000	4000000	-1
chr15	513	40000000	44000000	4000000	-1
chr15	514	44000000	48000000	4000000	-1
chr15	515	48000000	52000000	4000000	-1
chr15	516	52000000	56000000	4000000	-1
chr15	517	56000000	60000000	4000000	-1
chr15	518	60000000	64000000	4000000	-1
chr15	519	64000000	68000000	4000000	-1
chr15	520	68000000	72000000	4000000	-1
chr15	521	72000000	76000000	4000000	-1
chr15	522	76000000	80000000	4000000	-1
chr15	523	80000000	84000000	4000000	-1
chr15	524	84000000	88000000	4000000	-1
chr15	525	88000000	92000000	4000000	-1
chr15	526	92000000	96000000	4000000	-1
chr15	527	96000000	100000000	4000000	-1
chr15	528	100000000	104043685	4043685	-1
chr16	529	0	4000000	4000000	-1
chr16	530	4000000	8000000	4000000	-1
chr16	531	8000000	12000000	4000000	-1
chr16	532	12000000	16000000	4000000	-1
chr16	533	16000000	20000000	4000000	-1
chr16	534	20000000	24000000	4000000	-1
chr16	535	24000000	28000000	4000000	-1
chr16	536	28000000	32000000	4000000	-1
chr16	537	32000000	36000000	4000000	-1
chr16	538	36000000	40000000	4000000	-1
chr16	539	40000000	44000000	4000000	-1
chr16	540	44000000	48000000	4000000	-1
chr16	541	48000000	52000000	4000000	-1
chr16	542	52000000	56000000	4000000	-1
chr16	543	56000000	60000000	4000000	-1
chr16	544	60000000	64000000	4000000	-1
chr16	545	64000000	68000000	4000000	-1
chr16	546	68000000	72000000	4000000	-1
chr16	547	72000000	76000000	4000000	-1
chr16	548	76000000	80000000	4000000	-1
chr16	549	80000000	84000000	4000000	-1
chr16	550	84000000	88000000	4000000	-1
chr16	551	88000000	92000000	4000000	-1
chr16	552	92000000	96000000	4000000	-1
chr16	553	96000000	98207768	2207768	-1
chr17	554	0	4000000	4000000	-1
chr17	555	4000000	8000000	4000000	-1
chr17	556	8000000	12000000	4000000	-1
chr17	557	12000000	16000000	4000000	-1
chr17	558	16000000	20000000	4000000	-1
chr17	559	20000000	24000000	4000000	-1
chr17	560	24000000	28000000	4000000	-1
chr17	561	28000000	32000000	4000000	-1
chr17	562	32000000	36000000	4000000	-1
chr17	563	36000000	40000000	4000000	-1
chr17	564	40000000	44000000	4000000	-1
chr17	565	44000000	48000000	4000000	-1
chr17	566	48000000	52000000	4000000	-1
chr17	567	52000000	56000000	4000000	-1
chr17	568	56000000	60000000	4000000	-1
chr17	569	60000000	64000000	4000000	-1
chr17	570	64000000	68000000	4000000	-1
chr17	571	68000000	72000000	4000000	-1
chr17	572	72000000	76000000	4000000	-1
chr17	573	76000000	80000000	4000000	-1
chr17	574	80000000	84000000	4000000	-1
chr17	575	84000000	88000000	4000000	-1
chr17	576	88000000	92000000	4000000	-1
chr17	577	92000000	94987271	2987271	-1
chr18	578	0	4000000	4000000	-1
chr18	579	4000000	8000000	4000000	-1
chr18	580	8000000	12000000	4000000	-1
chr18	581	12000000	16000000	4000000	-1
chr18	582	16000000	20000000	4000000	-1
chr18	583	20000000	24000000	4000000	-1
chr18	584	24000000	28000000	4000000	-1
chr18	585	28000000	32000000	4000000	-1
chr18	586	32000000	36000000	4000000	-1
chr18	587	36000000	40000000	4000000	-1
chr18	588	40000000	44000000	4000000	-1
chr18	589	44000000	48000000	4000000	-1
chr18	590	48000000	52000000	4000000	-1
chr18	591	52000000	56000000	4000000	-1
chr18	592	56000000	60000000	4000000	-1
chr18	593	60000000	64000000	4000000	-1
chr18	594	64000000	68000000	4000000	-1
chr18	595	68000000	72000000	4000000	-1
chr18	596	72000000	76000000	4000000	-1
chr18	597	76000000	80000000	4000000	-1
chr18	598	80000000	84000000	4000000	-1
chr18	599	84000000	88000000	4000000	-1
chr18	600	88000000	90702639	2702639	-1
chr19	601	0	4000000	4000000	-1
chr19	602	4000000	8000000	4000000	-1
chr19	603	8000000	12000000	4000000	-1
chr19	604	12000000	16000000	4000000	-1
chr19	605	16000000	20000000	4000000	-1
chr19	606	20000000	24000000	4000000	-1
chr19	607	24000000	28000000	4000000	-1
chr19	608	28000000	32000000	4000000	-1
chr19	609	32000000	36000000	4000000	-1
chr19	610	36000000	40000000	4000000	-1
chr19	611	40000000	44000000	4000000	-1
chr19	612	44000000	48000000	4000000	-1
chr19	613	48000000	52000000	4000000	-1
chr19	614	52000000	56000000	4000000	-1
chr19	615	56000000	61431566	5431566	-1
chrX	616	0	4000000	4000000	-1
chrX	617	4000000	8000000	4000000	-1
chrX	618	8000000	12000000	4000000	-1
chrX	619	12000000	16000000	4000000	-1
chrX	620	16000000	20000000	4000000	-1
chrX	621	20000000	24000000	4000000	-1
chrX	622	24000000	28000000	4000000	-1
chrX	623	28000000	32000000	4000000	-1
chrX	624	32000000	36000000	4000000	-1
chrX	625	36000000	40000000	4000000	-1
chrX	626	40000000	44000000	4000000	-1
chrX	627	44000000	48000000	4000000	-1
chrX	628	48000000	52000000	4000000	-1
chrX	629	52000000	56000000	4000000	-1
chrX	630	56000000	60000000	4000000	-1
chrX	631	60000000	64000000	4000000	-1
chrX	632	64000000	68000000	4000000	-1
chrX	633	68000000	72000000	4000000	-1
chrX	634	72000000	76000000	4000000	-1
chrX	635	76000000	80000000	4000000	-1
chrX	636	80000000	84000000	4000000	-1
chrX	637	84000000	88000000	4000000	-1
chrX	638	88000000	92000000	4000000	-1
chrX	639	92000000	96000000	4000000	-1
chrX	640	96000000	100000000	4000000	-1
chrX	641	100000000	104000000	4000000	-1
chrX	642	104000000	108000000	4000000	-1
chrX	643	108000000	112000000	4000000	-1
chrX	644	112000000	116000000	4000000	-1
chrX	645	116000000	120000000	4000000	-1
chrX	646	120000000	124000000	4000000	-1
chrX	647	124000000	128000000	4000000	-1
chrX	648	128000000	132000000	4000000	-1
chrX	649	132000000	136000000	4000000	-1
chrX	650	136000000	140000000	4000000	-1
chrX	651	140000000	144000000	4000000	-1
chrX	652	144000000	148000000	4000000	-1
chrX	653	148000000	152000000	4000000	-1
chrX	654	152000000	156000000	4000000	-1
chrX	655	156000000	160000000	4000000	-1
chrX	656	160000000	164000000	4000000	-1
chrX	657	164000000	168000000	4000000	-1
chrX	658	168000000	171031299	3031299	-1
