chr1	chr2	n_bpair	n_contacts	whole_chrom_top1_accuracy	chr_pair_oracle_top1_accuracy	best_relative_flip_chr2	nearest_geometry_state_accuracy	same_cross_accuracy	pmax90_accuracy	pmax90_recall	truth_state_distance_rank_mean	truth_state_is_nearest_fraction	posterior_top1_distance_rank_mean	posterior_top1_is_nearest_fraction	posterior_top1_distance_gap_mean
chr5	chr10	86	407	0.191646192	0.461916462	1	0.243243243	0.228501229	0	0	2.17690418	0.245700246	1.05896806	0.941031941	1.04703951
chr5	chr11	16	40	0.8	0.8	0	0.8	0.975	0.823529412	0.35	1.375	0.875	1.15	0.95	3.28037411
chr5	chr13	4	16	1	1	0	1	1	1	0.625	1	1	1	1	4.3124153
chr5	chr14	64	233	0.536480687	0.536480687	0	0.536480687	0.587982833	1	0.343347639	1.85407725	0.536480687	1.02575107	0.991416309	1.60522424
chr5	chr15	1	4	0	0	0	0	1	NA	0	3	0	1	1	1.11619413
chr5	chr16	87	339	0.191740413	0.191740413	0	0.209439528	0.297935103	0.0198675497	0.00884955752	2.19174041	0.218289086	1.02064897	0.979351032	1.73744544
chr5	chr18	66	260	0.223076923	0.223076923	0	0.230769231	0.223076923	0.147286822	0.0730769231	1.86153846	0.238461538	1.00769231	0.992307692	1.60943086
chr5	chr19	25	115	0.808695652	0.808695652	0	0.808695652	0.808695652	0.89	0.773913043	1.31304348	0.8	1	1	4.47233781
chr6	chr9	40	131	0	0.00763358779	1	0	0	0	0	2.80152672	0	1	1	5.29172833
chr6	chr10	103	329	0.76899696	0.76899696	0	0.76899696	0.790273556	0.604651163	0.237082067	1.22796353	0.781155015	1	1	1.91160005
chr6	chr13	26	51	0.960784314	0.960784314	0	0.980392157	0.960784314	1	0.176470588	1	1	1.05882353	0.980392157	4.41534202
chr6	chr14	129	453	0.518763797	0.518763797	0	0.518763797	0.525386313	0.519637462	0.379690949	1.8388521	0.51214128	1	1	3.1432811
chr6	chr16	111	366	0.385245902	0.385245902	0	0.37704918	0.871584699	0.364864865	0.221311475	2.58469945	0.382513661	1.00819672	0.991803279	2.34461988
chr6	chr17	8	38	0	0	0	0	1	0	0	2.92105263	0	1	1	3.18335859
chr6	chr18	34	116	0.0431034483	0.603448276	1	0.0431034483	0.0603448276	0	0	2.31034483	0.0431034483	1	1	2.48271832
chr6	chr19	64	295	0.969491525	0.969491525	0	0.969491525	0.972881356	0.974264706	0.898305085	1.03050847	0.986440678	1.00338983	0.996610169	4.74387164
chr7	chr8	1	7	0	0	0	0	0	NA	0	3	0	1	1	3.58595775
chr7	chr12	39	173	0.49132948	0.49132948	0	0.473988439	0.514450867	0.771428571	0.312138728	1.58959538	0.485549133	1.02312139	0.976878613	1.60025617
chr7	chr14	36	103	0	0	0	0	0	0	0	2.73786408	0	1	1	4.77760089
chr7	chr15	6	17	0	0	0	0	0	NA	0	4	0	1	1	1.82755684
chr7	chr18	111	410	0.00487804878	0.00487804878	0	0.00487804878	0.0170731707	0.00576368876	0.00487804878	2.79268293	0	1	1	4.57632845
chr7	chr19	12	45	0	0	0	0	0.0222222222	0	0	3	0	1	1	2.78490667
chr8	chr11	389	1600	0.253125	0.256875	1	0.253125	0.39875	0.306616962	0.205625	2.551875	0.255625	1.0025	0.9975	1.89228418
chr8	chr13	12	30	0.0333333333	0.0333333333	0	0.0333333333	1	NA	0	4	0	1	1	1.28316051
chr8	chr14	50	304	0.0328947368	0.0328947368	0	0.0328947368	0.588815789	0.0109289617	0.00657894737	2.56907895	0.0296052632	1	1	2.00588521
chr8	chr15	138	437	0.95194508	0.95194508	0	0.95194508	0.961098398	0.986522911	0.837528604	1.05263158	0.963386728	1	1	3.58849151
chr8	chr17	4	18	0.888888889	0.888888889	0	1	0.888888889	1	0.611111111	1	1	1.22222222	0.888888889	2.47560198
chr8	chr18	4	14	1	1	0	1	1	NA	0	1	1	1	1	0.283822792
chr8	chr19	35	166	0.644578313	0.644578313	0	0.644578313	0.674698795	0.711864407	0.506024096	1.48795181	0.63253012	1.04819277	0.981927711	2.89111255
chr8	chrX	5	17	0	1	1	0	0	NA	0	3.94117647	0	1	1	1.95334159
chr9	chr11	3	6	0	1	1	0	0	NA	0	3.33333333	0	1	1	0.532918466
chr9	chr12	10	45	0.977777778	0.977777778	0	0.977777778	0.977777778	0.977272727	0.955555556	1	1	1	1	6.07032145
chr9	chr16	69	161	0.0745341615	0.0745341615	0	0.0745341615	0.298136646	0	0	3.44099379	0.0745341615	1.03726708	0.962732919	1.43479242
chr9	chr17	104	483	0.979296066	0.979296066	0	0.983436853	0.98757764	0.984716157	0.933747412	1.01449275	0.989648033	1.01242236	0.995859213	5.76531491
chr9	chrX	35	105	0.019047619	0.019047619	0	0.019047619	0.20952381	0.0144927536	0.00952380952	4	0	1.06666667	0.971428571	3.03184916
chr10	chr12	90	295	0.989830508	0.989830508	0	0.993220339	0.996610169	1	0.749152542	1.00677966	0.996610169	1.00677966	0.996610169	3.9505767
chr10	chr13	59	201	0.925373134	0.925373134	0	0.925373134	0.925373134	0.961038961	0.368159204	1.12437811	0.940298507	1.01492537	0.995024876	2.42978576
chr10	chr14	1	1	1	1	0	1	1	NA	0	1	1	1	1	2.06088117
chr10	chr15	63	255	0.980392157	0.980392157	0	0.988235294	0.992156863	0.99382716	0.631372549	1.02352941	0.992156863	1.01568627	0.992156863	2.97682326
chr10	chr16	98	324	0.552469136	0.552469136	0	0.555555556	0.558641975	0.717741935	0.274691358	1.44135802	0.558641975	1.01234568	0.99382716	1.58895315
chr10	chr17	45	174	0.511494253	0.511494253	0	0.511494253	0.534482759	0.50931677	0.471264368	1.87356322	0.522988506	1	1	4.90232965
chr10	chr18	15	45	0.977777778	0.977777778	0	0.977777778	1	NA	0	1.06666667	0.977777778	1	1	1.40822462
chr10	chr19	2	2	0.5	0.5	0	1	0.5	NA	0	1	1	2.5	0.5	1.60853114
chr11	chr13	88	355	0.985915493	0.985915493	0	0.985915493	0.988732394	0.991150442	0.946478873	1.01690141	0.991549296	1	1	4.55797536
chr11	chr14	67	259	0.911196911	0.911196911	0	0.911196911	0.911196911	0.956521739	0.849420849	1.1003861	0.915057915	1	1	4.43489383
chr11	chr15	3	6	0.666666667	0.666666667	0	1	1	NA	0	1	1	1	1	3.79671681
chr11	chr17	4	15	1	1	0	1	1	NA	0	1	1	1	1	5.88931438
chr11	chr19	63	217	0.0138248848	0.0138248848	0	0.0138248848	0.0552995392	0.0149253731	0.0138248848	2.32718894	0.0184331797	1	1	4.13524198
chr11	chrX	97	295	0.983050847	0.983050847	0	0.986440678	0.983050847	0.989547038	0.962711864	1.02033898	0.989830508	1.00338983	0.996610169	7.19194676
chr12	chr13	266	1111	0.511251125	0.511251125	0	0.511251125	0.578757876	0.560819462	0.394239424	2.14041404	0.518451845	1	1	2.42798354
chr12	chr15	100	326	0.309815951	0.309815951	0	0.312883436	0.957055215	0.325123153	0.202453988	2.32822086	0.312883436	1.01226994	0.987730061	1.9563586
chr12	chr16	4	11	0	0.909090909	1	0	0.0909090909	NA	0	2.36363636	0	1	1	2.63949737
chr12	chr17	64	257	0.607003891	0.607003891	0	0.59922179	0.789883268	0.985074627	0.256809339	1.82879377	0.607003891	1.02723735	0.972762646	1.27686986
chr12	chr18	22	84	0.571428571	0.571428571	0	0.571428571	0.571428571	0.6	0.178571429	1.44047619	0.583333333	1	1	1.56981532
chr12	chr19	61	286	0.531468531	0.531468531	0	0.531468531	0.531468531	0.5	0.437062937	2.21328671	0.541958042	1	1	3.54510806
chr13	chr14	26	129	1	1	0	1	1	1	0.945736434	1	1	1.06976744	0.976744186	3.08546202
chr13	chr16	52	224	0.986607143	0.986607143	0	0.986607143	0.991071429	0.994736842	0.84375	1.02232143	0.986607143	1	1	3.90739506
chr13	chr17	94	330	0.945454545	0.945454545	0	0.945454545	0.951515152	0.97037037	0.793939394	1.13030303	0.951515152	1	1	2.80003372
chr13	chr18	62	177	0.491525424	0.514124294	1	0.480225989	0.491525424	0.426470588	0.163841808	1.58757062	0.485875706	1.03389831	0.988700565	1.78382077
chr13	chr19	123	366	0.87431694	0.87431694	0	0.87431694	0.887978142	0.858447489	0.513661202	1.30054645	0.885245902	1.00546448	0.994535519	2.43858997
chr13	chrX	9	24	0.916666667	0.916666667	0	0.916666667	0.916666667	0.954545455	0.875	1.08333333	0.958333333	1	1	4.73819873
chr14	chr18	52	228	0.99122807	0.99122807	0	0.99122807	0.995614035	0.990521327	0.916666667	1	1	1	1	3.83034053
chr14	chr19	8	46	0.0217391304	0.97826087	1	0.0217391304	0.0217391304	0.0217391304	0.0217391304	3.04347826	0	1	1	3.40856191
chr15	chr17	95	362	0.00552486188	0.58839779	1	0.00552486188	0.00828729282	0.00727272727	0.00552486188	2.63812155	0	1	1	4.57425538
chr15	chr18	76	339	0.0147492625	0.914454277	1	0.0147492625	0.0825958702	0.0109489051	0.00884955752	2.50442478	0.00589970501	1	1	3.12910697
chr15	chr19	34	127	0.0236220472	0.708661417	1	0.0236220472	0.291338583	0.0138888889	0.00787401575	2.76377953	0	1	1	2.99539026
chr16	chr17	2	11	0	0	0	0	1	NA	0	4	0	1	1	0.430749427
chr16	chr18	142	569	0.0702987698	0.0702987698	0	0.0492091388	0.079086116	0.00238095238	0.00175746924	1.99472759	0.0509666081	1.03339192	0.966608084	2.06926919
chr16	chr19	57	189	0.761904762	0.761904762	0	0.761904762	0.767195767	0.617977528	0.291005291	1.23809524	0.761904762	1	1	1.97396888
chr17	chr19	43	148	0.0135135135	0.952702703	1	0.0135135135	0.0337837838	0.0166666667	0.0135135135	3.87162162	0	1	1	3.44225676
chr17	chrX	52	228	1	1	0	1	1	1	0.921052632	1	1	1	1	3.19616002
chr18	chr19	38	154	0.00649350649	0.506493506	1	0.00649350649	0.487012987	0	0	2.95454545	0.00649350649	1	1	1.98627539
