source	scope	copy_swap_policy	n_eval_contacts	top1_correct_contacts	top1_accuracy	same_cross_correct_contacts	same_cross_accuracy	pmax_threshold	n_called_contacts	called_contact_fraction	pmax_threshold_correct_contacts	pmax_threshold_accuracy	pmax_threshold_recall	pmax_threshold_same_cross_correct_contacts	pmax_threshold_same_cross_accuracy	pmax_threshold_same_cross_recall
charm3dg_uniform_prior_fdg	chr18_cis	charm3dg_reference_copy_labels	7868	1637	0.20805795627859686	7760	0.9862735129639044	0.9	1775	0.22559735638027453	11	0.006197183098591549	0.0013980681240467717	1766	0.9949295774647887	0.2244534824605999
charm3dg_uniform_prior_fdg	chr19_cis	charm3dg_reference_copy_labels	3712	1061	0.28582974137931033	3645	0.9819504310344828	0.9	409	0.11018318965517242	1	0.0024449877750611247	0.00026939655172413793	407	0.9951100244498777	0.10964439655172414
charm3dg_uniform_prior_fdg	chrX_cis	charm3dg_reference_copy_labels	4838	1145	0.23666804464654817	4735	0.9787102108309219	0.9	1262	0.26085159156676313	10	0.00792393026941363	0.002066969822240595	1242	0.9841521394611727	0.2567176519222819
reconstruction_posterior	genome_all	per_chrom_cis_distance_spearman_fixed	350034	121740	0.34779478564939403	269121	0.7688424553043418	0.9	119112	0.34028694355405475	32667	0.27425448317549866	0.09332521983578738	83246	0.6988884411310363	0.23782261151773829
reconstruction_posterior	genome_cis	per_chrom_cis_distance_spearman_fixed	206057	93258	0.45258350844669193	199747	0.969377405281063	0.9	55277	0.26826072397443423	22321	0.4038026665701829	0.10832439567692434	53598	0.969625703276227	0.26011249314510065
reconstruction_posterior	genome_trans	per_chrom_cis_distance_spearman_fixed	143977	28482	0.19782326343791024	69374	0.4818408495801413	0.9	63835	0.44336942706126675	10346	0.1620740972820553	0.07185869965341686	29648	0.4644474034620506	0.20592177917306237
reconstruction_posterior	chr1_cis	per_chrom_cis_distance_spearman_fixed	18598	7757	0.4170878589095602	17831	0.9587590063447683	0.9	4916	0.2643294977954619	1711	0.3480471928397071	0.09199913969244004	4625	0.9408055329536208	0.24868265404882245
reconstruction_posterior	chr2_cis	per_chrom_cis_distance_spearman_fixed	13328	4374	0.3281812725090036	13046	0.9788415366146459	0.9	3348	0.25120048019207686	509	0.1520310633213859	0.03819027611044418	3297	0.9847670250896058	0.24737394957983194
reconstruction_posterior	chr3_cis	per_chrom_cis_distance_spearman_fixed	14312	5393	0.37681665735047515	14046	0.9814141978759083	0.9	4624	0.32308552263834545	1346	0.29108996539792387	0.09404695360536612	4589	0.9924307958477508	0.3206400223588597
reconstruction_posterior	chr4_cis	per_chrom_cis_distance_spearman_fixed	12274	4794	0.39058171745152354	12080	0.9841942317093042	0.9	2359	0.19219488349356362	612	0.25943196269605767	0.04986149584487535	2346	0.9944891903348877	0.19113573407202217
reconstruction_posterior	chr5_cis	per_chrom_cis_distance_spearman_fixed	13083	7139	0.5456699533746082	12249	0.9362531529465719	0.9	3065	0.23427348467476877	1736	0.566394779771615	0.1326912787586945	2887	0.9419249592169657	0.22066804249789804
reconstruction_posterior	chr6_cis	per_chrom_cis_distance_spearman_fixed	13079	4643	0.3549965593699824	12825	0.980579555011851	0.9	3624	0.27708540408288096	681	0.1879139072847682	0.052068200932793025	3590	0.9906181015452539	0.27448581695848306
reconstruction_posterior	chr7_cis	per_chrom_cis_distance_spearman_fixed	12293	5971	0.48572358252664116	11410	0.9281705035385992	0.9	3290	0.26763198568290897	1504	0.45714285714285713	0.12234605059790124	3120	0.9483282674772037	0.25380297730415685
reconstruction_posterior	chr8_cis	per_chrom_cis_distance_spearman_fixed	10870	4668	0.42943882244710213	10583	0.9735970561177553	0.9	3382	0.3111315547378105	1308	0.38675340035481964	0.12033118675252989	3298	0.9751626256652868	0.3034038638454462
reconstruction_posterior	chr9_cis	per_chrom_cis_distance_spearman_fixed	10653	5831	0.5473575518633249	10464	0.9822585187271191	0.9	2491	0.23383084577114427	1511	0.6065837013247691	0.14183797991176195	2478	0.9947812123645122	0.23261053224443817
reconstruction_posterior	chr10_cis	per_chrom_cis_distance_spearman_fixed	12128	6856	0.5653034300791556	11919	0.9827671503957783	0.9	3246	0.2676451187335092	1984	0.6112138016019717	0.16358839050131926	3197	0.9849044978434996	0.2636048812664908
reconstruction_posterior	chr11_cis	per_chrom_cis_distance_spearman_fixed	10338	6036	0.583865351131747	10176	0.9843296575739988	0.9	2992	0.2894176823370091	1932	0.6457219251336899	0.1868833430063842	2947	0.9849598930481284	0.2850648094408977
reconstruction_posterior	chr12_cis	per_chrom_cis_distance_spearman_fixed	8721	4972	0.5701181057218209	8279	0.949317738791423	0.9	2530	0.29010434583190003	1467	0.5798418972332016	0.16821465428276575	2204	0.8711462450592885	0.25272331154684097
reconstruction_posterior	chr13_cis	per_chrom_cis_distance_spearman_fixed	9935	3795	0.38198288877705083	9717	0.9780573729240061	0.9	3608	0.3631605435329643	1094	0.3032150776053215	0.1101157523905385	3556	0.9855875831485588	0.3579265223955712
reconstruction_posterior	chr14_cis	per_chrom_cis_distance_spearman_fixed	8977	4321	0.48134120530243957	8588	0.9566670379859641	0.9	2062	0.22969811741116186	964	0.46750727449078566	0.10738554082655676	2003	0.9713870029097963	0.223125765846051
reconstruction_posterior	chr15_cis	per_chrom_cis_distance_spearman_fixed	7901	4037	0.5109479812681939	7807	0.9881027718010379	0.9	2136	0.27034552588279964	1119	0.523876404494382	0.14162764207062398	2123	0.9939138576779026	0.26870016453613466
reconstruction_posterior	chr16_cis	per_chrom_cis_distance_spearman_fixed	7080	3311	0.4676553672316384	6956	0.9824858757062147	0.9	1784	0.2519774011299435	813	0.4557174887892377	0.11483050847457626	1770	0.992152466367713	0.25
reconstruction_posterior	chr17_cis	per_chrom_cis_distance_spearman_fixed	6069	2620	0.4317020926017466	5963	0.9825341901466469	0.9	1187	0.19558411599934092	364	0.3066554338668913	0.05997693194925029	1176	0.9907329401853412	0.19377162629757785
reconstruction_posterior	chr18_cis	per_chrom_cis_distance_spearman_fixed	7868	2840	0.3609557702084393	7760	0.9862735129639044	0.9	1840	0.2338586680223691	433	0.23532608695652174	0.05503304524656838	1831	0.9951086956521739	0.23271479410269447
reconstruction_posterior	chr19_cis	per_chrom_cis_distance_spearman_fixed	3712	1662	0.44773706896551724	3380	0.9105603448275862	0.9	1438	0.38739224137931033	653	0.4541029207232267	0.17591594827586207	1246	0.866481223922114	0.33566810344827586
reconstruction_posterior	chrX_cis	per_chrom_cis_distance_spearman_fixed	4838	2238	0.4625878462174452	4668	0.9648615130219099	0.9	1355	0.28007441091360064	580	0.4280442804428044	0.11988424968995452	1315	0.9704797047970479	0.2718065316246383
reconstruction_posterior	genome_all	whole_chrom_snp_cis_top1_oracle_eval_only	350034	164904	0.4711085208865424	276388	0.7896032956798482	0.9	119112	0.34028694355405475	60053	0.5041725434884814	0.17156333384756908	89764	0.7536100476862113	0.2564436597587663
reconstruction_posterior	genome_cis	whole_chrom_snp_cis_top1_oracle_eval_only	206057	117360	0.5695511436156016	199741	0.9693482871244364	0.9	55277	0.26826072397443423	34712	0.6279646145774915	0.16845824213688446	53598	0.969625703276227	0.26011249314510065
reconstruction_posterior	genome_trans	whole_chrom_snp_cis_top1_oracle_eval_only	143977	47544	0.33021941004465993	76647	0.532355862394688	0.9	63835	0.44336942706126675	25341	0.39697658024594656	0.1760072789403863	36166	0.566554398057492	0.25119289886579105
reconstruction_posterior	chr1_cis	whole_chrom_snp_cis_top1_oracle_eval_only	18598	10555	0.5675341434562856	17833	0.9588665447897623	0.9	4916	0.2643294977954619	2914	0.5927583401139137	0.15668351435638242	4625	0.9408055329536208	0.24868265404882245
reconstruction_posterior	chr2_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13328	8863	0.6649909963985594	13046	0.9788415366146459	0.9	3348	0.25120048019207686	2788	0.8327359617682198	0.20918367346938777	3297	0.9847670250896058	0.24737394957983194
reconstruction_posterior	chr3_cis	whole_chrom_snp_cis_top1_oracle_eval_only	14312	8922	0.623392956959195	14046	0.9814141978759083	0.9	4624	0.32308552263834545	3243	0.701340830449827	0.22659306875349358	4589	0.9924307958477508	0.3206400223588597
reconstruction_posterior	chr4_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12274	7366	0.600130356851882	12080	0.9841942317093042	0.9	2359	0.19219488349356362	1734	0.73505722763883	0.14127423822714683	2346	0.9944891903348877	0.19113573407202217
reconstruction_posterior	chr5_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13083	7139	0.5456699533746082	12249	0.9362531529465719	0.9	3065	0.23427348467476877	1736	0.566394779771615	0.1326912787586945	2887	0.9419249592169657	0.22066804249789804
reconstruction_posterior	chr6_cis	whole_chrom_snp_cis_top1_oracle_eval_only	13079	8247	0.6305527945561588	12825	0.980579555011851	0.9	3624	0.27708540408288096	2909	0.8027041942604857	0.22241761602569005	3590	0.9906181015452539	0.27448581695848306
reconstruction_posterior	chr7_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12293	5971	0.48572358252664116	11410	0.9281705035385992	0.9	3290	0.26763198568290897	1504	0.45714285714285713	0.12234605059790124	3120	0.9483282674772037	0.25380297730415685
reconstruction_posterior	chr8_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10870	5889	0.5417663293468261	10583	0.9735970561177553	0.9	3382	0.3111315547378105	1990	0.5884092253104671	0.18307267709291627	3298	0.9751626256652868	0.3034038638454462
reconstruction_posterior	chr9_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10653	5831	0.5473575518633249	10464	0.9822585187271191	0.9	2491	0.23383084577114427	1511	0.6065837013247691	0.14183797991176195	2478	0.9947812123645122	0.23261053224443817
reconstruction_posterior	chr10_cis	whole_chrom_snp_cis_top1_oracle_eval_only	12128	6856	0.5653034300791556	11919	0.9827671503957783	0.9	3246	0.2676451187335092	1984	0.6112138016019717	0.16358839050131926	3197	0.9849044978434996	0.2636048812664908
reconstruction_posterior	chr11_cis	whole_chrom_snp_cis_top1_oracle_eval_only	10338	6036	0.583865351131747	10176	0.9843296575739988	0.9	2992	0.2894176823370091	1932	0.6457219251336899	0.1868833430063842	2947	0.9849598930481284	0.2850648094408977
reconstruction_posterior	chr12_cis	whole_chrom_snp_cis_top1_oracle_eval_only	8721	4972	0.5701181057218209	8279	0.949317738791423	0.9	2530	0.29010434583190003	1467	0.5798418972332016	0.16821465428276575	2204	0.8711462450592885	0.25272331154684097
reconstruction_posterior	chr13_cis	whole_chrom_snp_cis_top1_oracle_eval_only	9935	5749	0.578661298439859	9717	0.9780573729240061	0.9	3608	0.3631605435329643	2462	0.6823725055432373	0.2478107700050327	3556	0.9855875831485588	0.3579265223955712
reconstruction_posterior	chr14_cis	whole_chrom_snp_cis_top1_oracle_eval_only	8977	4526	0.5041773420964688	8588	0.9566670379859641	0.9	2062	0.22969811741116186	1039	0.5038797284190106	0.11574022501949427	2003	0.9713870029097963	0.223125765846051
reconstruction_posterior	chr15_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7901	4067	0.514744968991267	7807	0.9881027718010379	0.9	2136	0.27034552588279964	1004	0.4700374531835206	0.1270725224655107	2123	0.9939138576779026	0.26870016453613466
reconstruction_posterior	chr16_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7080	3745	0.528954802259887	6956	0.9824858757062147	0.9	1784	0.2519774011299435	957	0.5364349775784754	0.13516949152542374	1770	0.992152466367713	0.25
reconstruction_posterior	chr17_cis	whole_chrom_snp_cis_top1_oracle_eval_only	6069	3563	0.5870818915801614	5963	0.9825341901466469	0.9	1187	0.19558411599934092	812	0.6840775063184499	0.13379469434832755	1176	0.9907329401853412	0.19377162629757785
reconstruction_posterior	chr18_cis	whole_chrom_snp_cis_top1_oracle_eval_only	7868	4930	0.6265887137773258	7760	0.9862735129639044	0.9	1840	0.2338586680223691	1398	0.7597826086956522	0.1776817488561261	1831	0.9951086956521739	0.23271479410269447
reconstruction_posterior	chr19_cis	whole_chrom_snp_cis_top1_oracle_eval_only	3712	1740	0.46875	3376	0.9094827586206896	0.9	1438	0.38739224137931033	593	0.41237830319888735	0.15975215517241378	1246	0.866481223922114	0.33566810344827586
reconstruction_posterior	chrX_cis	whole_chrom_snp_cis_top1_oracle_eval_only	4838	2393	0.49462587846217443	4664	0.9640347250930137	0.9	1355	0.28007441091360064	735	0.5424354243542435	0.15192228193468377	1315	0.9704797047970479	0.2718065316246383
