config_name	sample	status	output_dir	eval_dir	git_commit	git_dirty_count	binary_hash	backend	bin_size_bp	resolution_label	refinement_stage	refinement_stage_index	refinement_n_stages	parent_bin_size_bp	refinement_init_source	n_raw	n_raw_cis	n_raw_trans	n_bpair	n_bpair_cis	n_bpair_trans	init_mode	init_seed	init_eps	init_noise_scale	init_scale	init_eps_effective	init_noise_scale_effective	init_scale_effective	prior_mode	trans_chr_pair_prior_mode	trans_chr_pair_prior_lambda	trans_chr_pair_prior_eps	trans_chr_pair_prior_power	trans_chr_pair_prior_warmup_iter	trans_chr_pair_mstep_mode	trans_chr_pair_mstep_lambda	trans_chr_pair_mstep_eps	trans_chr_pair_mstep_power	trans_chr_pair_mstep_warmup_iter	trans_chr_pair_mstep_application_point	rho_train_mode	rho_train	rho_train_floor	rho_train_start	rho_train_end	temperature_start	temperature_end	min_sep_unit	lambda_sep	lambda_copytrack	lambda_global_copytrack	lambda_normdir_copytrack	normdir_copytrack_eps_unit	normdir_copytrack_prior_mode	global_copytrack_prior_mode	global_copytrack_weight_mode	d_scale_mode	d_scale_mode_input_string	d_scale_eps_count	d_scale_posterior_gamma	dscale_effective_count_formula	edge_k_probability_weighted	dscale_probability_weighted	legacy_expected_count_alias_used	trans_contact_scaling_mode	trans_k_multiplier	trans_dscale_multiplier	trans_top1_mstep_mode	trans_top1_mstep_min_pmax	trans_top1_mstep_min_margin	trans_top1_mstep_mix_weight	trans_gate_mode	trans_gate_min_pmax	trans_gate_min_margin	trans_gate_min_neg_entropy	trans_gate_scope	trans_gate_source	trans_gate_confidence_unit	trans_gate_neg_entropy_formula	trans_gate_active_criteria	input_contact_source	readgroup_mode	readgroup_max_segments	readgroup_eps	readgroup_entries	readgroup_groups	readgroup_groups_used	readgroup_raw_decoded	readgroup_groups_skipped_too_large	readgroup_groups_skipped_bad	readgroup_uses_phase_labels	readgroup_uses_charm_or_reference	uses_phase_labels	uses_charm_or_reference	final_mean_sep	final_min_sep	final_max_sep	sep_p05	sep_median	final_mean_entropy	final_mean_pU	final_n_softall_gate_skip_raw	final_contact_energy	final_repulsion_energy	final_backbone_energy	final_sep_energy	final_sep_force_l1	final_copytrack_energy	final_copytrack_force_l1	final_global_copytrack_energy	final_global_copytrack_force_l1	final_normdir_copytrack_energy	final_normdir_copytrack_force_l1	force_diag_total_contact_force_l1	sep_force_l1_over_contact_force_l1	copytrack_force_l1_over_contact_force_l1	global_copytrack_force_l1_over_contact_force_l1	normdir_copytrack_force_l1_over_contact_force_l1	model_top1_accuracy_genome_all	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_trans	model_same_cross_accuracy_genome_all	model_same_cross_accuracy_genome_cis	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	copytrack_sep_p05	copytrack_sep_median	copytrack_vector_cos_p05	copytrack_vector_cos_median	copytrack_frac_cos_lt_0	copytrack_frac_projection_sign_switch
p9016_multiseed_chrpair_m0p5_p4_w10_seed23_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed23_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed23_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m0p5_p4_w10_seed23_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	23	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	0.5	0.00100000005	4	10	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.75332069	0.591273129	14.0688868	3.07136846	4.50451994	0.602353454	0.434506178	0	75354.7891	23149.8789	102.365227	0	0	0	0	0	0	0	0	152046.719	0	0	0	0	0.459361	0.556768	0.319954	0.789423	0.964456	0.538919	0.775214	3.07136839	4.50452006	0.952487139	0.993281636	0.000382701875	0.00382701875
p9016_multiseed_chrpair_m0p5_p4_w10_seed31_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed31_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed31_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m0p5_p4_w10_seed31_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	31	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	0.5	0.00100000005	4	10	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.58033609	1.59609532	11.4722424	3.03872943	4.49994278	0.59278506	0.427604049	0	76982.5547	23765.8242	63.257061	0	0	0	0	0	0	0	0	152429.047	0	0	0	0	0.480142	0.578078	0.339978	0.797097	0.973667	0.544393	0.809394	3.03872949	4.49994293	0.955446568	0.992898491	0	0.00382701875
p9016_multiseed_chrpair_m0p5_p4_w10_seed47_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed47_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed47_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m0p5_p4_w10_seed47_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	47	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	0.5	0.00100000005	4	10	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.49309874	1.25704026	12.2013988	2.91185498	4.45424891	0.603851438	0.435586751	0	77479.3594	24490.2988	195.740692	0	0	0	0	0	0	0	0	154053.156	0	0	0	0	0.450748	0.550823	0.307521	0.774062	0.958579	0.509984	0.76474	2.91185492	4.45424903	0.94360489	0.992095828	0.00267891313	0.00574052813
p9016_multiseed_chrpair_m0p5_p4_w10_seed59_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed59_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed59_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m0p5_p4_w10_seed59_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	59	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	0.5	0.00100000005	4	10	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.49253988	1.36636722	11.7289343	2.96427655	4.43534994	0.667563856	0.481545508	0	72656.7344	22225.0566	128.936966	0	0	0	0	0	0	0	0	147723.516	0	0	0	0	0.47228	0.575433	0.324649	0.790252	0.969445	0.533794	0.785623	2.96427651	4.4353497	0.94477709	0.992472141	0.00076540375	0.00382701875
p9016_multiseed_chrpair_m0p5_p4_w10_seed71_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed71_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed71_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m0p5_p4_w10_seed71_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	71	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	0.5	0.00100000005	4	10	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.65633202	1.97402585	12.7572365	3.0470264	4.51491213	0.641890824	0.463026345	0	75296.1719	23078.8574	123.471947	0	0	0	0	0	0	0	0	151394.219	0	0	0	0	0.469189	0.556463	0.344284	0.799348	0.970348	0.554616	0.796257	3.04702641	4.51491166	0.946964033	0.992770788	0.0015308075	0.00344431688
p9016_multiseed_chrpair_m0p5_p4_w10_seed83_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed83_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed83_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m0p5_p4_w10_seed83_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	83	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	0.5	0.00100000005	4	10	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.65890408	1.54491055	11.8622055	2.95907044	4.54747105	0.661380768	0.477085382	0	73219.7969	22850.7305	109.498344	0	0	0	0	0	0	0	0	149781.891	0	0	0	0	0.464761	0.561112	0.326865	0.794371	0.971556	0.540788	0.792351	2.95907031	4.54747122	0.949448473	0.993231263	0.00076540375	0.003061615
p9016_multiseed_chrpair_m0p5_p4_w10_seed97_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed97_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed97_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m0p5_p4_w10_seed97_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	97	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	0.5	0.00100000005	4	10	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.64415789	0.875445366	12.0080872	2.81355071	4.57634544	0.619956613	0.447204143	0	74009.8984	23161.082	238.578705	0	0	0	0	0	0	0	0	152154.562	0	0	0	0	0.438817	0.535095	0.301027	0.7658	0.950407	0.501594	0.756854	2.81355075	4.57634549	0.935633727	0.992701615	0.00344431688	0.00688863375
p9016_multiseed_chrpair_m1_p1_w0_seed17_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m1_p1_w0_seed17_noise0p05/p9016_multiseed_chrpair_m1_p1_w0_seed17_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m1_p1_w0_seed17_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	17	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	1	0.00100000005	1	0	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.63992357	1.25513124	11.1560936	2.9374547	4.51072645	0.626831949	0.452163666	0	74628.8125	23089.9863	81.5138702	0	0	0	0	0	0	0	0	149178.531	0	0	0	0	0.47404	0.577796	0.325545	0.790135	0.974905	0.525695	0.823713	2.93745475	4.51072669	0.949342738	0.993386588	0	0
p9016_multiseed_chrpair_m1_p1_w0_seed23_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m1_p1_w0_seed23_noise0p05/p9016_multiseed_chrpair_m1_p1_w0_seed23_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m1_p1_w0_seed23_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	23	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	1	0.00100000005	1	0	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.8724885	1.10074508	13.9325867	3.24164462	4.72149134	0.607577801	0.438274741	0	73009.1484	22674.5332	86.1186066	0	0	0	0	0	0	0	0	150404.75	0	0	0	0	0.469249	0.575234	0.317565	0.790946	0.970047	0.53462	0.797971	3.24164464	4.72149127	0.956268498	0.993613561	0	0
p9016_multiseed_chrpair_m1_p1_w0_seed31_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m1_p1_w0_seed31_noise0p05/p9016_multiseed_chrpair_m1_p1_w0_seed31_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m1_p1_w0_seed31_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	31	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	1	0.00100000005	1	0	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.40582228	0.83201611	11.2161179	2.85311103	4.30292845	0.642468393	0.463442981	0	73956.6719	22908.2852	84.0908585	0	0	0	0	0	0	0	0	148837.75	0	0	0	0	0.483133	0.584712	0.337755	0.79404	0.970901	0.54092	0.819437	2.85311113	4.30292803	0.949654448	0.992580254	0.00076540375	0.00076540375
p9016_multiseed_chrpair_m1_p1_w0_seed47_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m1_p1_w0_seed47_noise0p05/p9016_multiseed_chrpair_m1_p1_w0_seed47_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m1_p1_w0_seed47_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	47	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	1	0.00100000005	1	0	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.59928751	0.90223515	11.2961674	3.12432122	4.51388931	0.592511952	0.427407026	0	77621.3516	24163.5391	113.809494	0	0	0	0	0	0	0	0	155793.594	0	0	0	0	0.473843	0.567537	0.339749	0.794657	0.971979	0.540878	0.801155	3.12432112	4.51388964	0.948472741	0.992603892	0.00114810563	0.0015308075
p9016_multiseed_chrpair_m1_p1_w0_seed59_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m1_p1_w0_seed59_noise0p05/p9016_multiseed_chrpair_m1_p1_w0_seed59_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m1_p1_w0_seed59_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	59	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	1	0.00100000005	1	0	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.67646074	1.05137479	11.8368988	2.95582581	4.57084799	0.600555122	0.433208942	0	76483.8359	23748.4082	104.529892	0	0	0	0	0	0	0	0	155216.672	0	0	0	0	0.452233	0.561932	0.295235	0.782341	0.971183	0.512075	0.768932	2.95582574	4.57084792	0.947622515	0.992783664	0.00076540375	0.003061615
p9016_multiseed_chrpair_m1_p1_w0_seed71_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m1_p1_w0_seed71_noise0p05/p9016_multiseed_chrpair_m1_p1_w0_seed71_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m1_p1_w0_seed71_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	71	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	1	0.00100000005	1	0	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.92078495	1.9653976	11.4443626	3.34487486	4.73979807	0.607097626	0.437928379	0	75497.5703	23258.2012	67.7710114	0	0	0	0	0	0	0	0	152106.469	0	0	0	0	0.477819	0.575938	0.337394	0.796548	0.97489	0.541309	0.826292	3.34487462	4.73979796	0.958653482	0.993912938	0	0
p9016_multiseed_chrpair_m1_p1_w0_seed83_noise0p05	P9016	OK	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m1_p1_w0_seed83_noise0p05/p9016_multiseed_chrpair_m1_p1_w0_seed83_noise0p05	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/eval/p9016_multiseed_chrpair_m1_p1_w0_seed83_noise0p05	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	99	f19e7e12ee92a0c2e429a4f8687541de1510528953702fff49bd96aa61e3e8c7	gpu	1000000	1Mb	1m	1	1	0	unphased_scaffold_split	1703888	1135454	568434	489556	86393	403163	unphased_scaffold_split	83	0.5	0.0500000007	10	0.5	0.0500000007	0	uniform	off	0	0.00100000005	1	0	blind_posterior_chrom_pair_mstep	1	0.00100000005	1	0	post_estep_pre_softall_mstep	constant	1	0	1	1	1	1	0	0	0	0	0	0.0500000007	off	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	trans_edge_scaling	1	0.5	off	1	1	0	off	1	1	-1.38629436	trans_raw_contacts_by_bpair_posterior	blind_current_posterior_confidence	binned_bpair_current_posterior	-bpair_entropy	none	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.61946869	1.52334809	12.3391895	2.88464952	4.51836061	0.645166755	0.465389431	0	74812.0312	22863.6523	71.5091858	0	0	0	0	0	0	0	0	151628.781	0	0	0	0	0.480068	0.582732	0.333137	0.800354	0.974798	0.550692	0.809694	2.88464951	4.51836068	0.948816434	0.993000824	0	0
