chr1	chr2	policy	relative_flip	flip_source	n_eval_contacts	top1_accuracy	same_cross_accuracy	pmax_threshold_accuracy	pmax_threshold_recall
chr1	chr13	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	897	0.274247492	0.499442586	0.275280899	0.0546265329
chr1	chr13	pair_independent_trans_oracle	0	snp_truth_oracle	897	0.274247492	0.499442586	0.275280899	0.0546265329
chr1	chr13	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.274247492	0.499442586	0.275280899	0.0546265329
chr1	chr13	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.274247492	0.499442586	0.275280899	0.0546265329
chr1	chr13	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.274247492	0.499442586	0.275280899	0.0546265329
chr1	chr13	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	897	0.274247492	0.499442586	0.275280899	0.0546265329
chr1	chr14	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	607	0.278418451	0.469522241	0.286764706	0.192751236
chr1	chr14	pair_independent_trans_oracle	0	snp_truth_oracle	607	0.278418451	0.469522241	0.286764706	0.192751236
chr1	chr14	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.278418451	0.469522241	0.286764706	0.192751236
chr1	chr14	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.278418451	0.469522241	0.286764706	0.192751236
chr1	chr14	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.278418451	0.469522241	0.286764706	0.192751236
chr1	chr14	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	607	0.278418451	0.469522241	0.286764706	0.192751236
chr1	chr15	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	966	0.50310559	0.649068323	0.640684411	0.348861284
chr1	chr15	pair_independent_trans_oracle	0	snp_truth_oracle	966	0.50310559	0.649068323	0.640684411	0.348861284
chr1	chr15	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.50310559	0.649068323	0.640684411	0.348861284
chr1	chr15	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.50310559	0.649068323	0.640684411	0.348861284
chr1	chr15	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.50310559	0.649068323	0.640684411	0.348861284
chr1	chr15	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	966	0.50310559	0.649068323	0.640684411	0.348861284
chr1	chr16	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	548	0.255474453	0.510948905	0.2	0.052919708
chr1	chr16	pair_independent_trans_oracle	1	snp_truth_oracle	548	0.262773723	0.489051095	0.220689655	0.0583941606
chr1	chr16	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.255474453	0.510948905	0.2	0.052919708
chr1	chr16	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.255474453	0.510948905	0.2	0.052919708
chr1	chr16	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.255474453	0.510948905	0.2	0.052919708
chr1	chr16	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	548	0.255474453	0.510948905	0.2	0.052919708
chr1	chr17	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1142	0.42469352	0.635726795	0.795031056	0.224168126
chr1	chr17	pair_independent_trans_oracle	0	snp_truth_oracle	1142	0.42469352	0.635726795	0.795031056	0.224168126
chr1	chr17	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.42469352	0.635726795	0.795031056	0.224168126
chr1	chr17	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.42469352	0.635726795	0.795031056	0.224168126
chr1	chr17	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.42469352	0.635726795	0.795031056	0.224168126
chr1	chr17	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1142	0.42469352	0.635726795	0.795031056	0.224168126
chr1	chr18	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	570	0.245614035	0.49122807	0.277456647	0.0842105263
chr1	chr18	pair_independent_trans_oracle	1	snp_truth_oracle	570	0.256140351	0.50877193	0.184971098	0.0561403509
chr1	chr18	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.245614035	0.49122807	0.277456647	0.0842105263
chr1	chr18	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.245614035	0.49122807	0.277456647	0.0842105263
chr1	chr18	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.245614035	0.49122807	0.277456647	0.0842105263
chr1	chr18	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	570	0.245614035	0.49122807	0.277456647	0.0842105263
chr1	chr19	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	347	0.30259366	0.5129683	0.320512821	0.0720461095
chr1	chr19	pair_independent_trans_oracle	0	snp_truth_oracle	347	0.30259366	0.5129683	0.320512821	0.0720461095
chr1	chr19	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.30259366	0.5129683	0.320512821	0.0720461095
chr1	chr19	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.30259366	0.5129683	0.320512821	0.0720461095
chr1	chr19	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.30259366	0.5129683	0.320512821	0.0720461095
chr1	chr19	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	347	0.30259366	0.5129683	0.320512821	0.0720461095
chr1	chrX	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1233	0.391727494	0.568532036	0.536023055	0.150851582
chr1	chrX	pair_independent_trans_oracle	0	snp_truth_oracle	1233	0.391727494	0.568532036	0.536023055	0.150851582
chr1	chrX	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.391727494	0.568532036	0.536023055	0.150851582
chr1	chrX	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.391727494	0.568532036	0.536023055	0.150851582
chr1	chrX	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.391727494	0.568532036	0.536023055	0.150851582
chr1	chrX	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1233	0.391727494	0.568532036	0.536023055	0.150851582
chr2	chr3	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1464	0.284836066	0.411885246	0.276202219	0.153005464
chr2	chr3	pair_independent_trans_oracle	1	snp_truth_oracle	1464	0.461065574	0.588114754	0.561035758	0.31079235
chr2	chr3	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.284836066	0.411885246	0.276202219	0.153005464
chr2	chr3	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.284836066	0.411885246	0.276202219	0.153005464
chr2	chr3	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.284836066	0.411885246	0.276202219	0.153005464
chr2	chr3	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1464	0.284836066	0.411885246	0.276202219	0.153005464
chr2	chr4	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1382	0.589725036	0.746743849	0.803459119	0.36975398
chr2	chr4	pair_independent_trans_oracle	0	snp_truth_oracle	1382	0.589725036	0.746743849	0.803459119	0.36975398
chr2	chr4	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.589725036	0.746743849	0.803459119	0.36975398
chr2	chr4	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.589725036	0.746743849	0.803459119	0.36975398
chr2	chr4	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.589725036	0.746743849	0.803459119	0.36975398
chr2	chr4	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1382	0.589725036	0.746743849	0.803459119	0.36975398
chr2	chr5	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	864	0.265046296	0.472222222	0.221674877	0.0520833333
chr2	chr5	pair_independent_trans_oracle	1	snp_truth_oracle	864	0.315972222	0.527777778	0.330049261	0.0775462963
chr2	chr5	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.265046296	0.472222222	0.221674877	0.0520833333
chr2	chr5	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.265046296	0.472222222	0.221674877	0.0520833333
chr2	chr5	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.265046296	0.472222222	0.221674877	0.0520833333
chr2	chr5	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	864	0.265046296	0.472222222	0.221674877	0.0520833333
chr2	chr6	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1660	0.658433735	0.75060241	0.733761026	0.551204819
chr2	chr6	pair_independent_trans_oracle	0	snp_truth_oracle	1660	0.658433735	0.75060241	0.733761026	0.551204819
chr2	chr6	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.75060241	0.733761026	0.551204819
chr2	chr6	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.75060241	0.733761026	0.551204819
chr2	chr6	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.75060241	0.733761026	0.551204819
chr2	chr6	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1660	0.658433735	0.75060241	0.733761026	0.551204819
chr2	chr7	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1126	0.315275311	0.491119005	0.389400922	0.15008881
chr2	chr7	pair_independent_trans_oracle	1	snp_truth_oracle	1126	0.319715808	0.508880995	0.417050691	0.160746004
chr2	chr7	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.315275311	0.491119005	0.389400922	0.15008881
chr2	chr7	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.315275311	0.491119005	0.389400922	0.15008881
chr2	chr7	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.315275311	0.491119005	0.389400922	0.15008881
chr2	chr7	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1126	0.315275311	0.491119005	0.389400922	0.15008881
chr2	chr8	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1477	0.134055518	0.259986459	0.0922509225	0.067704807
chr2	chr8	pair_independent_trans_oracle	1	snp_truth_oracle	1477	0.580907244	0.740013541	0.687269373	0.504400812
chr2	chr8	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.134055518	0.259986459	0.0922509225	0.067704807
chr2	chr8	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.134055518	0.259986459	0.0922509225	0.067704807
chr2	chr8	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.134055518	0.259986459	0.0922509225	0.067704807
chr2	chr8	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1477	0.134055518	0.259986459	0.0922509225	0.067704807
chr2	chr9	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1624	0.622536946	0.708128079	0.767491927	0.439039409
chr2	chr9	pair_independent_trans_oracle	0	snp_truth_oracle	1624	0.622536946	0.708128079	0.767491927	0.439039409
chr2	chr9	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.622536946	0.708128079	0.767491927	0.439039409
chr2	chr9	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.622536946	0.708128079	0.767491927	0.439039409
chr2	chr9	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.622536946	0.708128079	0.767491927	0.439039409
chr2	chr9	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1624	0.622536946	0.708128079	0.767491927	0.439039409
chr2	chr10	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	664	0.277108434	0.495481928	0.0625	0.0015060241
chr2	chr10	pair_independent_trans_oracle	0	snp_truth_oracle	664	0.277108434	0.495481928	0.0625	0.0015060241
chr2	chr10	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.495481928	0.0625	0.0015060241
chr2	chr10	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.495481928	0.0625	0.0015060241
chr2	chr10	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.495481928	0.0625	0.0015060241
chr2	chr10	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	664	0.277108434	0.495481928	0.0625	0.0015060241
chr2	chr11	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	940	0.322340426	0.60106383	0.529411765	0.0478723404
chr2	chr11	pair_independent_trans_oracle	0	snp_truth_oracle	940	0.322340426	0.60106383	0.529411765	0.0478723404
chr2	chr11	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.322340426	0.60106383	0.529411765	0.0478723404
chr2	chr11	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.322340426	0.60106383	0.529411765	0.0478723404
chr2	chr11	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.322340426	0.60106383	0.529411765	0.0478723404
chr2	chr11	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	940	0.322340426	0.60106383	0.529411765	0.0478723404
chr2	chr12	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	701	0.2467903	0.456490728	0.261363636	0.032810271
chr2	chr12	pair_independent_trans_oracle	0	snp_truth_oracle	701	0.2467903	0.456490728	0.261363636	0.032810271
chr2	chr12	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.2467903	0.456490728	0.261363636	0.032810271
chr2	chr12	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.2467903	0.456490728	0.261363636	0.032810271
chr2	chr12	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.2467903	0.456490728	0.261363636	0.032810271
chr2	chr12	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	701	0.2467903	0.456490728	0.261363636	0.032810271
chr2	chr13	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	715	0.230769231	0.475524476	0.142857143	0.0013986014
chr2	chr13	pair_independent_trans_oracle	1	snp_truth_oracle	715	0.285314685	0.524475524	0.428571429	0.0041958042
chr2	chr13	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.230769231	0.475524476	0.142857143	0.0013986014
chr2	chr13	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.230769231	0.475524476	0.142857143	0.0013986014
chr2	chr13	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.230769231	0.475524476	0.142857143	0.0013986014
chr2	chr13	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	715	0.230769231	0.475524476	0.142857143	0.0013986014
chr2	chr14	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	635	0.234645669	0.518110236	0.221198157	0.0755905512
chr2	chr14	pair_independent_trans_oracle	1	snp_truth_oracle	635	0.256692913	0.481889764	0.258064516	0.0881889764
chr2	chr14	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.518110236	0.221198157	0.0755905512
chr2	chr14	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.518110236	0.221198157	0.0755905512
chr2	chr14	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.518110236	0.221198157	0.0755905512
chr2	chr14	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	635	0.234645669	0.518110236	0.221198157	0.0755905512
chr2	chr15	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	490	0.242857143	0.487755102	0.233009709	0.0489795918
chr2	chr15	pair_independent_trans_oracle	1	snp_truth_oracle	490	0.244897959	0.512244898	0.213592233	0.0448979592
chr2	chr15	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.242857143	0.487755102	0.233009709	0.0489795918
chr2	chr15	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.242857143	0.487755102	0.233009709	0.0489795918
chr2	chr15	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.242857143	0.487755102	0.233009709	0.0489795918
chr2	chr15	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	490	0.242857143	0.487755102	0.233009709	0.0489795918
chr2	chr16	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	1019	0.157016683	0.274779195	0.0659340659	0.0294406281
chr2	chr16	pair_independent_trans_oracle	1	snp_truth_oracle	1019	0.610402355	0.725220805	0.830769231	0.370951914
chr2	chr16	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.157016683	0.274779195	0.0659340659	0.0294406281
chr2	chr16	blind_posterior_geometry_agreement_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.157016683	0.274779195	0.0659340659	0.0294406281
chr2	chr16	blind_high_pmax_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.157016683	0.274779195	0.0659340659	0.0294406281
chr2	chr16	blind_margin_geometry_pair_flip	0	blind_posterior_reconstruction_geometry	1019	0.157016683	0.274779195	0.0659340659	0.0294406281
chr2	chr17	cis_selected_whole_chrom	0	cis_snp_truth_whole_chrom	653	0.306278714	0.513016845	0.2996633	0.136294028
chr2	chr17	pair_independent_trans_oracle	0	snp_truth_oracle	653	0.306278714	0.513016845	0.2996633	0.136294028
chr2	chr17	blind_geometry_nearest_pair_flip	0	blind_posterior_reconstruction_geometry	653	0.306278714	0.513016845	0.2996633	0.136294028
