key	value
copytrack_uses_phase_labels	0
copytrack_uses_charm_or_reference	0
chr_sep_unit	0
lambda_chr_sep	0
relax_step	0.0120000001
relax_steps	100
temperature_start	1
temperature_end	1
rho_train_start	1
rho_train_end	1
enable_repulsion	1
repulsion_mode	2
repulsion_blocking_mode	current_edge_blocking
repulsion_multiplier	1
k_rel_rep_effective	0.0500000007
write_raw_posterior	0
output_bpair_posterior	/mnt/ssd/zliu/phase3/test_res/019-20260618_224538-p9016_copytrack_continuity_1m/outputs/p9016_pcgamma0p5_copytrack0p003_sep_off_ieps0p5_noise0_seed17/p9016_full.bpair_posterior.tsv
output_coords	/mnt/ssd/zliu/phase3/test_res/019-20260618_224538-p9016_copytrack_continuity_1m/outputs/p9016_pcgamma0p5_copytrack0p003_sep_off_ieps0p5_noise0_seed17/p9016_full.coords.tsv
output_coords_gz	/mnt/ssd/zliu/phase3/test_res/019-20260618_224538-p9016_copytrack_continuity_1m/outputs/p9016_pcgamma0p5_copytrack0p003_sep_off_ieps0p5_noise0_seed17/p9016_full.coords.tsv.gz
output_loop_diag	/mnt/ssd/zliu/phase3/test_res/019-20260618_224538-p9016_copytrack_continuity_1m/outputs/p9016_pcgamma0p5_copytrack0p003_sep_off_ieps0p5_noise0_seed17/p9016_full.loop_diag.tsv
output_force_class_diag	/mnt/ssd/zliu/phase3/test_res/019-20260618_224538-p9016_copytrack_continuity_1m/outputs/p9016_pcgamma0p5_copytrack0p003_sep_off_ieps0p5_noise0_seed17/p9016_full.force_class_diag.tsv
output_sep_diag	/mnt/ssd/zliu/phase3/test_res/019-20260618_224538-p9016_copytrack_continuity_1m/outputs/p9016_pcgamma0p5_copytrack0p003_sep_off_ieps0p5_noise0_seed17/p9016_full.sep_diag.tsv
status	OK
final_mean_entropy	0.644095719
final_mean_pU	0.464616835
final_mean_sep	4.56140947
final_min_sep	0.193177342
final_max_sep	11.9312296
final_sum_wedge_k	97035.820726353166
last_training_sum_wedge_k	97035.820726353166
final_refreshed_sum_wedge_k	97038.793657459246
final_refreshed_n_wedges	219592
final_mean_rho_train_bpair	1
final_min_rho_train_bpair	1
final_max_rho_train_bpair	1
final_contact_energy	18445.8164
final_repulsion_energy	16170.7637
final_backbone_energy	185.712051
final_sep_energy	0
final_sep_force_l1	0
final_copytrack_energy	5.5340786
final_copytrack_force_l1	62.4690094
n_copytrack_nonfinite_step	0
posterior_refreshed_after_final_relax	1
posterior_refresh_temperature	1
posterior_refresh_prior_mode	uniform
posterior_refresh_mean_kl	4.2531849758153494e-05
posterior_refresh_top_state_switch_frac	0.00228574453
posterior_refresh_mean_pU_before	0.46457845
posterior_refresh_mean_pU_after	0.464616835
n_bad_iter	0
n_relax_nonfinite_iter	0
n_coord_nonfinite	0
