config_name	sample	status	output_dir	eval_dir	git_commit	git_dirty_count	binary_hash	backend	bin_size_bp	init_mode	init_seed	init_eps	init_noise_scale	init_scale	init_eps_effective	init_noise_scale_effective	init_scale_effective	prior_mode	trans_chr_pair_prior_mode	trans_chr_pair_prior_lambda	trans_chr_pair_prior_eps	trans_chr_pair_prior_power	trans_chr_pair_prior_warmup_iter	rho_train_mode	temperature_start	temperature_end	min_sep_unit	lambda_sep	lambda_copytrack	lambda_global_copytrack	global_copytrack_prior_mode	global_copytrack_weight_mode	d_scale_mode	d_scale_mode_input_string	d_scale_eps_count	d_scale_posterior_gamma	dscale_effective_count_formula	edge_k_probability_weighted	dscale_probability_weighted	legacy_expected_count_alias_used	input_contact_source	readgroup_mode	readgroup_max_segments	readgroup_eps	readgroup_entries	readgroup_groups	readgroup_groups_used	readgroup_raw_decoded	readgroup_groups_skipped_too_large	readgroup_groups_skipped_bad	readgroup_uses_phase_labels	readgroup_uses_charm_or_reference	uses_phase_labels	uses_charm_or_reference	final_mean_sep	final_min_sep	final_max_sep	sep_p05	sep_median	final_mean_entropy	final_mean_pU	final_contact_energy	final_repulsion_energy	final_backbone_energy	final_sep_energy	final_sep_force_l1	final_copytrack_energy	final_copytrack_force_l1	final_global_copytrack_energy	final_global_copytrack_force_l1	force_diag_total_contact_force_l1	sep_force_l1_over_contact_force_l1	copytrack_force_l1_over_contact_force_l1	global_copytrack_force_l1_over_contact_force_l1	model_top1_accuracy_genome_all	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_trans	model_same_cross_accuracy_genome_all	model_same_cross_accuracy_genome_cis	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	copytrack_sep_p05	copytrack_sep_median	copytrack_vector_cos_p05	copytrack_vector_cos_median	copytrack_frac_cos_lt_0	copytrack_frac_projection_sign_switch
p9016_pcgamma1_confboost_pmax_margin_top0p02_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p02_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p02_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.70014858	1.13790894	11.0123634	3.11447215	4.64984941	0.618372977	0.44606182	18989.9297	15380.6562	176.716644	0	0	0	0	0	0	92060.2344	0	0	0	0.463312	0.562403	0.321496	0.781187	0.959531	0.525945	0.781876	3.11447218	4.64984965	0.946441416	0.993200303	0.00267891313	0.00267891313
p9016_pcgamma1_confboost_pmax_margin_top0p02_b5_msep1_lsep1_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p02_b5_msep1_lsep1_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p02_b5_msep1_lsep1_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	1	1	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.79556894	0.950161338	12.9703379	3.03735232	4.72168255	0.633439779	0.45693022	24472.041	15863.0674	296.032867	0.00274067069	0.23318249	0	0	0	0	98048.2656	2.37824186e-06	0	0	0.443583	0.544922	0.298548	0.77737	0.963534	0.510936	0.762145	3.0373522	4.72168232	0.918210134	0.992679745	0.00727133563	0.00995024876
p9016_pcgamma1_confboost_pmax_margin_top0p02_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p02_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p02_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.74794674	1.4714272	12.2332811	3.18092632	4.67759132	0.631068289	0.455219537	24835.1035	16007.0859	294.36261	0	0	0	0	0	0	98587.9844	0	0	0	0.448762	0.546625	0.308702	0.78123	0.962763	0.521424	0.756678	3.18092637	4.67759152	0.930572879	0.992461126	0.00841944126	0.00841944126
p9016_pcgamma1_confboost_pmax_margin_top0p05_b2_msep1_lsep1_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p05_b2_msep1_lsep1_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p05_b2_msep1_lsep1_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	1	1	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.66782475	1.3922317	11.7071838	3.13709331	4.61019278	0.636308193	0.458999336	22170.6582	17098.6641	239.442581	0	0	0	0	0	0	102953.328	0	0	0	0.442488	0.537264	0.306848	0.772554	0.950223	0.518277	0.73027	3.13709319	4.61019279	0.936781116	0.992448596	0.00344431688	0.0114810563
p9016_pcgamma1_confboost_pmax_margin_top0p05_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p05_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p05_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.64400434	1.30524433	11.898243	3.0872221	4.60432529	0.638324976	0.460454136	22170.9062	17073.4707	261.109467	0	0	0	0	0	0	102612.336	0	0	0	0.440243	0.543854	0.291956	0.765329	0.949067	0.502365	0.739751	3.08722207	4.60432525	0.935801997	0.99216546	0.00535782625	0.00995024876
p9016_pcgamma1_confboost_pmax_margin_top0p05_b5_msep1_lsep1_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p05_b5_msep1_lsep1_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p05_b5_msep1_lsep1_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	1	1	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.56488895	1.3190912	12.3635988	2.84231377	4.58827829	0.641856551	0.463001609	33261.3945	19396.9473	357.828278	0	0	0	0	0	0	119887.352	0	0	0	0.438246	0.540797	0.291477	0.764163	0.947529	0.501733	0.743593	2.84231382	4.58827815	0.921456309	0.991401575	0.00803673938	0.00995024876
p9016_pcgamma1_confboost_pmax_margin_top0p05_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p05_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p05_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.50050592	1.24166203	10.6791239	2.83278298	4.51729298	0.651181877	0.46972844	33854.543	19427.5449	427.249939	0	0	0	0	0	0	119952	0	0	0	0.433821	0.531479	0.294054	0.764686	0.941987	0.510936	0.73203	2.83278299	4.5172932	0.917433514	0.991224965	0.0103329506	0.0133945656
p9016_pcgamma1_confboost_pmax_margin_top0p1_b2_msep1_lsep1_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p1_b2_msep1_lsep1_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p1_b2_msep1_lsep1_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	1	1	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.59238863	1.10235345	11.6468067	3.1242311	4.52753496	0.646851718	0.466604888	25416.1172	19406.0645	241.129807	0	0	0	0	0	0	116268.969	0	0	0	0.435281	0.53394	0.294082	0.763866	0.948063	0.500247	0.722743	3.12423122	4.52753494	0.94023882	0.99236211	0.00420972063	0.00574052813
p9016_pcgamma1_confboost_pmax_margin_top0p1_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p1_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p1_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.47316217	1.13342643	10.916501	2.95843148	4.45488167	0.653384328	0.471317172	25642.1367	19565.1816	275.368591	0	0	0	0	0	0	116774.141	0	0	0	0.431387	0.529737	0.29063	0.760592	0.944656	0.497163	0.704715	2.95843141	4.45488159	0.934450719	0.991452415	0.00612323	0.01224646
p9016_pcgamma1_confboost_pmax_margin_top0p1_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p1_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p1_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.20302868	0.92659384	12.7787752	2.62419438	4.1902771	0.697956562	0.503469229	45355.1484	24659.666	440.049957	0	0	0	0	0	0	156961.75	0	0	0	0.432901	0.528761	0.295707	0.765077	0.941089	0.513172	0.72688	2.62419462	4.19027721	0.88752976	0.990366533	0.0141599694	0.0156907769
p9016_pcgamma1_confboost_pmax_margin_top0p2_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_margin_top0p2_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_margin_top0p2_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.51755333	1.23188651	11.947135	3.17833638	4.4999423	0.645794034	0.465841949	29748.1875	23382.3809	278.746887	0	0	0	0	0	0	140749.922	0	0	0	0.420979	0.513081	0.289164	0.769765	0.945714	0.517951	0.759403	3.1783365	4.49994241	0.93220614	0.992446396	0.00688863375	0.0110983544
p9016_pcgamma1_confboost_pmax_top0p02_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_top0p02_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_top0p02_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.69488001	1.30304587	11.5386372	2.9890933	4.62774181	0.609425187	0.439607322	19867.3105	15997.3535	199.634125	0	0	0	0	0	0	94351.7969	0	0	0	0.459904	0.551949	0.32817	0.78447	0.954066	0.541746	0.739462	2.98909325	4.62774182	0.939356245	0.993224713	0.00420972063	0.00574052813
p9016_pcgamma1_confboost_pmax_top0p02_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_top0p02_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_top0p02_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.98615265	0.922621965	12.7247314	3.07649088	4.99404955	0.621080041	0.448014557	23831.9043	15822.7676	302.40744	0	0	0	0	0	0	97439.0469	0	0	0	0.45321	0.549052	0.316044	0.778827	0.956153	0.525042	0.763133	3.07649099	4.99404928	0.933959726	0.993274775	0.00688863375	0.00995024876
p9016_pcgamma1_confboost_pmax_top0p05_b2_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_top0p05_b2_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_top0p05_b2_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.60191107	1.26932907	12.5467319	2.93119526	4.54204464	0.628883719	0.453643739	22191.5332	17241.2227	235.04863	0	0	0	0	0	0	102860.883	0	0	0	0.450588	0.548115	0.311008	0.776859	0.958749	0.516541	0.755258	2.93119512	4.5420449	0.927108523	0.992019756	0.00229621125	0.0130118638
p9016_pcgamma1_confboost_pmax_top0p05_b5_sep0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/outputs/p9016_pcgamma1_confboost_pmax_top0p05_b5_sep0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/031-20260619_105814-p9016_confidence_boost_pairs_1m/eval/p9016_pcgamma1_confboost_pmax_top0p05_b5_sep0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	65	f579c58e35d4a487cec19f656db1fb8f78cd6c6f8aff939a1495226c4e49ac2d	gpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.6450119	0.926455319	12.1623402	2.77900171	4.64290953	0.652778745	0.4708803	33344.9297	19023.8809	340.082214	0	0	0	0	0	0	120465.883	0	0	0	0.452925	0.54564	0.320232	0.773245	0.949276	0.521312	0.755212	2.7790018	4.64290963	0.927578352	0.992218381	0.00803673938	0.0076540375
