chr1	start1	chr2	start2	n_contacts	truth_top_state	truth_top_count	posterior_top_state	posterior_pmax	posterior_margin	whole_chrom_pred_state	whole_chrom_correct_contacts	chr_pair_oracle_correct_contacts	nearest_geometry_state	nearest_geometry_correct_contacts	same_cross_correct_contacts	truth_state_distance_rank	posterior_top1_distance_rank	posterior_top1_distance_gap	nearest_geometry_state	best_relative_flip_chr2
chr1	124000000	chr11	15000000	4	00	4	01	0.922846377	NA	01	0	4	01	0	0	2	1	3.44888862	01	1
chr1	155000000	chr11	118000000	4	00	4	01	0.543422282	NA	01	0	4	01	0	0	2	1	0.559906834	01	1
chr1	156000000	chr11	118000000	33	00	33	01	0.985785544	NA	01	0	33	01	0	0	2	1	2.72388025	01	1
chr1	156000000	chr11	119000000	12	00	12	01	0.905741096	NA	01	0	12	01	0	0	2	1	2.71297871	01	1
chr1	157000000	chr11	118000000	7	00	7	01	0.980935574	NA	01	0	7	01	0	0	3	1	4.01048494	01	1
chr1	157000000	chr11	119000000	1	00	1	01	0.896790862	NA	01	0	1	01	0	0	3	1	3.93026905	01	1
chr1	162000000	chr11	20000000	1	01	1	01	0.753387213	NA	01	1	0	01	1	1	1	1	2.69108618	01	1
chr1	162000000	chr11	18000000	3	00	3	01	0.884326756	NA	01	0	3	01	0	0	2	1	2.60333889	01	1
chr1	162000000	chr11	46000000	1	00	1	01	0.411956191	NA	01	0	1	01	0	0	2	1	0.750707623	01	1
chr1	162000000	chr11	19000000	11	00	11	01	0.99505049	NA	01	0	11	01	0	0	2	1	3.49964728	01	1
chr1	163000000	chr11	19000000	2	00	2	01	0.947737634	NA	01	0	2	01	0	0	2	1	3.56900043	01	1
chr1	171000000	chr11	33000000	2	00	2	01	0.994621396	NA	01	0	2	01	0	0	3	1	4.21813627	01	1
chr1	171000000	chr11	32000000	1	00	1	01	0.972788393	NA	01	0	1	01	0	0	3	1	3.79359653	01	1
chr1	171000000	chr11	50000000	1	11	1	01	0.575323761	NA	01	0	0	01	0	0	4	1	2.55839452	01	1
chr1	172000000	chr11	32000000	1	00	1	01	0.910925269	NA	01	0	1	01	0	0	3	1	3.46533284	01	1
chr1	172000000	chr11	33000000	3	00	1	01	0.97811389	NA	01	1	1	01	1	1	3	1	3.88849624	01	1
chr1	174000000	chr11	32000000	4	00	4	01	0.981410563	NA	01	0	4	01	0	0	3	1	3.66051726	01	1
chr1	174000000	chr11	39000000	3	00	3	01	0.900734782	NA	01	0	3	01	0	0	3	1	3.20766887	01	1
chr1	174000000	chr11	46000000	1	00	1	01	0.838214457	NA	01	0	1	01	0	0	3	1	2.44785476	01	1
chr1	174000000	chr11	33000000	2	00	2	01	0.862723887	NA	01	0	2	01	0	0	3	1	4.02524997	01	1
chr1	9000000	chr12	9000000	2	01	2	10	0.932934463	NA	10	0	0	10	0	2	4	1	2.4985132	10	0
chr1	10000000	chr12	9000000	17	01	17	10	0.975639522	NA	10	0	0	10	0	17	4	1	2.35159754	10	0
chr1	10000000	chr12	10000000	3	01	3	10	0.79488492	NA	10	0	0	10	0	3	4	1	2.51253723	10	0
chr1	12000000	chr12	9000000	4	01	4	10	0.899799645	NA	10	0	0	10	0	4	4	1	2.34571134	10	0
chr1	6000000	chr13	8000000	2	01	2	11	0.327441216	NA	11	0	0	11	0	0	3	1	2.82017353	11	0
chr1	23000000	chr13	8000000	4	01	4	11	0.928129017	NA	11	0	0	11	0	0	3	1	2.35009162	11	0
chr1	23000000	chr13	9000000	2	01	1	11	0.691839278	NA	11	1	1	11	1	1	3	1	2.01256405	11	0
chr1	24000000	chr13	8000000	5	01	5	11	0.837145746	NA	11	0	0	11	0	0	2	1	2.77031	11	0
chr1	3000000	chr15	50000000	3	10	3	01	0.89840591	NA	01	0	0	01	0	3	3	1	4.61166796	01	1
chr1	3000000	chr15	51000000	2	10	2	01	0.821335733	NA	01	0	0	01	0	2	2	1	5.58756859	01	1
chr1	3000000	chr15	8000000	3	10	3	01	0.484663814	NA	01	0	0	01	0	3	2	1	1.9248828	01	1
chr1	23000000	chr15	55000000	2	10	2	01	0.937809229	NA	01	0	0	01	0	2	2	1	5.78290657	01	1
chr1	23000000	chr15	57000000	4	10	4	01	0.980787039	NA	01	0	0	01	0	4	2	1	5.91673191	01	1
chr1	23000000	chr15	54000000	2	10	2	01	0.87660557	NA	01	0	0	01	0	2	2	1	5.37052225	01	1
chr1	24000000	chr15	57000000	2	10	2	01	0.965654969	NA	01	0	0	01	0	2	3	1	5.38080759	01	1
chr1	24000000	chr15	55000000	4	10	3	01	0.704441309	NA	01	0	1	01	0	3	2	1	5.21872919	01	1
chr1	32000000	chr15	55000000	1	10	1	01	0.976438224	NA	01	0	0	01	0	1	2	1	5.25358508	01	1
chr1	33000000	chr15	58000000	2	10	2	01	0.899026155	NA	01	0	0	01	0	2	2	1	5.67102501	01	1
chr1	34000000	chr15	58000000	2	10	2	01	0.978121638	NA	01	0	0	01	0	2	2	1	6.11501718	01	1
chr1	36000000	chr15	57000000	3	10	3	01	0.964224219	NA	01	0	0	01	0	3	2	1	5.38769994	01	1
chr1	36000000	chr15	54000000	1	10	1	01	0.835012138	NA	01	0	0	01	0	1	2	1	5.21515496	01	1
chr1	36000000	chr15	55000000	1	10	1	01	0.993081748	NA	01	0	0	01	0	1	2	1	5.50429244	01	1
chr1	38000000	chr15	55000000	2	10	2	01	0.985949099	NA	01	0	0	01	0	2	2	1	5.34411265	01	1
chr1	66000000	chr15	55000000	5	10	5	01	0.999711335	NA	01	0	0	01	0	5	2	1	4.52532621	01	1
chr1	67000000	chr15	54000000	4	10	4	01	0.999998212	NA	01	0	0	01	0	4	2	1	5.99324264	01	1
chr1	67000000	chr15	55000000	7	10	7	01	1	NA	01	0	0	01	0	7	2	1	6.37096692	01	1
chr1	67000000	chr15	30000000	6	10	6	01	0.82668376	NA	01	0	0	01	0	6	2	1	1.48256268	01	1
chr1	67000000	chr15	57000000	4	10	4	01	0.999991298	NA	01	0	0	01	0	4	3	1	6.27366564	01	1
chr1	67000000	chr15	58000000	5	10	5	01	0.999988317	NA	01	0	0	01	0	5	2	1	6.36056925	01	1
chr1	68000000	chr15	57000000	3	10	3	01	0.999990463	NA	01	0	0	01	0	3	2	1	6.75549401	01	1
chr1	68000000	chr15	30000000	2	10	2	01	0.607824922	NA	01	0	0	01	0	2	2	1	1.72064866	01	1
chr1	68000000	chr15	58000000	2	10	2	01	0.999999642	NA	01	0	0	01	0	2	2	1	6.63248248	01	1
chr1	70000000	chr15	58000000	5	10	5	01	0.999998689	NA	01	0	0	01	0	5	2	1	6.9613457	01	1
chr1	71000000	chr15	58000000	1	10	1	01	0.98482275	NA	01	0	0	01	0	1	2	1	6.59758306	01	1
chr1	73000000	chr15	53000000	1	10	1	01	0.999943614	NA	01	0	0	01	0	1	2	1	6.41466327	01	1
chr1	73000000	chr15	58000000	12	10	12	01	1	NA	01	0	0	01	0	12	2	1	6.47729967	01	1
chr1	73000000	chr15	54000000	1	10	1	01	0.999870539	NA	01	0	0	01	0	1	2	1	5.78924357	01	1
chr1	74000000	chr15	58000000	6	10	6	01	1	NA	01	0	0	01	0	6	2	1	6.2829989	01	1
chr1	74000000	chr15	59000000	4	10	4	01	1	NA	01	0	0	01	0	4	2	1	6.53714374	01	1
chr1	74000000	chr15	31000000	4	10	4	01	0.976893365	NA	01	0	0	01	0	4	2	1	3.0544418	01	1
chr1	74000000	chr15	30000000	1	10	1	01	0.722196341	NA	01	0	0	01	0	1	2	1	2.93614812	01	1
chr1	74000000	chr15	35000000	8	10	8	01	0.982168198	NA	01	0	0	01	0	8	2	1	3.16140858	01	1
chr1	74000000	chr15	56000000	3	10	3	01	0.999974489	NA	01	0	0	01	0	3	2	1	6.27823325	01	1
chr1	74000000	chr15	89000000	1	10	1	01	0.389398247	NA	01	0	0	01	0	1	2	1	3.76292667	01	1
chr1	75000000	chr15	59000000	3	10	2	01	0.999772966	NA	01	0	1	01	0	2	2	1	6.25747116	01	1
chr1	75000000	chr15	54000000	1	10	1	01	0.989561141	NA	01	0	0	01	0	1	2	1	5.87132826	01	1
chr1	75000000	chr15	35000000	3	10	3	01	0.882704437	NA	01	0	0	01	0	3	2	1	2.52865549	01	1
chr1	75000000	chr15	58000000	14	10	14	01	1	NA	01	0	0	01	0	14	2	1	6.64268411	01	1
chr1	75000000	chr15	51000000	4	10	4	01	0.999997735	NA	01	0	0	01	0	4	2	1	6.50688449	01	1
chr1	75000000	chr15	53000000	4	10	4	01	0.999997854	NA	01	0	0	01	0	4	2	1	6.74346908	01	1
chr1	75000000	chr15	52000000	1	10	1	01	0.999998927	NA	01	0	0	01	0	1	2	1	6.45989163	01	1
chr1	75000000	chr15	89000000	1	10	1	01	0.405841887	NA	01	0	0	01	0	1	2	1	3.14470075	01	1
chr1	76000000	chr15	51000000	2	10	2	01	0.999999762	NA	01	0	0	01	0	2	2	1	6.55675275	01	1
chr1	76000000	chr15	53000000	13	10	13	01	1	NA	01	0	0	01	0	13	2	1	6.90307263	01	1
chr1	76000000	chr15	52000000	1	10	1	01	1	NA	01	0	0	01	0	1	2	1	6.56955748	01	1
chr1	76000000	chr15	58000000	3	10	3	01	1	NA	01	0	0	01	0	3	2	1	6.8249937	01	1
chr1	76000000	chr15	54000000	2	10	2	01	0.99949944	NA	01	0	0	01	0	2	2	1	6.18938132	01	1
chr1	76000000	chr15	57000000	1	10	1	01	0.989695072	NA	01	0	0	01	0	1	3	1	6.27726614	01	1
chr1	76000000	chr15	56000000	1	10	1	01	0.991163969	NA	01	0	0	01	0	1	2	1	6.4284751	01	1
chr1	77000000	chr15	52000000	2	10	2	01	0.999998927	NA	01	0	0	01	0	2	2	1	6.30658586	01	1
chr1	77000000	chr15	53000000	2	10	2	01	1	NA	01	0	0	01	0	2	2	1	6.63874849	01	1
chr1	79000000	chr15	53000000	1	10	1	01	0.982365668	NA	01	0	0	01	0	1	2	1	5.56095978	01	1
chr1	83000000	chr15	57000000	1	10	1	01	0.999994755	NA	01	0	0	01	0	1	2	1	5.99092627	01	1
chr1	83000000	chr15	58000000	8	10	8	01	0.999999642	NA	01	0	0	01	0	8	2	1	6.13959761	01	1
chr1	83000000	chr15	55000000	3	10	3	01	1	NA	01	0	0	01	0	3	2	1	6.02813759	01	1
chr1	83000000	chr15	53000000	2	10	2	01	0.996764779	NA	01	0	0	01	0	2	2	1	6.0581692	01	1
chr1	83000000	chr15	54000000	4	10	4	01	0.999999762	NA	01	0	0	01	0	4	2	1	5.73237397	01	1
chr1	83000000	chr15	30000000	1	10	1	01	0.739783347	NA	01	0	0	01	0	1	2	1	1.31455558	01	1
chr1	84000000	chr15	55000000	2	10	2	01	0.999988437	NA	01	0	0	01	0	2	2	1	5.64232549	01	1
chr1	84000000	chr15	30000000	3	10	3	01	0.625563741	NA	01	0	0	01	0	3	2	1	1.00158083	01	1
chr1	84000000	chr15	58000000	1	10	1	01	0.972115576	NA	01	0	0	01	0	1	2	1	5.6409288	01	1
chr1	6000000	chr17	9000000	1	10	1	10	0.972212911	NA	10	1	1	10	1	1	1	1	5.90975589	10	0
chr1	6000000	chr17	11000000	1	10	1	10	0.966918409	NA	10	1	1	10	1	1	1	1	5.74848014	10	0
chr1	7000000	chr17	11000000	7	10	7	10	0.99993813	NA	10	7	7	10	7	7	1	1	5.27914967	10	0
chr1	7000000	chr17	10000000	1	10	1	10	0.967455924	NA	10	1	1	10	1	1	1	1	5.53600359	10	0
chr1	8000000	chr17	67000000	3	10	2	10	0.670174301	NA	10	2	2	10	2	2	1	1	5.29952078	10	0
chr1	8000000	chr17	52000000	3	10	3	10	0.9976179	NA	10	3	3	10	3	3	1	1	4.76331388	10	0
chr1	8000000	chr17	11000000	18	10	18	10	1	NA	10	18	18	10	18	18	1	1	5.79220439	10	0
chr1	8000000	chr17	9000000	4	10	4	10	0.999999046	NA	10	4	4	10	4	4	1	1	5.89306888	10	0
chr1	8000000	chr17	41000000	1	10	1	10	0.914054513	NA	10	1	1	10	1	1	1	1	5.27006404	10	0
chr1	8000000	chr17	12000000	2	10	2	10	0.982789457	NA	10	2	2	10	2	2	1	1	4.74500931	10	0
chr1	8000000	chr17	10000000	1	10	1	10	0.99990654	NA	10	1	1	10	1	1	1	1	5.86438766	10	0
chr1	9000000	chr17	11000000	16	10	16	10	0.999997973	NA	10	16	16	10	16	16	1	1	5.41886131	10	0
chr1	9000000	chr17	9000000	2	10	2	10	0.962565899	NA	10	2	2	10	2	2	1	1	5.45681801	10	0
chr1	9000000	chr17	68000000	2	10	2	10	0.966586947	NA	10	2	2	10	2	2	1	1	5.12084481	10	0
chr1	9000000	chr17	52000000	2	10	2	10	0.999227047	NA	10	2	2	10	2	2	1	1	4.73872312	10	0
chr1	9000000	chr17	10000000	1	10	1	10	0.990323186	NA	10	1	1	10	1	1	1	1	5.55200133	10	0
chr1	9000000	chr17	67000000	3	10	3	10	0.777234793	NA	10	3	3	10	3	3	1	1	5.07873298	10	0
chr1	9000000	chr17	12000000	12	10	12	10	0.999994993	NA	10	12	12	10	12	12	1	1	5.1013612	10	0
chr1	9000000	chr17	46000000	1	10	1	10	0.961604655	NA	10	1	1	10	1	1	1	1	4.59415366	10	0
chr1	10000000	chr17	12000000	13	10	13	10	0.999972343	NA	10	13	13	10	13	13	1	1	5.11068836	10	0
chr1	10000000	chr17	45000000	1	11	1	10	0.97837925	NA	10	0	0	10	0	0	3	1	4.33474771	10	0
chr1	10000000	chr17	46000000	2	10	2	10	0.999576747	NA	10	2	2	10	2	2	1	1	4.78599232	10	0
chr1	10000000	chr17	47000000	2	10	2	10	0.998479068	NA	10	2	2	10	2	2	1	1	4.80478587	10	0
chr1	11000000	chr17	12000000	7	10	7	10	0.999871135	NA	10	7	7	10	7	7	1	1	4.28165945	10	0
chr1	11000000	chr17	46000000	2	10	2	10	0.975277305	NA	10	2	2	10	2	2	1	1	3.94066397	10	0
chr1	12000000	chr17	46000000	16	10	16	10	0.999425411	NA	10	16	16	10	16	16	1	1	4.55105853	10	0
chr1	12000000	chr17	47000000	1	10	1	10	0.994859457	NA	10	1	1	10	1	1	1	1	4.57281265	10	0
chr1	12000000	chr17	28000000	3	10	3	10	0.799399078	NA	10	3	3	10	3	3	1	1	3.71484964	10	0
chr1	12000000	chr17	48000000	3	10	3	10	0.991779625	NA	10	3	3	10	3	3	1	1	4.25593652	10	0
chr1	12000000	chr17	12000000	2	10	2	10	0.998686373	NA	10	2	2	10	2	2	1	1	4.94698417	10	0
chr1	12000000	chr17	26000000	1	10	1	10	0.648575902	NA	10	1	1	10	1	1	1	1	4.18986555	10	0
chr1	12000000	chr17	25000000	1	10	1	10	0.854587674	NA	10	1	1	10	1	1	1	1	4.11742661	10	0
chr1	13000000	chr17	48000000	17	10	17	10	0.996606112	NA	10	17	17	10	17	17	1	1	3.3695034	10	0
chr1	13000000	chr17	47000000	10	10	10	10	0.994001448	NA	10	10	10	10	10	10	1	1	3.71405143	10	0
chr1	13000000	chr17	25000000	5	10	5	10	0.866318583	NA	10	5	5	10	5	5	1	1	3.25743117	10	0
chr1	13000000	chr17	28000000	2	10	2	10	0.771830976	NA	10	2	2	10	2	2	1	1	2.76319393	10	0
chr1	13000000	chr17	46000000	1	10	1	10	0.995954156	NA	10	1	1	10	1	1	1	1	3.64323883	10	0
chr1	24000000	chr17	45000000	1	10	1	10	0.67038399	NA	10	1	1	10	1	1	1	1	4.17896001	10	0
chr1	26000000	chr17	4000000	1	01	1	10	0.959948719	NA	10	0	0	10	0	1	4	1	5.02924093	10	0
chr1	35000000	chr17	11000000	1	10	1	10	0.884281576	NA	10	1	1	10	1	1	1	1	5.52328385	10	0
chr1	35000000	chr17	10000000	3	10	3	10	0.99892199	NA	10	3	3	10	3	3	1	1	5.9180941	10	0
chr1	35000000	chr17	12000000	3	10	3	10	0.997843623	NA	10	3	3	10	3	3	1	1	5.24012009	10	0
chr1	35000000	chr17	9000000	1	10	1	10	0.980149209	NA	10	1	1	10	1	1	1	1	5.77472884	10	0
chr1	36000000	chr17	66000000	1	10	1	10	0.412768245	NA	10	1	1	10	1	1	1	1	3.39694369	10	0
chr1	36000000	chr17	12000000	5	10	5	10	0.998106003	NA	10	5	5	10	5	5	1	1	4.86706954	10	0
chr1	36000000	chr17	46000000	5	10	5	10	0.509513915	NA	10	5	5	10	5	5	1	1	4.47315141	10	0
chr1	36000000	chr17	47000000	2	10	2	10	0.585596383	NA	10	2	2	10	2	2	1	1	4.57541057	10	0
chr1	37000000	chr17	24000000	1	10	1	10	0.513401389	NA	10	1	1	10	1	1	1	1	4.57873027	10	0
chr1	63000000	chr17	22000000	3	10	3	10	0.638958573	NA	10	3	3	10	3	3	1	1	4.44536953	10	0
chr1	66000000	chr17	46000000	1	10	1	10	0.851016462	NA	10	1	1	10	1	1	1	1	4.31681266	10	0
chr1	66000000	chr17	21000000	1	10	1	10	0.510468125	NA	10	1	1	10	1	1	1	1	4.25680184	10	0
chr1	74000000	chr17	45000000	7	10	6	10	0.967982173	NA	10	6	6	10	6	7	1	1	4.17900402	10	0
chr1	74000000	chr17	10000000	1	10	1	10	0.851037383	NA	10	1	1	10	1	1	1	1	6.129365	10	0
chr1	75000000	chr17	58000000	1	10	1	10	0.418051034	NA	10	1	1	10	1	1	1	1	5.38678588	10	0
chr1	82000000	chr17	46000000	2	10	2	10	0.713582337	NA	10	2	2	10	2	2	1	1	4.76065582	10	0
chr1	82000000	chr17	47000000	1	10	1	10	0.804680884	NA	10	1	1	10	1	1	1	1	4.80486272	10	0
chr1	87000000	chr17	24000000	2	10	2	10	0.754475534	NA	10	2	2	10	2	2	1	1	4.36506249	10	0
chr1	90000000	chr17	24000000	3	10	3	10	0.802315176	NA	10	3	3	10	3	3	1	1	2.98801745	10	0
chr1	131000000	chr17	24000000	5	10	5	10	0.964105964	NA	10	5	5	10	5	5	1	1	4.38063126	10	0
chr1	132000000	chr17	24000000	2	10	2	10	0.610921681	NA	10	2	2	10	2	2	1	1	4.0216692	10	0
chr1	134000000	chr17	24000000	4	10	4	10	0.736260772	NA	10	4	4	10	4	4	1	1	4.43778954	10	0
chr1	135000000	chr17	28000000	5	10	5	10	0.723790288	NA	10	5	5	10	5	5	1	1	3.5531853	10	0
chr1	135000000	chr17	27000000	8	10	8	10	0.806904554	NA	10	8	8	10	8	8	1	1	3.73336544	10	0
chr1	34000000	chr2	4000000	1	01	1	01	0.435809076	NA	01	1	1	01	1	1	1	1	3.16630214	01	0
chr1	41000000	chr2	5000000	1	01	1	01	0.416257769	NA	01	1	1	01	1	1	1	1	3.77659133	01	0
chr1	59000000	chr2	25000000	3	01	3	01	0.757143319	NA	01	3	3	01	3	3	1	1	3.96383877	01	0
chr1	60000000	chr2	6000000	5	01	5	01	0.975288689	NA	01	5	5	01	5	5	1	1	4.35988805	01	0
chr1	60000000	chr2	5000000	15	01	15	01	0.999873042	NA	01	15	15	01	15	15	1	1	4.31502658	01	0
chr1	60000000	chr2	7000000	2	01	2	01	0.988184094	NA	01	2	2	01	2	2	1	1	4.7252835	01	0
chr1	61000000	chr2	5000000	8	01	8	01	0.996546209	NA	01	8	8	01	8	8	1	1	3.63954361	01	0
chr1	61000000	chr2	7000000	4	01	4	01	0.999577701	NA	01	4	4	01	4	4	1	1	4.80981793	01	0
chr1	61000000	chr2	6000000	1	01	1	01	0.99486059	NA	01	1	1	01	1	1	1	1	4.20699705	01	0
chr1	62000000	chr2	5000000	3	01	3	01	0.90923202	NA	01	3	3	01	3	3	1	1	3.46761462	01	0
chr1	63000000	chr2	7000000	5	01	5	01	0.999051392	NA	01	5	5	01	5	5	1	1	4.48049646	01	0
chr1	63000000	chr2	6000000	5	01	5	01	0.996961892	NA	01	5	5	01	5	5	1	1	3.91002659	01	0
chr1	155000000	chr2	26000000	1	01	1	01	0.438494146	NA	01	1	1	01	1	1	1	1	4.60739881	01	0
chr1	159000000	chr2	170000000	3	01	3	01	0.896380723	NA	01	3	3	01	3	3	1	1	5.96380391	01	0
chr1	159000000	chr2	169000000	2	01	2	01	0.984434068	NA	01	2	2	01	2	2	1	1	6.08960832	01	0
chr1	160000000	chr2	169000000	1	01	1	01	0.729020417	NA	01	1	1	01	1	1	1	1	5.73857593	01	0
chr1	183000000	chr2	129000000	3	01	3	01	0.966956973	NA	01	3	3	01	3	3	1	1	5.33231364	01	0
chr1	183000000	chr2	181000000	4	01	4	01	0.999964356	NA	01	4	4	01	4	4	1	1	4.35120749	01	0
chr1	184000000	chr2	170000000	1	01	1	01	0.885109901	NA	01	1	1	01	1	1	1	1	5.66963285	01	0
chr1	184000000	chr2	181000000	10	01	10	01	0.999995351	NA	01	10	10	01	10	10	1	1	4.43437681	01	0
chr1	184000000	chr2	169000000	1	01	1	01	0.881591439	NA	01	1	1	01	1	1	1	1	5.58010926	01	0
chr1	185000000	chr2	169000000	21	01	21	01	0.999991775	NA	01	21	21	01	21	21	1	1	5.84420611	01	0
chr1	185000000	chr2	129000000	4	01	4	01	0.999643445	NA	01	4	4	01	4	4	1	1	5.44062597	01	0
chr1	185000000	chr2	170000000	5	01	5	01	0.997217894	NA	01	5	5	01	5	5	1	1	5.82609497	01	0
chr1	186000000	chr2	181000000	2	01	2	01	0.987745941	NA	01	2	2	01	2	2	1	1	4.44650962	01	0
chr1	190000000	chr2	181000000	1	01	1	01	0.998851895	NA	01	1	1	01	1	1	1	1	4.38547296	01	0
chr1	190000000	chr2	121000000	1	01	1	01	0.896326065	NA	01	1	1	01	1	1	1	1	5.09941816	01	0
chr1	191000000	chr2	121000000	20	01	20	01	0.999961257	NA	01	20	20	01	20	20	1	1	5.18759661	01	0
chr1	191000000	chr2	169000000	1	01	1	01	0.990377605	NA	01	1	1	01	1	1	1	1	5.68943723	01	0
chr1	191000000	chr2	181000000	2	01	2	01	0.999705493	NA	01	2	2	01	2	2	1	1	4.47474086	01	0
